"","tp"
"1",0.265946742229529
"2",0.277991324522639
"3",0.271522650724798
"4",0.275221520705861
"5",0.279059357380765
"6",0.257568087766482
"7",0.268812608435593
"8",0.265601950607706
"9",0.260267723566425
"10",0.248523723751973
"11",0.257599910465088
"12",0.287748281011051
"13",0.272628656553468
"14",0.274553500850431
"15",0.259214951681422
"16",0.268434500584433
"17",0.265817169150619
"18",0.260789260895438
"19",0.272898403613034
"20",0.259768561339171
"21",0.268775301275081
"22",0.268882680095074
"23",0.285245699493599
"24",0.28892222743066
"25",0.264656501084896
"26",0.270253562135637
"27",0.287874093353989
"28",0.287605426007987
"29",0.271304475621200
"30",0.271232675280825
"31",0.263006546352536
"32",0.260465169714579
"33",0.264727723379953
"34",0.264299892219073
"35",0.258774722326471
"36",0.252991125073836
"37",0.267493690141221
"38",0.254916899355955
"39",0.258789312624808
"40",0.260109008209278
"41",0.260534138149287
"42",0.264407202852005
"43",0.263946207231026
"44",0.262907347911016
"45",0.252535598183470
"46",0.264671706139328
"47",0.258818582282897
"48",0.258846672720691
"49",0.267434816275345
"50",0.268378215149958
"51",0.257025233921768
"52",0.266876969974788
"53",0.260730983784107
"54",0.27121028843078
"55",0.253718791192352
"56",0.268531142693624
"57",0.275986868911671
"58",0.249767792945715
"59",0.254709637591746
"60",0.255042814466949
"61",0.277964115637279
"62",0.257721622909329
"63",0.292516620299710
"64",0.266651959429085
"65",0.264529685328213
"66",0.276889972297833
"67",0.273353629073728
"68",0.261115828242705
"69",0.283347850902532
"70",0.269489757126226
"71",0.25666385824036
"72",0.270418161510187
"73",0.248257352047159
"74",0.277951639132405
"75",0.263260207371363
"76",0.263061406033308
"77",0.262932047793988
"78",0.264653816011169
"79",0.273847893390345
"80",0.264831219149738
"81",0.267473820226512
"82",0.261163364955680
"83",0.268914246066252
"84",0.263908769023152
"85",0.268836864506308
"86",0.256220328016102
"87",0.273104581398648
"88",0.287058936261212
"89",0.248344729782829
"90",0.279555053355546
"91",0.259940133999038
"92",0.258677286779143
"93",0.26398740222877
"94",0.266738078747231
"95",0.287275655645508
"96",0.26099691591773
"97",0.277557770528777
"98",0.278531322884421
"99",0.265111237958011
"100",0.255996479667337
"101",0.262582318923793
"102",0.257321411593878
"103",0.284545302471903
"104",0.244562012097631
"105",0.281401970261982
"106",0.27035622063076
"107",0.262386684119945
"108",0.257407114125044
"109",0.259109784600192
"110",0.255970644310172
"111",0.261455926344282
"112",0.273174795859386
"113",0.260180186772302
"114",0.254634701509478
"115",0.275423524019142
"116",0.271510835592854
"117",0.277450765294494
"118",0.258590036495868
"119",0.264132392227882
"120",0.274824160982178
"121",0.264080302400246
"122",0.282397376766829
"123",0.262834693349703
"124",0.273066712533766
"125",0.263259729422704
"126",0.261435757193345
"127",0.275137298599758
"128",0.265386319373560
"129",0.255232588352334
"130",0.270205021770245
"131",0.261490088037596
"132",0.274034639950943
"133",0.254445325687869
"134",0.273774040982148
"135",0.256585508400639
"136",0.269927759667112
"137",0.275789846590511
"138",0.277594772081149
"139",0.267205423060925
"140",0.269655693238108
"141",0.272877905117449
"142",0.262014599397519
"143",0.289214601479516
"144",0.266695125305736
"145",0.271694534305791
"146",0.275905054738821
"147",0.258225657938678
"148",0.265167449519451
"149",0.257896124260402
"150",0.264570171729361
"151",0.263664657786266
"152",0.254766332316713
"153",0.270753474848447
"154",0.267115728415527
"155",0.282155064763803
"156",0.267488510876429
"157",0.265063967952753
"158",0.261455207065163
"159",0.277153831347989
"160",0.264495857076089
"161",0.279349526190267
"162",0.263668708929377
"163",0.282824953556540
"164",0.285235144911130
"165",0.271569169266776
"166",0.271523569616861
"167",0.248606031223633
"168",0.264097896511136
"169",0.262359365429694
"170",0.257823316331063
"171",0.261283918737095
"172",0.28252105436196
"173",0.258024356094305
"174",0.256351579140338
"175",0.253716466159449
"176",0.265305566931497
"177",0.27136638010033
"178",0.270606672547131
"179",0.254224307692564
"180",0.270301908184712
"181",0.267300638389753
"182",0.279389003210242
"183",0.260949447273992
"184",0.270047736703429
"185",0.256215843149042
"186",0.25092330443726
"187",0.278786757996918
"188",0.274898033381578
"189",0.264164937185294
"190",0.266149157246926
"191",0.261932674536255
"192",0.267806333056654
"193",0.267127738027395
"194",0.270191976505552
"195",0.255997109351502
"196",0.264184594282689
"197",0.266102541368961
"198",0.251502072202972
"199",0.283459661450314
"200",0.266730287147672
"201",0.258426044121589
"202",0.265359565414595
"203",0.280485852792039
"204",0.263930974428969
"205",0.253328835168259
"206",0.257691054705033
"207",0.260629593451546
"208",0.266403711150685
"209",0.278719376512536
"210",0.247689400313759
"211",0.26257858725976
"212",0.255968392661475
"213",0.274008043275981
"214",0.262393245756868
"215",0.25808156288784
"216",0.259309796154211
"217",0.255484865300446
"218",0.259771766312203
"219",0.264020651974328
"220",0.263008469222306
"221",0.264763561436539
"222",0.266877378912191
"223",0.284424288194958
"224",0.248977132576761
"225",0.274467968582563
"226",0.258019432106356
"227",0.258407468496535
"228",0.253140856639975
"229",0.269574634010190
"230",0.27030145279637
"231",0.286199500452631
"232",0.260716829746404
"233",0.260822599875194
"234",0.258996985616128
"235",0.267449509339772
"236",0.261603201095037
"237",0.258825501339072
"238",0.266500663266557
"239",0.264349330813859
"240",0.256875737090179
"241",0.26990104040294
"242",0.269581304749877
"243",0.257271049013836
"244",0.269342652771470
"245",0.264439990319782
"246",0.259410858187625
"247",0.26474270540072
"248",0.268657105054162
"249",0.255690553306188
"250",0.283391271459679
"251",0.269096436801812
"252",0.290209000971664
"253",0.264046852045468
"254",0.258191485835651
"255",0.265943607601110
"256",0.266938749610668
"257",0.297134585706469
"258",0.29302485029364
"259",0.263526725199846
"260",0.283495019903017
"261",0.252008933081234
"262",0.258910199847995
"263",0.275060226034607
"264",0.255413229067954
"265",0.262716528446976
"266",0.261624036074537
"267",0.267843971644301
"268",0.260378942264417
"269",0.267718810611173
"270",0.26114624941385
"271",0.260887425595329
"272",0.267140777930123
"273",0.267988570075833
"274",0.272582957929277
"275",0.266088503546100
"276",0.274951663779454
"277",0.267973631294509
"278",0.262131057270168
"279",0.295893683518791
"280",0.268245723224474
"281",0.255833849163428
"282",0.262712365633962
"283",0.27148692980649
"284",0.266069200331395
"285",0.251986555884735
"286",0.257223395482186
"287",0.260873308332422
"288",0.266873402988045
"289",0.273697912095213
"290",0.275557205297386
"291",0.275466402403332
"292",0.258188186333148
"293",0.275822953291092
"294",0.267348788964957
"295",0.265886082029586
"296",0.270896253783421
"297",0.266309309196026
"298",0.248086362405098
"299",0.257306174568849
"300",0.253459564648095
"301",0.270294965629715
"302",0.27953343842273
"303",0.267312801738207
"304",0.256838116228850
"305",0.262578170980024
"306",0.249999547121984
"307",0.267218490192709
"308",0.285458967892038
"309",0.257108395641988
"310",0.279016779504985
"311",0.265970019233476
"312",0.277224025056258
"313",0.260418176175239
"314",0.268116071267114
"315",0.284437120754937
"316",0.253060482617533
"317",0.255551610044203
"318",0.259347747303509
"319",0.290893866161324
"320",0.268821614592199
"321",0.281343397957816
"322",0.274827818725253
"323",0.267949591182671
"324",0.265770433016964
"325",0.263997545645797
"326",0.294653022439957
"327",0.264883915649326
"328",0.268213333899432
"329",0.277571929689863
"330",0.270833696980108
"331",0.256224527634905
"332",0.262497731068582
"333",0.275134584948679
"334",0.269242781849243
"335",0.277765492484823
"336",0.25499607159124
"337",0.260854418699852
"338",0.263266594100617
"339",0.265807139782132
"340",0.267743418912702
"341",0.264435325648257
"342",0.251983604340406
"343",0.257690433881471
"344",0.254213098609736
"345",0.257971929038290
"346",0.283655665574962
"347",0.259957792949196
"348",0.252589962204548
"349",0.265474933228741
"350",0.25327340129376
"351",0.262174978205127
"352",0.247750780406459
"353",0.257429686106369
"354",0.266376394635315
"355",0.262591430140637
"356",0.265492571187684
"357",0.262038568757884
"358",0.262853175695938
"359",0.268281370639985
"360",0.261403816629970
"361",0.263408151730375
"362",0.269559760905495
"363",0.267242315239582
"364",0.259804506279587
"365",0.264192986229926
"366",0.269228025152747
"367",0.257211776319851
"368",0.271610099984657
"369",0.256934925086981
"370",0.266223066903363
"371",0.262732174630065
"372",0.258336233652254
"373",0.257180517575358
"374",0.267426807237451
"375",0.258169659665521
"376",0.279095498932048
"377",0.267946441570159
"378",0.264422051317484
"379",0.276069378451835
"380",0.26158017261965
"381",0.265041479513183
"382",0.260424528670202
"383",0.264882343751905
"384",0.259246999341335
"385",0.291083516256678
"386",0.255282989978576
"387",0.255439241359480
"388",0.28876358701882
"389",0.253648112889855
"390",0.268011929861539
"391",0.26027103283237
"392",0.262727916332039
"393",0.265293984056642
"394",0.275442784244836
"395",0.251904522374190
"396",0.26923607064765
"397",0.273044758331565
"398",0.264356632563305
"399",0.24487965934359
"400",0.263757297459303
"401",0.266496041589491
"402",0.263426176541053
"403",0.267611822125774
"404",0.272343711823197
"405",0.281133250369086
"406",0.25395161303609
"407",0.263389800045221
"408",0.280790418678847
"409",0.252578312898085
"410",0.25839653124766
"411",0.273963761729958
"412",0.259288379955781
"413",0.258430771658886
"414",0.286721766227602
"415",0.267588132239048
"416",0.280656010974579
"417",0.277996544941265
"418",0.267815076840485
"419",0.24669093747717
"420",0.263754335874315
"421",0.260807511148752
"422",0.259108777797791
"423",0.291268653802999
"424",0.261752515012340
"425",0.261563243500322
"426",0.263326391364162
"427",0.268691555897986
"428",0.255478864386406
"429",0.260097532320146
"430",0.258432326271742
"431",0.267046319565235
"432",0.263086754319155
"433",0.270241958499016
"434",0.262186691552331
"435",0.25361859192916
"436",0.269816458741283
"437",0.267740651298181
"438",0.262128234532361
"439",0.286169803349333
"440",0.275316785513676
"441",0.258284928990903
"442",0.260243879740507
"443",0.270796910240680
"444",0.272195111107386
"445",0.264503276479939
"446",0.272914328601667
"447",0.254007773674929
"448",0.269201827379035
"449",0.271016394620675
"450",0.258754225318384
"451",0.279670611319919
"452",0.253700502082579
"453",0.248820277965256
"454",0.271473745298033
"455",0.261105693827879
"456",0.258166815226257
"457",0.274228104070805
"458",0.262682156524979
"459",0.252450291678146
"460",0.275214771726711
"461",0.270923904887933
"462",0.272009094670841
"463",0.268958262747271
"464",0.259609678156818
"465",0.262755858710297
"466",0.268254013494229
"467",0.272780793685182
"468",0.265655277431544
"469",0.253723525955789
"470",0.275743983304800
"471",0.278629244837379
"472",0.273761306888844
"473",0.264834986987636
"474",0.256952120983342
"475",0.274806268751416
"476",0.274169385928127
"477",0.280958775187713
"478",0.260292605531866
"479",0.248297757235939
"480",0.274426003633286
"481",0.262307150960541
"482",0.251119097461248
"483",0.262540776709795
"484",0.271908366313386
"485",0.271503045624448
"486",0.270128282281455
"487",0.257154869413615
"488",0.265183362861961
"489",0.259363727281130
"490",0.257629674152852
"491",0.269555549302637
"492",0.257878501728725
"493",0.249544226279971
"494",0.27629869035572
"495",0.264158563446857
"496",0.258887778866357
"497",0.247824324684332
"498",0.269560450910512
"499",0.239110261777525
"500",0.268871331469573
"501",0.255720778511804
"502",0.266464479306642
"503",0.262977472439759
"504",0.259958207638103
"505",0.257286780061912
"506",0.256304747250609
"507",0.264562603660651
"508",0.262358376441905
"509",0.255683863795472
"510",0.261202594767311
"511",0.272830993137877
"512",0.271711263635206
"513",0.26634028274274
"514",0.265057194254722
"515",0.262065234846768
"516",0.272756303521821
"517",0.271871410814903
"518",0.266294258665345
"519",0.273464910388625
"520",0.284892992977846
"521",0.270204054297542
"522",0.263397298847442
"523",0.269590130979951
"524",0.262953755625828
"525",0.273132147550318
"526",0.264685801406373
"527",0.269638621863505
"528",0.256514548515363
"529",0.260907434565707
"530",0.277008057802072
"531",0.271727156549671
"532",0.267741756717079
"533",0.264709059150385
"534",0.256230462759010
"535",0.257109944153324
"536",0.261912296526733
"537",0.272086983203997
"538",0.268079831273282
"539",0.273002144498118
"540",0.270307175476959
"541",0.26723004378972
"542",0.256399472457308
"543",0.272343808868393
"544",0.266078963352049
"545",0.257753639708562
"546",0.276265788962782
"547",0.281937359462135
"548",0.261110360314513
"549",0.271647131375165
"550",0.263088711929252
"551",0.277139513468792
"552",0.275338724916679
"553",0.262990581979818
"554",0.268624257422914
"555",0.273603104799465
"556",0.270841770492427
"557",0.259507172617152
"558",0.254915587942811
"559",0.259306180535207
"560",0.257828903120824
"561",0.270103713689063
"562",0.276498328786771
"563",0.267054654998159
"564",0.275166001096472
"565",0.285198106358444
"566",0.260578895008663
"567",0.270336670440074
"568",0.263293353827794
"569",0.268769943266799
"570",0.266027708778284
"571",0.265715869197248
"572",0.273585797041424
"573",0.264960157785553
"574",0.252196130242572
"575",0.274471077061339
"576",0.247224609784823
"577",0.270168714925535
"578",0.256818184324336
"579",0.259922798956939
"580",0.265824705332129
"581",0.271612734245143
"582",0.263940528352254
"583",0.26146940545257
"584",0.284129331242023
"585",0.267557674746913
"586",0.256567402215513
"587",0.263552179833783
"588",0.252076963889846
"589",0.258669841059009
"590",0.270408124028751
"591",0.255573869274785
"592",0.25057455981941
"593",0.259381299458428
"594",0.273792060037327
"595",0.279493003250995
"596",0.267701503808154
"597",0.281104665423123
"598",0.272409608687098
"599",0.25817645364221
"600",0.272501742898525
"601",0.259912883154654
"602",0.271045848040835
"603",0.281299248058226
"604",0.261659025858371
"605",0.273481652252863
"606",0.272601369499612
"607",0.264117917856981
"608",0.269136179898907
"609",0.262246172653882
"610",0.260466952779917
"611",0.256904494049354
"612",0.258708009912748
"613",0.264206555268871
"614",0.29162066538712
"615",0.268011409958304
"616",0.257206725855190
"617",0.271197686898587
"618",0.263282582510359
"619",0.262004683088546
"620",0.25790286832844
"621",0.270979591541244
"622",0.272494266937365
"623",0.279804308088746
"624",0.266637135307729
"625",0.249154342128887
"626",0.268683535897537
"627",0.285981871683433
"628",0.259092549916762
"629",0.260720605159195
"630",0.271544981784750
"631",0.273831041168297
"632",0.263734696198163
"633",0.250686540307511
"634",0.265844353074481
"635",0.266047061421095
"636",0.278898310475445
"637",0.262763447134262
"638",0.269361807975644
"639",0.267902018047708
"640",0.263930238278628
"641",0.254016533447147
"642",0.259781471710420
"643",0.286317034679227
"644",0.256768918444343
"645",0.276370920882138
"646",0.26750998410313
"647",0.25832701945129
"648",0.279002276006393
"649",0.269478681139223
"650",0.269652305124781
"651",0.269887222167155
"652",0.262178568764388
"653",0.261177453761445
"654",0.272000633491371
"655",0.252072421970525
"656",0.255560454981098
"657",0.266594870970268
"658",0.268811702546013
"659",0.261986303041351
"660",0.262831738108531
"661",0.263721694942454
"662",0.272716343409786
"663",0.262091045769743
"664",0.258017674348601
"665",0.269837529409169
"666",0.277914659050064
"667",0.255683782632787
"668",0.274645514905149
"669",0.265398895815066
"670",0.261362768851465
"671",0.273567673584859
"672",0.258011108865133
"673",0.267290577544345
"674",0.257774090354717
"675",0.265023240385282
"676",0.253039897658955
"677",0.267663064216472
"678",0.259552092853973
"679",0.266647013142686
"680",0.265917680282979
"681",0.264709029820791
"682",0.270675902649518
"683",0.26563878585988
"684",0.257828598249670
"685",0.266475312149419
"686",0.262075477382328
"687",0.259085850697568
"688",0.259763997948793
"689",0.257149897733126
"690",0.257213893027633
"691",0.285645828091681
"692",0.268627486356105
"693",0.252637699153219
"694",0.278077419817144
"695",0.272328947945561
"696",0.25817181969598
"697",0.261362913046211
"698",0.270452707916629
"699",0.259630998311891
"700",0.268128066166489
"701",0.259169353147273
"702",0.272246792676242
"703",0.268346239719251
"704",0.262951942704941
"705",0.268911922873657
"706",0.26268106310342
"707",0.270880677925486
"708",0.270335931945106
"709",0.258974210372394
"710",0.269679830087982
"711",0.270297239285096
"712",0.264259740350653
"713",0.255352478957688
"714",0.258186400126644
"715",0.259677509931918
"716",0.288207002515643
"717",0.277564616325417
"718",0.266955528326958
"719",0.272021655493799
"720",0.263709661670697
"721",0.256473395879467
"722",0.272435412932752
"723",0.271882634053556
"724",0.264178695890918
"725",0.261750111320189
"726",0.2666787463589
"727",0.255187071493190
"728",0.275222328754410
"729",0.262006077667810
"730",0.270118534831517
"731",0.278793441516288
"732",0.263880502676527
"733",0.273715689253717
"734",0.273157717708133
"735",0.275596246724771
"736",0.276982855292272
"737",0.269794905639003
"738",0.261828571129657
"739",0.260845676102316
"740",0.275668970016733
"741",0.260233168542678
"742",0.267044880469615
"743",0.255005537822442
"744",0.257227221892131
"745",0.263161713350059
"746",0.279083429891485
"747",0.257301431627766
"748",0.263281390541002
"749",0.263615197631952
"750",0.254339136623004
"751",0.262076294893627
"752",0.25711337823249
"753",0.257910431897119
"754",0.266414532382396
"755",0.254844083206861
"756",0.274740931006690
"757",0.271068100528429
"758",0.254558843670041
"759",0.262073363012335
"760",0.267179880333462
"761",0.274478092767952
"762",0.294037266126974
"763",0.271573963413206
"764",0.255372563225028
"765",0.284699494011439
"766",0.264967195919754
"767",0.273649946549254
"768",0.272306410501119
"769",0.249480217431467
"770",0.274025721691576
"771",0.259922396586292
"772",0.261633161130582
"773",0.25283080810999
"774",0.274553077333174
"775",0.268216221980565
"776",0.26336889994537
"777",0.275586421132694
"778",0.255702525931518
"779",0.262021469045369
"780",0.264428176970461
"781",0.252496289657489
"782",0.267990502912944
"783",0.252954755577844
"784",0.263324375135169
"785",0.261632856737097
"786",0.256661598618302
"787",0.252583606574835
"788",0.276507034152151
"789",0.263516290792286
"790",0.255984413272195
"791",0.261110817515845
"792",0.269165741590895
"793",0.303257055365202
"794",0.261489930037861
"795",0.262634050676825
"796",0.268585158195865
"797",0.266953711404352
"798",0.262445685894467
"799",0.261072208302912
"800",0.259700688840160
"801",0.260629250380603
"802",0.265072223818314
"803",0.270847283586012
"804",0.271679984792881
"805",0.268799934293261
"806",0.273665605326446
"807",0.255543626620899
"808",0.260597785305848
"809",0.263617751884216
"810",0.265380058999716
"811",0.255844851648573
"812",0.283220831629661
"813",0.266917832288491
"814",0.267912005878327
"815",0.267560770867364
"816",0.258996660842797
"817",0.267109105846458
