"","tpmapped"
"1",0.00341448110112855
"2",0.00588102161828711
"3",0.00470203742564427
"4",0.00371287685510366
"5",0.00421829834420615
"6",0.00503103018726237
"7",0.00434718326049822
"8",0.00455498622684206
"9",0.00303724345308013
"10",0.00488196658154191
"11",0.00469934311453774
"12",0.00596083182767269
"13",0.00389294392060288
"14",0.00290429914029058
"15",0.00364891983145235
"16",0.00540120486241055
"17",0.0043925734354881
"18",0.00513745166140085
"19",0.00607699148069311
"20",0.00468353252387599
"21",0.00430084794323072
"22",0.00600013095478272
"23",0.00458457561378714
"24",0.00300494612345540
"25",0.00456479332806803
"26",0.0047047205990653
"27",0.00467447662839131
"28",0.00565371433911363
"29",0.00441395888632223
"30",0.00338455577811724
"31",0.00450876426665495
"32",0.00409424657497573
"33",0.00368614036767112
"34",0.00411412844577428
"35",0.00426441885785080
"36",0.00597924357878614
"37",0.00501032538948099
"38",0.00393078470267147
"39",0.00392823604743935
"40",0.00625106601636919
"41",0.0049131169839189
"42",0.0041122864551511
"43",0.00460236901625752
"44",0.00532729080650441
"45",0.00431520504133907
"46",0.00469080660562021
"47",0.00480378117165771
"48",0.00486086460699627
"49",0.00405936704922726
"50",0.00402613391039446
"51",0.00368438324432954
"52",0.00269655907752229
"53",0.00394124454854856
"54",0.00573962018492755
"55",0.00588436469175714
"56",0.00558595375344657
"57",0.00535645203846636
"58",0.00385225967839819
"59",0.00347379979531182
"60",0.00444063510939851
"61",0.0038917653153088
"62",0.00360890259733705
"63",0.00378653623023312
"64",0.004495751432179
"65",0.00539763509621275
"66",0.0047724884367971
"67",0.00462625200086543
"68",0.00354840902998705
"69",0.00423162081175161
"70",0.00419588997014881
"71",0.00456272938163629
"72",0.00497430394886707
"73",0.00498322997728514
"74",0.00408039305115599
"75",0.00474215503094965
"76",0.00641792317340851
"77",0.00480455944125853
"78",0.00344187967313684
"79",0.00475549577560302
"80",0.0054209656023585
"81",0.00660762566311007
"82",0.00413757189067883
"83",0.00422234171542168
"84",0.00667483230456675
"85",0.00704250041787199
"86",0.00493480611804087
"87",0.00563563201286525
"88",0.00640914043367316
"89",0.00570564032210925
"90",0.00460140572147253
"91",0.00444506113368995
"92",0.00459156571527414
"93",0.00371048862628483
"94",0.00557339853060067
"95",0.00667743593347844
"96",0.00340567710475381
"97",0.00406424386206145
"98",0.0042673395127046
"99",0.00463773991846145
"100",0.00462163521795165
"101",0.00429785652766645
"102",0.00378837894991925
"103",0.00400492765775461
"104",0.00533681237635505
"105",0.00401847665256457
"106",0.00497939749959736
"107",0.00341430675389519
"108",0.00405200405425516
"109",0.00614618761995531
"110",0.00493091702182159
"111",0.00390847621691312
"112",0.00447639229266794
"113",0.00327649366558915
"114",0.00694061629935955
"115",0.00622080777069329
"116",0.00425106084978921
"117",0.00397065084562157
"118",0.00574939607202585
"119",0.00304387961610485
"120",0.00348223198758955
"121",0.00509722829915734
"122",0.00582090413828514
"123",0.00385647922939182
"124",0.00565892186396078
"125",0.00480602887348913
"126",0.00469972760230106
"127",0.00584361244526959
"128",0.00547333433120396
"129",0.00213944484997134
"130",0.0034270934656107
"131",0.00521240688952254
"132",0.00430470082037222
"133",0.00567198812816791
"134",0.00474367764023951
"135",0.00599560890444952
"136",0.00398230133860689
"137",0.0057062403843637
"138",0.00412993703063952
"139",0.00553774762840108
"140",0.00452864502647433
"141",0.00388330095990827
"142",0.0097315601240438
"143",0.00507112864793146
"144",0.00526749192656904
"145",0.0043019833394267
"146",0.00459819000411316
"147",0.00392004411927894
"148",0.0038261410030009
"149",0.00333413268992629
"150",0.00505829502654756
"151",0.00493922720031294
"152",0.00554703375880035
"153",0.0079781645693439
"154",0.00322575442564806
"155",0.00567313420357476
"156",0.00505438760977496
"157",0.00358763529481345
"158",0.00500928720004343
"159",0.00497426553588117
"160",0.00439390941690381
"161",0.00580455751372742
"162",0.00449201567611309
"163",0.0036501535269809
"164",0.00348670643135359
"165",0.00452258574197055
"166",0.00569527776101892
"167",0.00504494820540605
"168",0.00504039915072721
"169",0.00430918178236556
"170",0.00469418168812849
"171",0.00383507362644773
"172",0.00685172449955423
"173",0.00483757959717136
"174",0.00467150376041734
"175",0.0071043082510198
"176",0.00382267653691382
"177",0.00465501082644676
"178",0.00405390823972308
"179",0.00417574644053397
"180",0.00547521310286447
"181",0.00460627663631587
"182",0.00400712200960024
"183",0.00347040048721143
"184",0.00463682747786928
"185",0.00474597595274556
"186",0.00580321519628157
"187",0.00715076964485882
"188",0.00469589814618153
"189",0.00500603036385771
"190",0.00429784862089384
"191",0.00643200008923848
"192",0.00413888387440579
"193",0.00363116186198674
"194",0.00373143173760333
"195",0.0042025833419127
"196",0.00408233555461852
"197",0.00454768980414318
"198",0.00354102683884926
"199",0.00470301821908388
"200",0.00551712512173012
"201",0.00410273680549125
"202",0.00448003074449425
"203",0.00329531129666003
"204",0.00480959097293356
"205",0.00415477000904967
"206",0.00490722818879518
"207",0.00556032995728587
"208",0.00474740892538038
"209",0.0040495386780149
"210",0.00325602276062318
"211",0.00348308618895614
"212",0.00387906323481927
"213",0.0045724747566223
"214",0.00402241947633083
"215",0.00417488018369847
"216",0.00515769515000823
"217",0.00585790288776806
"218",0.00424219024168687
"219",0.0046888000220796
"220",0.00446319009288746
"221",0.00559951235596661
"222",0.00447862746735861
"223",0.00463702132386854
"224",0.00610197613220202
"225",0.00491471503144886
"226",0.00499457225402664
"227",0.0053811513140931
"228",0.00691344472298104
"229",0.00557873868872709
"230",0.00387826297283511
"231",0.00391805263658971
"232",0.00461969218737256
"233",0.00634108447459453
"234",0.00439824841696428
"235",0.00567532012472562
"236",0.00526389358257105
"237",0.00453901755195053
"238",0.00535422615234887
"239",0.00514979916387639
"240",0.0026077008835669
"241",0.0055302204036034
"242",0.00467144062127875
"243",0.00399007196232701
"244",0.00465323163745612
"245",0.00569377866087918
"246",0.00469932168774296
"247",0.00562674017209201
"248",0.00342138978554715
"249",0.00365572828446196
"250",0.00531713358487308
"251",0.00558347844089926
"252",0.00530380346602118
"253",0.00488429507782837
"254",0.00353475543598209
"255",0.00511123888562672
"256",0.00500149176353356
"257",0.00391439439996163
"258",0.00471991779895934
"259",0.00475299831257688
"260",0.00639963482648725
"261",0.00386458078885736
"262",0.00469337171432836
"263",0.00380629583150311
"264",0.00483661380237936
"265",0.00405425768656344
"266",0.00509029647964255
"267",0.00489495444872356
"268",0.00408298429973235
"269",0.00604209609621233
"270",0.00432579709204728
"271",0.00522323365516
"272",0.00460372641767893
"273",0.00508972720068697
"274",0.00565876770923205
"275",0.0042488036324055
"276",0.00532951768405973
"277",0.00346657204647623
"278",0.00432567809296609
"279",0.00561851535002527
"280",0.00500841364568283
"281",0.00672136708370377
"282",0.0027803226499775
"283",0.00426513464157478
"284",0.00625443857957206
"285",0.00460070633304877
"286",0.00512717170968862
"287",0.00329969816727446
"288",0.00414089091320056
"289",0.00451640064972439
"290",0.00562409199538033
"291",0.00341442362939216
"292",0.00288900415627261
"293",0.00390049626947374
"294",0.0040389372974566
"295",0.00395682934260659
"296",0.00528080180476263
"297",0.0049774376910888
"298",0.0050251226269891
"299",0.00658527319941231
"300",0.00493860965165912
"301",0.00472506328916199
"302",0.00341341301048675
"303",0.00455910493581258
"304",0.00562814604128022
"305",0.00437900306434323
"306",0.00485226925960229
"307",0.00420132331819096
"308",0.00696770408773988
"309",0.00559833803376014
"310",0.0050599776083333
"311",0.00424022021642453
"312",0.00423161452747626
"313",0.00485325774552572
"314",0.00550229224974248
"315",0.00422299495086031
"316",0.00681668359660989
"317",0.00394013690631014
"318",0.00538843569585892
"319",0.00449369122775055
"320",0.00553773900512688
"321",0.00320475019434032
"322",0.00596293596896237
"323",0.00476339803424589
"324",0.00560677582059305
"325",0.00375067690018675
"326",0.00486730574355527
"327",0.00443188763722147
"328",0.00426022054819526
"329",0.00580512685655324
"330",0.00476359557145901
"331",0.00443762839711998
"332",0.00385949935948048
"333",0.00869277742969217
"334",0.00541121412310307
"335",0.00427954346550202
"336",0.00444796921290572
"337",0.00395633900468836
"338",0.00536483715501584
"339",0.00506238962666609
"340",0.00612928160307481
"341",0.0057123741903334
"342",0.00655769093342913
"343",0.00405055703473144
"344",0.0045488115591328
"345",0.00567146235900676
"346",0.00464970964633744
"347",0.00455427631260752
"348",0.00448186181405947
"349",0.00510311394875322
"350",0.00772954015770566
"351",0.00366246956996636
"352",0.00462335673738992
"353",0.00500456020917234
"354",0.00586945329941146
"355",0.00494973754443347
"356",0.0056802448342547
"357",0.00530801740642052
"358",0.00488445739585415
"359",0.00398516439006863
"360",0.0059119808872214
"361",0.00459483114409422
"362",0.00488524676211593
"363",0.00509090352909842
"364",0.00429375745559079
"365",0.00609509162234883
"366",0.00431365957855394
"367",0.00423873175800572
"368",0.00606674979557533
"369",0.0045455147881812
"370",0.00379851385986777
"371",0.005585270992774
"372",0.00493388926173798
"373",0.00560854857387342
"374",0.00370590694296573
"375",0.00345982755722001
"376",0.00407693505696073
"377",0.00505858378032395
"378",0.00451198853599554
"379",0.00359776595625829
"380",0.00353857013091512
"381",0.00471140035864094
"382",0.00506670895974924
"383",0.00404926686985788
"384",0.00376757534832039
"385",0.00536746474879137
"386",0.00562039469007678
"387",0.00379339253199573
"388",0.00347240236698656
"389",0.00460072298516796
"390",0.00438519356012227
"391",0.00475454310441984
"392",0.00635839071620178
"393",0.00511234352808029
"394",0.00571187832145344
"395",0.00322084880889788
"396",0.0055433768067019
"397",0.00442767631074977
"398",0.00507669479832361
"399",0.00409164300437345
"400",0.00655632665257208
"401",0.00494638647863428
"402",0.00411073966353872
"403",0.00448724845435513
"404",0.00457089467363989
"405",0.00434845250189274
"406",0.00568965488980794
"407",0.00509737795182026
"408",0.00444389318470851
"409",0.00536252380508812
"410",0.0047999230042756
"411",0.00374500170086741
"412",0.00585590413452074
"413",0.00441371728603858
"414",0.00558798296607804
"415",0.00540501405918918
"416",0.00513494376061833
"417",0.00476550407858723
"418",0.00589297572520823
"419",0.00531037796472
"420",0.00370622761618008
"421",0.00553755265115711
"422",0.00470417309460095
"423",0.00388470908395567
"424",0.00522360494407597
"425",0.00361142371754305
"426",0.00442090138231843
"427",0.00554512816083736
"428",0.00415515623577005
"429",0.00767400252660859
"430",0.00524149978675126
"431",0.00432924697775257
"432",0.00543039225656813
"433",0.00391185716206457
"434",0.00427935984375114
"435",0.00395060903785562
"436",0.00471194302662445
"437",0.00492657123382651
"438",0.0059384617165255
"439",0.00514305944027787
"440",0.00407186087751224
"441",0.00349960516779003
"442",0.00485183685223965
"443",0.00419508974932178
"444",0.00430545500665434
"445",0.00582197089293141
"446",0.00462085143444437
"447",0.00439244109834009
"448",0.00358634758390294
"449",0.00554594535727368
"450",0.00429179748663929
"451",0.00495939650487718
"452",0.00608003119298823
"453",0.00468820354725166
"454",0.00634120995294073
"455",0.00642774122542117
"456",0.00398254500054653
"457",0.00372159566012266
"458",0.00441320204032831
"459",0.00522978586813466
"460",0.00436963766362626
"461",0.00534433484752993
"462",0.005740292833055
"463",0.00456146810232496
"464",0.00401398366450056
"465",0.00381772972281308
"466",0.00481341403071046
"467",0.00432902265774075
"468",0.00480343304780267
"469",0.00494133591863646
"470",0.00433803846094208
"471",0.00508756516962067
"472",0.00461821944464273
"473",0.00489601908497711
"474",0.00594101020652192
"475",0.00559927066143457
"476",0.00468426433967695
"477",0.00460551243819695
"478",0.00483305168251319
"479",0.0049598077386469
"480",0.00475417352004109
"481",0.00375827202249012
"482",0.00346869358032037
"483",0.00701616688365345
"484",0.00527566547544094
"485",0.00465071099138812
"486",0.00313525174401574
"487",0.00760093502928267
"488",0.00499056314549455
"489",0.00461301645051777
"490",0.00408838780458664
"491",0.00332666328324788
"492",0.00274984474561454
"493",0.00452004547712337
"494",0.0050269805204996
"495",0.00564091997553473
"496",0.00500488003591392
"497",0.00282071655164964
"498",0.00720598107904426
"499",0.00352504007062834
"500",0.00553621110313234
"501",0.00446672938432976
"502",0.00411060391309544
"503",0.00351292187114150
"504",0.00523281094898804
"505",0.00506330385630509
"506",0.00418694997976504
"507",0.00726964306851396
"508",0.00419692119483783
"509",0.00684371513846643
"510",0.00396255849477027
"511",0.0040596908790681
"512",0.0060370356722779
"513",0.00594637855621522
"514",0.00624526076512586
"515",0.00675100621418368
"516",0.00527081317591827
"517",0.00418296601854933
"518",0.0040906079116525
"519",0.00465415466284886
"520",0.00633200450333729
"521",0.00464587103020727
"522",0.00432749870300091
"523",0.0079723515888016
"524",0.00592805357031073
"525",0.0056077443416241
"526",0.00549055091687584
"527",0.00396801169744488
"528",0.00583133318364829
"529",0.0043501143153771
