"","mapped","soap"
"1",0.00315160243695210,0.00295344801329067
"2",0.00338971857179592,0.00401641988722445
"3",0.00453711586691953,0.00460758834250281
"4",0.00399083778829219,0.00276350211761011
"5",0.00354134975409763,0.00422655449577405
"6",0.00628482143500708,0.00513462700758285
"7",0.00367497921642886,0.00278296311453111
"8",0.00414918628057084,0.00352960024349522
"9",0.00536726671543511,0.00485819715315009
"10",0.00271409492007828,0.00186593182160434
"11",0.00401458896244926,0.00291134803846712
"12",0.00470393354110121,0.00443069861879271
"13",0.00453754588443867,0.00233583917104803
"14",0.0033371853891447,0.00275411981186832
"15",0.00419274099213269,0.00330655533586794
"16",0.00410833872527127,0.00380060268850938
"17",0.00341390029142678,0.00464521019203928
"18",0.00441878391691885,0.00425541080815826
"19",0.00391615099865764,0.00273822213294074
"20",0.00355571810800978,0.00281986368031401
"21",0.00290374410717625,0.00542123791520976
"22",0.00312755289179953,0.00283981859933820
"23",0.00417828379245505,0.00446242788948913
"24",0.0042932036345496,0.00410568963678392
"25",0.00445247848176836,0.00412919738327557
"26",0.00395145662450308,0.00400908621613246
"27",0.00270705283996641,0.00274172105906267
"28",0.00430842149265073,0.00671378251785196
"29",0.00339286623168189,0.00302620468659503
"30",0.00432679357086222,0.00306005551102058
"31",0.00384079688613762,0.00273051274844929
"32",0.00326558880372948,0.00311878280354602
"33",0.00739847937278174,0.00633403279128454
"34",0.00428467263176634,0.00440875286620478
"35",0.00413788132438129,0.00285082578244695
"36",0.00335051543157196,0.00498313893360602
"37",0.00249852480246121,0.00260476512441748
"38",0.00349850250548147,0.00387465715292112
"39",0.00311363544067713,0.00278738079578136
"40",0.00393616780137809,0.00272147929766514
"41",0.00515414640168235,0.0120969764940030
"42",0.00318173007089816,0.00300717552939409
"43",0.00268089850489657,0.00328422742257029
"44",0.00470613779396177,0.00340920554253342
"45",0.00386907634814244,0.00474015709818524
"46",0.00471287656268174,0.00611613792862476
"47",0.00516306902075955,0.00345270164606580
"48",0.00314563697653273,0.0036264034260716
"49",0.00305703094899016,0.00261476912091438
"50",0.00810312218440818,0.00478530291235487
"51",0.0045118201453956,0.00548775212492622
"52",0.00372532505782827,0.00346742810443796
"53",0.00719994282448618,0.00511031740380697
"54",0.00469797682536268,0.00412611772315336
"55",0.00546177739617502,0.00530415237926606
"56",0.00719309849141184,0.00339736845330833
"57",0.00304182397969503,0.0032740926417035
"58",0.00423571789336318,0.00385276239028288
"59",0.00287978969973248,0.00429744076735553
"60",0.00413287344386767,0.00424571746715182
"61",0.00460866186960329,0.00732312290060709
"62",0.00406207970844129,0.00306882266014627
"63",0.00567353126668386,0.00324830855985808
"64",0.00473570700541609,0.00335014169727433
"65",0.00284511857823754,0.00330337576488138
"66",0.00314464440005829,0.00321538018962376
"67",0.00703155135163735,0.00513107735821773
"68",0.00344326837724212,0.00347288253593956
"69",0.00336040655576098,0.00255843939945457
"70",0.00340624325954445,0.00229357616180276
"71",0.00336583595738917,0.00316408160769268
"72",0.0064638554471662,0.00391953622776946
"73",0.00362380629581700,0.00336754542922770
"74",0.00395104037709274,0.00426762803999034
"75",0.00300412128994839,0.0041059468780616
"76",0.00406378273184799,0.00376067509214209
"77",0.00377936014848377,0.00207916164975946
"78",0.00424779971585447,0.00482112993809996
"79",0.00439899961746991,0.00490036028486495
"80",0.00628335474296016,0.00275231621523141
"81",0.00334001893339226,0.00312922381013319
"82",0.00446945153759414,0.00376792546215617
"83",0.0031991988126034,0.00479446830710344
"84",0.00336192599000956,0.00218157936450204
"85",0.00436973132768948,0.00567838337061098
"86",0.00409773298473705,0.00246560554899062
"87",0.00447981709537127,0.00276077944586444
"88",0.00312234969655935,0.00338005262855512
"89",0.0050537147347906,0.00501845689790539
"90",0.00392476683039291,0.00301208760719959
"91",0.00384786903028915,0.00453978409222998
"92",0.00375466812450953,0.00543646976820011
"93",0.00348306720463636,0.00372854532399948
"94",0.00336703290048992,0.00261140344669501
"95",0.0036065162693082,0.00342715145523717
"96",0.00405877337937196,0.00341483156824165
