"","tprs","mds+tp","mds+cr","mds+tp 3D","mds+tp+adj","soap","duchon"
"1",0.0679128704050654,0.0642532222134837,0.0641238275642524,0.0564926204442046,0.0598207029335067,0.0663732186601158,0.0558301184601045
"2",0.0614941873619985,0.0721769197992172,0.0528455120128082,0.0624123888384062,0.0634544356678738,0.0616633215096976,0.0575306509208789
"3",0.078082968927856,0.0696871787854683,0.0500108809061594,0.0517480089691862,0.0570987157529372,0.066878195774324,0.0403683238913533
"4",0.0846031089366443,0.0878187677804608,0.064791859137379,0.064623953323259,0.0710956027726583,0.078784590603397,0.0639984818793347
"5",0.0924027587774629,0.0738557738189832,0.0578496523585776,0.057637312338132,0.0588162795456437,0.080671303186464,0.0649034367274272
"6",0.0899237985251616,0.0754969451081819,0.0841986620484361,0.0589791478868272,0.0574127401533328,0.0642034648780924,0.0626003599114627
"7",0.0893965332570877,0.0934705304655328,0.0639813987539965,0.0620297864373065,0.0705370141413151,0.0791998378594364,0.0570396231910385
"8",0.118663524377797,0.066513601412869,0.0611530522938812,0.0587025669196664,0.0602433521606714,0.0579569848428183,0.053101715374177
"9",0.143201756980862,0.0650271420425185,0.0480093056483749,0.0428893514380976,0.0482223438218571,0.0684577284279226,0.0402224487860958
"10",0.0899275640631329,0.0780468931342342,0.06769980924385,0.061564663516101,0.0641223611767278,0.0710820877524532,0.0593334585864173
"11",0.0712703747048833,0.0761463573637539,0.057834140175224,0.056378031012989,0.0588530091815812,0.066467385534733,0.0549343874408926
"12",0.0626042865564174,0.0645277197029561,0.0553488461177614,0.0479137627310875,0.0548978362700967,0.0702644730203181,0.0479837851683151
"13",0.073364914372046,0.0751776542445379,0.060832504249409,0.0626315013463277,0.0615764338932972,0.0745107114980659,0.0591621626615896
"14",0.0778280346539916,0.0566274433137468,0.0558819688945004,0.050576372179516,0.0488146220950673,0.0552195136038864,0.0449030689210933
"15",0.0800139703195304,0.0658270408210313,0.0538076878893307,0.0539578489326282,0.0582128365402299,0.0589184628873433,0.0546886382833597
"16",0.0795819507034885,0.0684299248794902,0.0533928094696218,0.0513712172672738,0.0546284547450615,0.0705152955327027,0.0527578249314918
"17",0.0620870598399933,0.0633746655283973,0.0560781453753335,0.0550978088514745,0.0566330349404188,0.0553655974749647,0.0580203395012637
"18",0.0706172859962591,0.064152523622435,0.0670758290709262,0.0538459075958757,0.0578540979374287,0.0675128818898545,0.0490945981530529
"19",0.0989319251819416,0.0587539655775842,0.0707275861235985,0.0550556596230006,0.0574137391014916,0.0521830814848672,0.048233895708262
"20",0.061715284636673,0.0561272750420251,0.0543837805643937,0.0497302514391203,0.0524166948656212,0.0598607571473976,0.0473037979522263
"21",0.0757721287076774,0.0667732491381938,0.0702883946516945,0.0525588589828208,0.054321132957697,0.0623553449454647,0.0506406092282652
"22",0.071575429413974,0.0727876750104781,0.0633337467458616,0.0651416471902975,0.0617434582931444,0.0648550102576211,0.0469482280796467
"23",0.107179170944709,0.064329525031814,0.060790430590955,0.0600421825917448,0.0544749903134437,0.0659926253127245,0.0533270172446746
"24",0.0604925251064879,0.0574993334873305,0.051320304031751,0.0518420634688194,0.0537096689981156,0.0585243161211147,0.0500614504831013
"25",0.104544364062218,0.0710244886989455,0.0625311759424553,0.0560948321956242,0.0582696173721106,0.0670968339753597,0.0579099428540677
"26",0.0746714223854632,0.0570504274824302,0.0615291575898768,0.0532235472202913,0.0527941149938912,0.0620479906961342,0.0462577861218151
"27",0.0576723517729236,0.0621844763392911,0.057569630142513,0.049244250552308,0.0520559048868547,0.0602240443778313,0.0457989335956788
"28",0.0718223406259763,0.063034112722533,0.0454560951027745,0.0439071381423244,0.0494460267289661,0.0573533667334152,0.0424261250196086
"29",0.0844245647925953,0.0702748596331262,0.0522291199473474,0.0429583198199361,0.0468107497101982,0.0816656134706044,0.0399182567482686
"30",0.0810181180673698,0.0636250085193529,0.0464861459460095,0.0480509674422859,0.0526451545213515,0.0719132628060717,0.0603538650684681
"31",0.0498138066452332,0.080727758203096,0.0459132500021759,0.0446786075035734,0.0515756797395158,0.0743701219902139,0.0467391677300475
"32",0.073030508993395,0.0717019101045361,0.0624631806851255,0.0625252877934334,0.0615895750901541,0.0681011535186671,0.06263698294364
"33",0.0870129659554619,0.0661260575367336,0.0496777929459956,0.0565178385251927,0.0620181514745924,0.062297316551779,0.0570491766854287
"34",0.0808353238530305,0.05865357634215,0.0464409087018148,0.0549358332781663,0.0549378788784418,0.0571665356559714,0.0428831743294834
"35",0.0921322188305733,0.0845528410551752,0.0667946793243347,0.0606309919868143,0.0685590823577969,0.0749152340615861,0.0597994176447817
"36",0.0550369650110588,0.0605471693683486,0.0489785169155586,0.0483321840496701,0.0489719566833888,0.0547246005784868,0.0484776737212541
"37",0.0771850279952627,0.0712036123919681,0.074846888978731,0.0579225816847842,0.0616661393047036,0.0654468146646805,0.0709417030804806
