"","tprs","mds+tp","mds+cr","mds+tp 3D","mds+tp+adj","soap","duchon"
"1",46.2834132022748,40.1304583427372,39.3857252921114,35.3715867013563,34.3962926434799,49.1904394090443,28.723833074211
"2",42.2812129759518,27.0078263447127,27.6408984027866,27.4632137218829,27.7449636292943,34.2916596972152,21.7452212601971
"3",40.8207612510733,32.4760691282849,32.1019392037009,30.8244308445497,30.3511300378263,31.8565530055843,23.5422152042843
"4",44.6088431681033,27.3297861852823,27.0533048604713,28.6347134798810,27.5448915003541,31.6623088760352,35.1460517051237
"5",39.9177649308168,28.6000012048274,33.76157235876,30.3151441330263,34.0957143332736,39.3585963749941,29.61483732705
"6",41.7612327101332,31.4614555380412,26.7731231309060,25.3022858956932,26.0937333016091,40.6597796745164,21.0603345260234
"7",41.3190262567713,34.5739516810765,28.6208926680897,23.2560318751136,25.7763385527710,43.9550293822936,23.6522466006707
"8",32.5989155642697,27.6402915509808,28.5040746608274,26.9718017063524,27.1520545789122,41.8319880889564,22.4210699399597
"9",30.9939881372213,14.8464751847092,14.8205466463319,15.1599950815527,16.7999108535486,26.8616040837624,17.5076668604279
"10",46.3922728096353,24.6807805316159,29.6159270716923,29.1004229732358,30.0130159629539,36.2207198758215,24.9716982731521
"11",45.9371790939466,42.2659384250979,32.7109112762535,30.9402767100478,34.7326256003928,38.4299387968628,29.4040661689372
"12",46.9001718055129,36.6082074659798,28.9583693812744,28.9095997897139,31.0604365639227,44.5622636549839,28.1363936687355
"13",61.4703437205938,48.9578382378257,31.5576686874672,39.1412743011755,46.4765217876603,49.5617455869354,34.4685519614322
"14",44.9617603964576,43.9006584677069,40.2253283833546,38.8911805483017,39.6926596506916,51.1947741123448,37.4530805314219
"15",41.9450094452751,22.7829188923448,27.2064524715786,24.2000164754968,26.2883637199042,39.1953874176262,27.1558283469334
"16",43.6031893059942,22.9632800908063,24.1195933959004,26.7322489223979,25.7017208891627,30.9877646260626,28.8280226900051
"17",41.4602531215649,27.5656085457533,32.8080517917393,26.2936782085938,28.3500374355853,38.5981872469045,24.5273592246952
"18",68.3914339625057,37.9017277460073,48.4532009686993,62.5830794001415,60.0395248211445,48.3101512401825,54.699035551963
"19",46.6233296103475,29.9875784441764,37.4865481598818,30.8705924764054,33.1900988608835,39.6335430672355,28.6787231708616
