"","tprs","mds+tp","mds+cr","mds+tp 3D","mds+tp+adj","soap","duchon"
"1",80.392285586637,78.9590614746166,49.5590421208107,54.0457764917757,54.2077323163622,72.3217109473553,48.8548169850829
"2",78.7128063251555,75.7047827100494,49.8408119287216,49.0289367206792,51.9047771260657,67.3493544813104,43.6364548919548
"3",67.8508477035452,74.846032306733,49.7717414871242,51.6146719651429,54.6078137218958,68.4479693437865,49.0164944272713
"4",80.5971939792423,58.4516004179672,46.8251282251814,49.6094331912612,46.7507023936404,55.9237634787687,53.3135918991314
"5",72.2015538915436,76.7129977934853,51.0429227112279,54.5783072942102,56.1597011379739,64.8358958532023,45.6273588766498
"6",70.5579581573589,82.6253697952231,61.3512457033497,57.5380086898775,61.3719578863279,75.296921379595,45.0004564257444
"7",69.645981575472,73.9093605338314,44.8005742307631,52.606928496189,50.4448098361026,71.5314319809484,49.5058664880186
"8",62.7905661080732,85.5747296236428,49.6746078345188,52.3870390363313,51.2220964185777,69.6557217172558,47.6238374240522
"9",63.6717422419379,92.7563554135935,54.1844067783919,61.6186147834795,54.1682372835025,77.692365302246,44.8185194983053
"10",71.5690564284103,81.7402178059732,47.6791381080183,58.5615615794284,62.934524013929,77.9634723303481,49.1762950416587
"11",83.6373956700844,78.4808082017998,55.8704715957213,62.9700028732725,66.8570146905326,71.8953464253646,57.4894985617584
"12",78.6687056449128,76.007776304547,56.9812687519369,59.3981901338641,56.2083163248923,69.1199765305579,54.8829154716813
"13",84.4570994338964,81.5828424748128,52.0185227313898,66.1818344917944,66.9927292884908,73.8987522280119,53.2217915796475
"14",74.144590354375,87.7093619809851,61.6510864528124,67.7665066039499,71.6878094964217,77.170898458263,63.3911267458807
"15",68.9378022325019,92.988369926243,53.5231906306603,50.6352966495005,56.1497279071341,83.3614058754818,44.1826588332447
"16",71.8903768496758,81.7326404152456,50.7006617038307,61.0386713385854,66.5654972533074,72.7554222081237,50.7427159156389
"17",83.0059794885945,77.1598093979017,54.2814082302937,58.4523261166231,62.1810159996589,69.9841498219198,44.8784113710519
"18",92.1179384401325,83.8032883109935,61.1727451213795,84.2400310190899,84.4549480482571,64.1153107249651,69.0525345526146
"19",74.3164887755966,95.0746186348453,55.7714057368462,54.8385056272408,59.0205920836653,80.1003620617403,50.4397056118994
"20",73.1200538019926,74.4286273453807,45.8026732275855,55.90010309679,51.9889729800972,63.2845832790108,55.631290742002
"21",76.7352986052556,84.1732358647014,67.013034672075,66.2217893255304,65.872354433806,79.9403891240794,62.3438247318636
"22",83.1717108614126,80.6584710366197,59.1598985815848,81.6040669791797,81.6758324354423,73.1658791065332,62.2022866035911
"23",76.917296133446,76.7304117577423,47.819448031307,58.1270955657292,62.7001940043285,71.6077012789349,52.6948997777713
"24",85.2158065956678,91.0880014934035,55.0555774747226,76.8842719439143,88.7503374253374,86.4813524869021,65.9669090933309
"25",74.556925608183,77.3068481396704,50.219056614305,59.826303297203,58.9766384619436,67.7583778965716,53.9961458992803
"26",71.6916039566728,77.4559051465218,43.1691462342629,48.4564116346335,54.3024886851161,68.6093741663821,48.8102060578235
"27",89.9510532735488,94.744167163496,60.229930419426,72.1460314802091,74.026451030966,84.5260892386576,52.969157639003
"28",82.7988499540639,92.0817550942195,51.707702374331,73.5694555394876,69.7451711946632,83.2225295610032,62.6019923663065
"29",77.6382597579284,98.0360016427704,55.6899171656442,66.8976504565463,71.5724961935278,88.7817281084582,64.4057039709673
"30",70.4935101756522,84.547668691941,51.9627563061697,62.4023328879152,66.3227124509513,74.7968567004444,52.5622080054092
"31",78.3684992364147,59.5165224836064,46.1258826270524,53.8363465685789,54.0689790796528,59.2329015891196,47.5420433697391
"32",78.957643517776,83.9518526709204,52.27573571897,63.4979765607553,61.406885809465,69.4535114839987,57.1803851469702
"33",78.8172209017808,69.1555635783686,50.1898216743672,53.7806846948791,55.2030195679459,62.4426624177757,51.4859450070076
"34",74.8175143071062,73.3291449139566,46.1858241209348,41.8373871658362,44.7783774001916,73.5177419020557,48.5116994402495
"35",75.8868371765016,73.5577892619471,45.6298652877243,53.6725150223755,52.2525230535506,67.6594476047828,47.9797552690469
"36",79.0865504687117,80.6486043578057,49.8474071826187,61.1962634847398,61.3590977064204,74.6550287470468,50.5903156955892
"37",79.258603811109,74.9334838275394,52.3880163297982,58.9473568530806,61.3998991357886,64.3339196089815,64.5152567625214
