"","mds","duchon","soap","tprs"
"1",1.12280678502915,1.14503961834211,1.57366105580526,2.78826363707676
"2",3.2182148326246,3.39815337996561,3.28031499259776,4.34633249082005
"3",1.08720234938405,2.11566941267636,2.28399645102251,2.12746541245008
"4",1.20895132699586,1.30614681226325,1.0103425614247,3.20736940112101
"5",0.668369711477162,0.813887939778942,0.348906700918833,1.63813055285501
"6",2.88798519106431,3.10899225905045,3.02966325892744,3.49230789327941
"7",5.199317481337,4.59485595434229,8.19793292519926,3.32901334853447
"8",2.55963389823012,5.86465171255638,3.72712237101353,5.59139585096809
"9",1.85643899133614,1.98834220438165,3.26458334511109,3.59014094657709
"10",3.21361184561844,4.79592533957599,6.42729938002802,3.72120563612943
"11",0.872613240537175,1.26944383898843,0.335069463039538,2.51883756670301
"12",0.755622170467195,2.62092576328511,3.0351744187619,3.48447064949539
"13",1.02189248021539,3.07612413922078,3.11450438073773,1.97707049250658
"14",0.366060426492588,1.68729584553085,5.46155657476751,2.79381654079591
"15",0.922118128405245,0.950390310558688,0.416870924566449,1.45819285443891
"16",2.06595961454223,2.16233568113126,1.58532317574142,3.58986739406681
"17",4.43722528005248,5.47748746413759,3.88874248248468,5.41471670833053
"18",3.13257953248535,3.16046193722233,1.58421389591777,4.41651879467624
"19",4.35452240803794,3.89446088322807,8.1566320362903,4.51206178499605
"20",2.82695637442349,2.80274037164799,1.69618872156091,3.09154375874996
"21",0.655748601460228,0.804484280825733,0.350104232288402,2.46461263422532
"22",1.15907696495641,1.59882294906739,1.26440326254175,1.57130364600819
"23",13.8100763960786,2.82771596888919,1.72026634157866,1.97493078150053
"24",2.20690922688291,2.65686587324874,1.37923727619355,4.1356904627372
"25",5.25800146070211,7.03812069269655,4.07036517313326,3.80800374142328
"26",1.67151209090031,1.76789675596389,0.747275630448862,3.40424373915948
"27",0.265487402941941,0.607372948038115,0.547251651699611,1.98481771703226
"28",0.365297358047673,0.402803623691785,1.01994579816602,1.4300174373397
"29",2.21808246274138,2.44578655761216,8.06346057584016,3.73457458928133
"30",0.211259481350543,0.398049289043618,1.00770686425943,1.86730341530753
"31",1.18111827118946,1.18451962209484,1.95758287701688,2.85070636094049
"32",8.84746776594618,9.14885865828046,6.53791092410919,7.97573144420604
"33",3.10590864097855,2.87726892000860,2.76503116694883,3.75802990335911
"34",3.1625900688538,3.15593674791241,1.76761616120416,3.58037420575840
"35",0.293720641583857,0.463849212091234,6.63103719037623,2.17624624174315
"36",9.8021806092327,9.8199990771531,11.2768099427469,12.1068271853625
"37",1.01758084871779,1.23898724227367,3.25742036991521,2.14285042101037
"38",1.05552805947421,2.88217173293973,1.43552732640448,3.01690085123416
"39",0.404816066593754,0.720416005303074,0.544197861149982,1.79129411647746
"40",1.79920183597487,3.35555499412678,4.60090500974152,4.40099297112795
"41",0.190934001442753,0.41242196788873,0.295555294143454,2.1212637428515
"42",2.89786855194026,5.09284660589085,3.80502157860244,5.54774309596737
"43",6.03026186009704,6.0601243003468,4.94108929302995,8.3451023404577
"44",0.883694325514935,0.88683577308865,1.90033280220132,2.64251657414219
"45",1.44718716764881,1.57618592527921,1.72792305157931,2.21245247903599
"46",1.29958194362016,1.29703568904338,2.09498510372667,2.22305678292556
"47",4.0613514700398,4.01484596258773,3.22101457433827,4.30661908951279
"48",2.70839584442360,0.464718438816502,1.01208997259617,2.12833135417508
"49",0.435326476571044,0.507568364771053,0.160874669086591,1.95231136497863
"50",1.12430037884281,1.11866563516536,1.3059837693356,2.26844299591837
"51",2.71999856996258,3.17834996641469,2.97591092241901,3.42154922303866
"52",1.56856601543616,2.40605406682227,4.0035387917068,2.38304305947394
"53",2.29118635234671,3.90672596395189,2.55311114320881,4.57778924562757
"54",0.216186853095726,0.276631240577385,0.291685524000208,1.59086935461670
"55",2.40654011094372,1.16102464763888,0.869327891204701,1.81151047049448
"56",8.83467298074004,0.516327720538307,1.30458428898932,2.27440826300560
"57",0.489168261828391,0.57493405571041,0.380275344799763,1.99209482807660
"58",1.70897154979999,2.23845401340381,2.17913957038098,2.51191910917673
"59",1.44358772678703,3.37875201625292,1.18628563307007,3.53489508353744
"60",0.911408491876363,1.67234344567873,2.68310730162351,1.45557263950679
"61",1.67046418198836,1.74454718305284,0.536852600168312,2.44546350036008
"62",0.596131178043289,0.612064428619083,0.37395958200726,2.02360615824867
"63",3.30059198196475,4.60277741679465,18.2871448575254,4.43492193471439
"64",1.17006056448791,1.95430569941736,2.89871009550608,3.37311040774673
"65",1.4523669472363,1.74121093080430,2.36370370162624,2.98974539671006
"66",1.32321662713578,1.09097494567704,1.72505202853359,2.58305223290449
"67",0.670426736077557,0.680346681030742,0.488910698151918,2.13057813131155
"68",0.408263202811083,0.705436100472509,1.54342533204699,1.84974131238458
"69",0.177330418323172,0.172284206341233,0.552913012014066,1.87379774522327
"70",1.07387237181394,1.13567600212883,3.66932073936937,2.33276050113181
"71",0.553277898659642,0.675612178958078,0.655387731892942,2.05960799206037
"72",3.7001685558354,2.54507296205399,1.04992127300444,2.98000872683826
"73",3.42400605770292,3.03428024481252,1.63322637900527,3.53436384184207
"74",0.755274009337887,0.742243278372414,1.77334450934125,2.54579059100815
"75",2.44099206457231,2.75057354519721,3.63815795660299,2.62781520208478
"76",0.847213709148027,1.24497054806610,1.67943518758535,2.02384374544399
"77",0.442821463527872,0.536523840078884,2.73643279904713,5.60818705140518
"78",3.08469670787667,5.58867183591116,3.40431852871335,4.80738117384997
"79",0.756624319268468,1.98035279712266,1.32431995882529,2.59174700673403
"80",0.414179922986134,0.720568181723712,11.8771577580090,7.1879134248757
