"","tprs","mds2d","mds3dds","mds85","mds90","mds95","soap"
"1",0.06311674945987,0.0534248386930756,0.046513430925563,0.0366201900974322,0.0371847897812732,0.045806417898918,0.0380386429447485
"2",0.0558408170516157,0.0546200633365894,0.0415359451182386,0.0373249820311671,0.0378985965097350,0.0400070302747657,0.0379417872001041
"3",0.057886607261829,0.0491764837586114,0.0389764986264877,0.0395115898763228,0.0407532741772959,0.0415329846174094,0.0392982904600893
"4",0.0449645002628223,0.0522723546464883,0.0353286838590277,0.0300766598196953,0.0310776388557895,0.0369615137800526,0.036518265953563
"5",0.06563793430251,0.0430234405484549,0.0365115424433824,0.0353117672663415,0.0354008573288098,0.0781104517150929,0.0342103759422544
"6",0.0440415146078715,0.042730988125467,0.0379693291365695,0.0365885902913491,0.0368454680706930,0.0393657958681229,0.0359266505249211
"7",0.0561312411644481,0.059659860098961,0.0388771646485936,0.0365920637168008,0.0381649387933046,0.0410612668012799,0.0386575417006889
"8",0.050545006469712,0.0580771567686823,0.0459056537198552,0.0405984375588514,0.0419558970671607,0.0452172723783359,0.0421930918590044
"9",0.0461285791029044,0.0440581727057218,0.0365846814198789,0.0311738740551265,0.0312375497289332,0.0509261719692669,0.0298588772926838
"10",0.0463507243767616,0.0481542911884187,0.0369430118732836,0.0329560909281072,0.0349178034707152,0.0568435570541632,0.0348435606452541
"11",0.0568136044069166,0.0596479014077031,0.0425991814810298,0.0370736418471011,0.037344553213338,0.0697947962621982,0.0335169964694041
"12",0.0479525993284886,0.043451133466581,0.0351051786941260,0.0324354210582487,0.032881302716708,0.0377174591899749,0.0329787667028203
"13",0.0478625263641054,0.0384864602423284,0.0303967700491602,0.0256564171874241,0.0259655898232947,0.0269892736326877,0.0305510128682137
"14",0.0491869460288482,0.0545726487824848,0.0450642501405028,0.0376988699253183,0.0382385358451771,0.0535350848294788,0.0394600915840723
"15",0.0435903719560474,0.0520917761649761,0.0363600152296941,0.0360762840468170,0.036631266784747,0.0471078236455091,0.0357798897178855
"16",0.0650602012906725,0.0508787779622015,0.0421157929959772,0.0413142470710688,0.0432422653401579,0.0722807813730713,0.0439317169671504
"17",0.0694893681973253,0.0511457862035606,0.0426896931137064,0.0383703187134569,0.0385890744756127,0.043298908986315,0.0408080026034042
"18",0.0499648782914155,0.0515892611347196,0.0411407475604923,0.0368403620397340,0.0383503722424642,0.0401426407171489,0.0395793483707153
"19",0.0509470423212776,0.0513734642794423,0.0476647679854075,0.039440884195739,0.0391097600512707,0.0462420836917137,0.0419578989637034
"20",0.0510909335698755,0.0470454736356517,0.0345270432475317,0.032245410436923,0.0331434120304834,0.0504560115829811,0.0321464931674433
"21",0.0675939216700014,0.0546631187710392,0.0460674760671499,0.0361429075301611,0.0377322989491427,0.0618008734293089,0.0367019888549024
"22",0.0676735002912146,0.0597970142750573,0.0466249600358808,0.049315026186759,0.0501379522379274,0.0733558543504641,0.0470247854577214
"23",0.0545942208420778,0.0522056142568399,0.047649612983191,0.0399914774250580,0.0413232775709061,0.0743402816447777,0.0380519421393544
"24",0.0523078365791255,0.0456471529675590,0.0389625195355437,0.0381833184148778,0.0383560593830455,0.0416264148309159,0.039465982178933
"25",0.0482264793211966,0.0508330349080275,0.0380512423127981,0.0359993997557166,0.0370374666625512,0.057034528300589,0.0367513628718329
"26",0.0571748840102175,0.0614455041121797,0.0494911641432413,0.0423330925896766,0.0433493421255963,0.0551925186929366,0.0485613575799928
"27",0.0493702738588778,0.0474396503362793,0.0363664671228505,0.0320175430476758,0.0318454607316305,0.0337438282314558,0.0338965664844896
"28",0.0546394665704896,0.0644082386337807,0.053329073728894,0.0346762617925577,0.0409629252586469,0.0715739191323436,0.0360626992890533
"29",0.0451215508034425,0.0424453121600712,0.0334927407957877,0.0310968971883621,0.0329589623729594,0.0364571360048941,0.0336968334838315
"30",0.0507923889405406,0.0393508100628938,0.0359593406373468,0.0394251437179337,0.0393586760500321,0.0425186130709987,0.037473922481686
"31",0.0476204204090901,0.0462875536363058,0.0390204638985758,0.0308984250168529,0.0310439306155257,0.0594850475218025,0.0289286943471833
"32",0.0509821733090586,0.0438964520894754,0.0308911341805529,0.0323745033042154,0.0345854483294471,0.0415764877157169,0.0300811206473204
"33",0.0457047060920788,0.051257319996517,0.0365943537908798,0.0300734594856762,0.0306115224607117,0.0354970151393395,0.0280345349279314
"34",0.0553132024989613,0.0595763792412265,0.0527405002361173,0.039648082958623,0.0399646746409283,0.052401492483047,0.0393958153223445
"35",0.0718514591051867,0.0630068840688102,0.0468961548648692,0.0454566673300199,0.0474474888791769,0.0539579398842268,0.0561340084174603
"36",0.049569187773064,0.0592694303121913,0.0461597991750947,0.0354402916311709,0.0352291440338671,0.0403737536869692,0.0386149815289986
"37",0.0501470615238784,0.0516703108429541,0.0367339548827929,0.0317450164232645,0.0352344059345113,0.0749631540814843,0.0362309036501056
"38",0.0586422490048903,0.0610270171329732,0.0507787763877195,0.0416545613156475,0.0427483716834107,0.0504217765022656,0.0453370776385894
"39",0.0676555400298288,0.0450429571995942,0.0389372789007476,0.036827319608233,0.0376463250619345,0.0494449837515851,0.0371747657913016
"40",0.0563914327517308,0.0511672456540357,0.0464429421587524,0.0386047072861928,0.0391475667345138,0.0679458175553047,0.039671877987913
"41",0.0462430694718244,0.0393888751234509,0.0331206220840391,0.0346002596692034,0.0348327905741331,0.056353288440082,0.0306292681003513
"42",0.0730606255836837,0.0499047162825711,0.0380004608193635,0.0320240175474029,0.0326702760720460,0.0419336816800146,0.0339313203408716
"43",0.0386597444577524,0.0432820013284445,0.0330701411779977,0.0257017176112589,0.0261876740592139,0.052091179494062,0.0258609223288785
"44",0.0481428426097928,0.0442916586292267,0.0350829375084314,0.0324346468787344,0.0335569880181156,0.0729658339746744,0.0347761405011654
"45",0.0461236168537581,0.0492842731193851,0.0390756636629492,0.0372457239463696,0.0385072545826664,0.052121631974026,0.0407115146136133
"46",0.0441176271602192,0.0487460609848041,0.0452072939994724,0.0335265262835563,0.0342759879956809,0.0475254492248761,0.0402326093533325
"47",0.0683547639024103,0.0476006447431133,0.037905459295773,0.0340917821757464,0.034653827618524,0.0375821608349231,0.0326219068270357
"48",0.0541703730822845,0.0496489052550282,0.0332700603817507,0.0260024172451905,0.0271083989908501,0.0433956526107564,0.0318074691822729
"49",0.0709704880403415,0.052938458925985,0.0390907329878416,0.037928625905969,0.0389975116355171,0.0425859986500267,0.0383215739512293
"50",0.0664807372171929,0.0608438661298302,0.0549502355698786,0.0471019736039124,0.0476598655625945,0.0472917728654875,0.0458124058400709
"51",0.04469661868965,0.0544639210155099,0.0341386522050594,0.0317080826559005,0.0328137289995923,0.0365559801961399,0.0320764021851125
"52",0.0600945860564918,0.0536589819483434,0.0392567693181944,0.0381891880349142,0.0384578618195948,0.0427205663676063,0.037926787113247
"53",0.0638008118484553,0.0468898950467968,0.03695495672137,0.0346908764868213,0.0359765210831334,0.0373217348279759,0.0339708699447957
"54",0.0483634416635171,0.0440214482612961,0.041524630394639,0.0380665417768415,0.0384511036132692,0.0443006060403195,0.0368475487066189
"55",0.0530031261372822,0.0497646986901448,0.0352784104642499,0.0351328994622071,0.0369652192925844,0.0428647174876543,0.0385100253867758
"56",0.0532733548429033,0.0438759967240881,0.0373335169050378,0.0317124083125202,0.0322859128011679,0.0445845217037461,0.036397007351587
"57",0.0465516695844792,0.0498842183422628,0.0386031164260792,0.0334313788533472,0.0337329143458574,0.0496731258197307,0.03270145883486
"58",0.077507543441329,0.046073121306223,0.0412920037692863,0.0357163633579747,0.0365109573151394,0.0378123311467403,0.0385265022171494
"59",0.0454078956640781,0.0415152571467040,0.0360866365235639,0.0316177281187644,0.0320617574240062,0.0817951942091738,0.0304276908270773
"60",0.0477281648738351,0.0530300840769573,0.0361421111040836,0.0327443184731230,0.0341410712623752,0.0495551475953963,0.0345901914162191
"61",0.0436540974012292,0.0434490772034163,0.0374158630548494,0.0358868933875887,0.0361042757626304,0.0412890147160226,0.034891128224952
"62",0.0448250770828187,0.0527470742283838,0.0367796999173256,0.0326148248132897,0.0329375775554729,0.050791924736338,0.0346241887541376
"63",0.0385672255724488,0.0428601163471234,0.0377839769610954,0.034246474469325,0.0357806619724743,0.0536445322527215,0.0362711908762877
"64",0.0615349160514222,0.0517252400442928,0.0420276991372575,0.0387175256768326,0.0387619950520027,0.0508373008808043,0.041620818154986
"65",0.0531061014701141,0.0438203757253825,0.0381136557104015,0.0337672576260707,0.0348574625259385,0.0359804342354474,0.0416968779537538
"66",0.0480964819119312,0.0436417396019442,0.035186097242473,0.0300584882312104,0.0301998489766658,0.031942065857933,0.029403940701351
"67",0.0543653284342517,0.0511890389402260,0.0387880285053308,0.0358968206483135,0.0365782811704451,0.0408998738205383,0.033679746134921
"68",0.0487595785116045,0.0430859499081182,0.0380167943611812,0.0350418411803084,0.0355900656515587,0.0377095468789213,0.0356069400477506
"69",0.0467407485795866,0.0517411099331934,0.0450744713264263,0.0357957621280028,0.0357981220410519,0.0392190094771548,0.0432042007069179
"70",0.0568883315071542,0.0461094992764698,0.0394527380216237,0.0339721409348354,0.0348529127745020,0.036355137418117,0.0342778561261985
"71",0.0515367256468315,0.0471764551700373,0.0397435129116703,0.032567959182868,0.0337102601767919,0.0471524795948026,0.0347912804627898
"72",0.0516291188086893,0.0522761692042373,0.0414976973666239,0.0368827669036966,0.0386383757957833,0.0775992516381998,0.0340053492739734
"73",0.0511011658998154,0.043018795245152,0.030120571152162,0.0253806247288451,0.0270047882992067,0.0337706117774220,0.0281279992790032
"74",0.0504127395482895,0.0421436331036654,0.0398056804386059,0.0384241947523681,0.0392849840793168,0.0402581805045042,0.0361417520740347
