"","tprs","mds2d","mds3dds","mds85","mds90","mds95","soap"
"1",0.455950424834742,0.353929330596688,0.318875871141538,0.349095213146304,0.362424500070721,0.657515596180238,0.343071344728916
"2",0.274733726232117,0.206223559280046,0.134973704641805,0.150532699253748,0.165102114125608,0.38178893165441,0.158656314389520
"3",0.361747896861324,0.235953805145683,0.223660040595429,0.300854099885255,0.253636578119153,0.60894068772806,0.204242774731205
"4",0.56890244637246,0.482922896627148,0.372558434227766,0.369959735450228,0.445918309198485,0.580283226203981,0.611834590967829
"5",0.299530586244735,0.333171150026831,0.290731232567361,0.250501073071625,0.254007940382647,0.350878840603423,0.227633069509175
"6",0.319632269261293,0.289432855373635,0.281911977396054,0.262970529227603,0.270229457195657,0.608278303690962,0.188807337994756
"7",0.299969275889873,0.252767616278192,0.204977522568084,0.193940913179905,0.232064579384456,0.428092327758672,0.219367271291072
"8",0.397176922017614,0.276392184263201,0.232432767505898,0.215828213558071,0.213184893393365,0.449245027664377,0.214176975037313
"9",0.327687443131255,0.284542451596544,0.309434907925980,0.288134707696281,0.272608947578595,0.463648555462824,0.265347368181272
"10",0.371586490579367,0.346705617086614,0.277603998397907,0.274051589678625,0.262008475811210,0.528945522020927,0.228908336317336
"11",0.326278421758250,0.223426677276898,0.241138175143642,0.171607013799936,0.196093994941513,0.309013619529203,0.184408499804203
"12",0.475154050723816,0.222112211661363,0.167414935654081,0.177905324925071,0.189737582835572,0.442913249537680,0.183127690965209
"13",0.310711734801464,0.230702044176355,0.190214496012875,0.226682789564727,0.294755740176058,0.372574153208532,0.215960671468423
"14",0.440173691348673,0.261679860191739,0.184355940159785,0.148562516298564,0.160591856396675,0.609437778610548,0.177748571312882
"15",0.317802154632404,0.302187587009941,0.246752408602741,0.239119742871109,0.312727176005158,0.383462271536298,0.203990800070233
"16",0.320291990780312,0.245558127844606,0.196156555656275,0.161511208931068,0.228755233444346,0.428005397081704,0.211338745251881
"17",0.409679887080248,0.261278218877706,0.258779988352341,0.243343978888120,0.257819998342832,0.551131939378569,2.10562427604579
"18",0.351025957380279,0.234044073094173,0.238276554265110,0.232741478691215,0.263616910047802,0.481147380880945,0.195377569659629
"19",0.295572909943216,0.228432597877526,0.172666622886538,0.160527257114248,0.186961837094265,0.474998131447040,0.209037845102460
"20",0.285981811593704,0.230508503869756,0.162535302008192,0.136291578509304,0.164016973656058,0.381634333387709,0.145833851201515
"21",0.273822252160843,0.215025063545286,0.180245713352627,0.161178517357473,0.188101197388053,0.447225060204651,0.231277648457502
"22",0.278860885362199,0.274121194902959,0.238544932558431,0.227119779898373,0.237470565566148,0.61788693985289,0.184311828380455
"23",0.312910515089004,0.2780841564146,0.242343044991399,0.210764833224165,0.216041247647749,0.537382898858848,0.234444205260219
"24",0.403282413583195,0.256867578845711,0.246132002407242,0.217011153374739,0.218950756624276,0.382770728985153,0.255038498529484
"25",0.4719091629395,0.338690868131014,0.316276493003209,0.305930932249440,0.374792125092069,0.60612449401439,0.244890478818549
"26",0.478470837440556,0.342085277567911,0.346303002488837,0.330983777907899,0.537673607378124,1.14614207467208,0.310674013895089
"27",0.308906624675261,0.256756167616756,0.197735401107472,0.181664303664287,0.198712311037839,0.618412786316803,0.207249347925973
"28",0.477143075931418,0.450325151608895,0.407832386559222,0.350345819063189,0.360305690435480,0.874303104046822,0.403190251426785
"29",0.480124121756148,0.286624022495490,0.370926340466522,0.341652208769127,0.341856684974115,0.53673316012194,0.254088056003303
"30",0.341151548803675,0.286666714911737,0.244456373568412,0.218976076705964,0.237116991492708,0.386256637870346,0.271512800317891
"31",0.359405599070861,0.379066375627831,0.349161895078110,0.287870575824953,0.318277299366135,0.493116044357868,0.252099897278294
"32",0.574464950277522,0.28266603250797,0.226635708680042,0.192832176431434,0.299098666069974,0.446652583000500,0.245368917527071
"33",0.262117409702845,0.295673690674728,0.305486793749685,0.237201820098015,0.235284427941547,0.497225774857585,0.217496464333939
"34",0.529525831881169,0.483903495294675,0.392770866807743,0.340821711819641,0.346616942971543,0.519985410442249,0.368265115380821
"35",0.296868467299412,0.236582214993554,0.196198310639690,0.180325745501024,0.186532338290087,0.548013787545222,0.175220862091443
"36",0.419245450629266,0.272912056255736,0.228181262787465,0.23366723759295,0.251222458473515,0.445340714061167,0.246939934150430
"37",0.243535059704816,0.219380585380520,0.166971720935846,0.155191142560344,0.162337069145626,0.232631005062150,0.175450176550700
"38",0.397667260961237,0.341428373607676,0.289659043946460,0.270241944961454,0.294356121397623,0.604129121563546,0.263278326027768
"39",0.254443695790287,0.231132287867944,0.204507351472848,0.168377734877961,0.172171469137700,0.30605764184184,0.150968427123208
"40",0.282659454019513,0.256854749204521,0.210144780481731,0.200208326237945,0.245610999145793,0.602300982659534,0.181365490413910
"41",0.294502692411820,0.239684327931049,0.169509458026899,0.177693754920116,0.236998629788567,0.68168206407783,0.195277654340012
"42",0.402774707052477,0.371810507844569,0.310985159778628,0.292694305376065,0.34422885177955,0.723216577825013,0.319665485877664
"43",0.289871797620119,0.275370322586144,0.229919298127864,0.208134121687621,0.246778834140766,0.432024704291224,0.282402728750922
"44",0.318059986174261,0.217830622790564,0.147739358560299,0.146173807587377,0.152100969603223,0.203478518475267,0.136812784330953
"45",0.340497739054885,0.26658885928335,0.233533158549799,0.237501165964290,0.266192150121821,0.51717881401183,0.193208881632527
"46",0.328849965586793,0.302026446039209,0.261171763908775,0.210779053678417,0.326078060297859,0.815247763393097,0.21673637897172
"47",0.422649546164498,0.287217294706287,0.259259994704001,0.238414619066983,0.335948148039171,0.599132197198548,0.262130002335175
"48",0.403338200825938,0.313467038589126,0.288298994079770,0.266650629776474,0.271995580144656,0.49695014688253,0.259171290180739
"49",0.288601459220278,0.277840589322984,0.216214363243406,0.186841882361661,0.188832883973708,0.323462279220764,0.215947287382296
"50",0.273865888855348,0.237637853100251,0.202737402077102,0.210041132539359,0.213422546410181,0.394005594340168,0.226447365528079
"51",0.314244085083303,0.262629045716010,0.212155338420921,0.201217482623414,0.2307626058158,0.47178457448737,0.212272736392216
"52",0.47979128038699,0.441287752936062,0.351505083061639,0.335883850269171,0.397132375275717,0.71294535929041,0.309884015071081
"53",0.287351249647515,0.240064787283112,0.203510655517667,0.188920339347823,0.194226733634745,0.865777170334389,0.153595896920350
"54",0.42382825917333,0.280929506921237,0.242127631106974,0.231929966548063,0.25478996562125,0.508087934623469,0.281329161886238
"55",0.44090920821583,0.293485117244464,0.261523032568609,0.242256484966786,0.440152405998821,0.512005084659035,0.305631918307616
"56",0.36051257652527,0.206258709514210,0.194777930638087,0.179638853865884,0.179011841763844,0.703259238483282,0.181479328935814
"57",0.414321313946992,0.310802524414826,0.298201754622746,0.276253076211676,0.371124764546953,0.411866217044891,0.258080033175061
"58",0.396490109161989,0.289212948149082,0.246546802846397,0.223863949571161,0.271121308402828,0.509207898339339,0.207578181813623
"59",0.312581901261311,0.271068630304944,0.210400697317166,0.186754191641940,0.187104462640937,0.757819677061138,0.213962333846511
"60",0.301100067311835,0.187003673652785,0.164839056629201,0.176009403828122,0.188167512438918,0.52281437379738,0.202566326116568
"61",0.462716397008389,0.388963552275337,0.323494738597807,0.258621399029189,0.285649964348699,0.705066146044418,0.196855140875153
"62",0.295217613085874,0.252050697353388,0.18384294271743,0.171866038019869,0.189916093601495,0.437209617911165,0.156216678253988
