"","mds","duchon","soap","tprs"
"1",3.37816141304754,4.52973155308536,4.64404647773322,4.79406325245847
"2",3.00000000048946,4.00000000045455,3.13206013654568,7.60527788720925
"3",7.88082668717624,4.00000000152727,9.90568039872814,3.00000000154992
"4",3.27458942748551,4.00000000175655,2.87389183375309,3.00000000113278
"5",4.71962417528044,6.22614334434075,2.94116316065924,6.11079221593916
"6",4.8799326744396,5.59996810621942,2.73500139194270,3.00000000043756
"7",17.0075013876968,17.1095961768380,18.6791703211470,11.5399714131530
"8",4.4696549110289,4.00000000028375,5.10541006265916,6.58724741217252
"9",2.99999999747239,4.00000000124821,2.08968949567881,3.0000000006592
"10",5.59893591910198,8.99613252847394,8.0325704836779,8.15787776390198
"11",3.15205658059587,4.0000000006401,3.06347940280073,3.00000000018187
"12",3.00000000178806,4.00000000043611,10.4291587652959,3.00000000080609
"13",3.00000000273584,11.5564346231469,6.06024542350862,4.94566920390894
"14",3.38787858133781,5.1133337296731,9.4585137077435,4.88248744355152
"15",2.99999999965837,4.00000000043609,4.68220633956158,6.59994304557091
"16",3.69730252181728,4.77994293119845,2.85849728690569,3.99977880479203
"17",12.4751433277259,13.5190722533372,12.5440163247678,13.1394892663962
"18",2.99999999949091,4.00000000046923,4.86543683106090,5.51839372181549
"19",12.6346562837898,9.26386702291955,16.8910675962188,14.7131959009383
"20",2.99999999656971,4.00000000023006,3.05215173525647,5.05505055813863
"21",3.72516330121691,4.92576087163279,3.22036924844125,5.0877299290643
"22",2.99999999675038,4.00000000015717,4.27156477869377,8.25777166380979
"23",50.5236688757553,15.7526055000205,2.46303416560647,3.00000000369664
"24",3.00000000174853,4.00000000016692,3.06179596191698,3.00000000069931
"25",10.2011284914775,4.00000000165795,4.57427306930847,6.12062114806871
"26",3.00000000273923,4.00000000039051,3.13970061940316,3.51872243156988
"27",3.00000000321320,6.99483578634998,3.33394819528992,3.51151443240485
"28",2.99999999986568,4.00000000039639,5.35796460613782,5.48548875363085
"29",3.00000000173025,4.00000000090632,21.8146052134597,4.5580470245402
"30",3.18048822028266,4.2708138463077,2.57530274603436,4.03764863571637
"31",2.99999999792828,4.00000000203422,2.41388343408089,3.00000000075032
"32",8.07290150509033,8.66667222975691,8.6958303031965,3.35876404564363
"33",6.35047991867629,4.92040697681527,4.90060105014567,8.72261304843978
"34",3.00000000101079,4.00000000048102,3.35436873805115,7.09001657612603
"35",2.99999999758209,4.0000000007035,19.7306163989149,3.00000000363302
"36",9.00780984042862,10.9892648199749,10.5792895741940,16.0411302715796
"37",4.49056880802766,6.08066731725551,6.80819955118117,3.00000000008998
"38",6.25612734397676,4.20383960913915,5.48009522596962,11.3630753845399
"39",3.97850116624007,4.21928790551142,4.88115300171166,6.7587242092515
"40",3.00000000384961,12.2140472313283,12.9800570804704,15.2809850339544
"41",3.00000000113216,4.47018280624544,3.05091409315524,3.00000000217275
"42",3.00088358076235,14.1981856429905,10.2835292737351,18.7021771507698
"43",4.56278230150037,5.54813222833562,7.11571806115277,2.99999999927696
"44",2.99999999953374,4.00000000055052,3.21693944721486,2.99999999937106
"45",3.28456405206787,4.63367383891727,2.77070868684343,6.10837767346388
"46",3.00000000182955,4.0000000005139,2.22370446994651,5.18628177389481
"47",3.00000000250879,4.48728693168349,3.36712709690843,10.6611141659388
"48",14.3147585596567,4.00000000020232,2.90864705717239,3.00000000312035
"49",3.00000000200006,4.00000000078673,2.83595694840706,3.51654878927376
"50",3.00000000229351,4.00000000047781,5.25996706004726,6.39285859668384
"51",3.00000000293389,4.00000000055376,2.92522123272977,3.00000000113395
"52",6.70518500477085,7.02444315934452,10.0957312306524,4.85892812922633
"53",4.06360365398902,4.00000000053113,5.30657529247545,7.28294398528861
