"","tp"
"1",0.0142504091785034
"2",0.0201679510814991
"3",0.0251800980123555
"4",0.0146120492395263
"5",0.016744627174968
"6",0.0173349373722936
"7",0.0186318860772273
"8",0.0187250401728701
"9",0.0242270214340296
"10",0.0161988369136668
"11",0.0135858189903692
"12",0.0233796860912421
"13",0.015506012883189
"14",0.0160470039835936
"15",0.0169407939775694
"16",0.0165104850331049
"17",0.0498313100482888
"18",0.0151242197091651
"19",0.0163013012642885
"20",0.0173055557222933
"21",0.0212635556680121
"22",0.0162267122198113
"23",0.0394859868865578
"24",0.0234627727032594
"25",0.0214958012629253
"26",0.0178890131886927
"27",0.0233382791614926
"28",0.0139512930262422
"29",0.022874136225073
"30",0.0356904444272226
"31",0.0161685858805308
"32",0.0151916012360678
"33",0.0194943210441355
"34",0.0195455502151936
"35",0.0153899365413654
"36",0.0193271284398875
"37",0.0273428711780705
"38",0.0251785996777386
"39",0.021474631769129
"40",0.0208520080110496
"41",0.0155774651384811
"42",0.0156650420924467
"43",0.0147045260718723
"44",0.0166495747022340
"45",0.0183160068201499
"46",0.0225518691688043
"47",0.0406210482046352
"48",0.0157814744535078
"49",0.0202198950650708
"50",0.0234260333564822
"51",0.0254775643921476
"52",0.0148514195197696
"53",0.0138340509948591
"54",0.0180508256079106
"55",0.0171206812461844
"56",0.0155597347299635
"57",0.0136377534507573
"58",0.0152442552597519
"59",0.0158256030771639
"60",0.0150170210628431
"61",0.0173246004697894
"62",0.0213028498994112
"63",0.0167373542148063
"64",0.0147791990855384
"65",0.0213315821463101
"66",0.0294069764954393
"67",0.0181143384342000
"68",0.0219775840763364
"69",0.0140931180502649
"70",0.0173274241209649
"71",0.0226568793892068
"72",0.0207402285333971
"73",0.0143002744352683
"74",0.0178683792781612
"75",0.0199283974157021
"76",0.0193782204031641
"77",0.0204111688077396
"78",0.0172777348876769
"79",0.0156226615193771
"80",0.01869270800885
"81",0.0298817833730894
"82",0.021322946378036
"83",0.0185049592593957
"84",0.0213870576087055
"85",0.0148247720155125
"86",0.0215600108559123
"87",0.0195498768806916
"88",0.0165015406302454
"89",0.0439380681381380
"90",0.0157112691358918
"91",0.0153556592342191
"92",0.0222498526608902
"93",0.0351790752817721
"94",0.0226994200056807
"95",0.0506682296902927
"96",0.0140423836853705
"97",0.0147748226112416
"98",0.0145804533773596
"99",0.0164888293355405
"100",0.0222040023206552
"101",0.0297297102582595
"102",0.0202555287264256
"103",0.0157510986475862
"104",0.0179391937564406
