"x","y","z","inside"
-3,-2,0.0196122259916045,0
-2.87755102040816,-2,0.0209808837016019,1
-2.75510204081633,-2,0.0225730731570026,1
-2.63265306122449,-2,0.0241448823259893,1
-2.51020408163265,-2,0.0254283977736160,1
-2.38775510204082,-2,0.0263288471501511,1
-2.26530612244898,-2,0.02701237966659,1
-2.14285714285714,-2,0.0277838179089683,1
-2.02040816326531,-2,0.0288556937005912,1
-1.89795918367347,-2,0.0302214103961122,1
-1.77551020408163,-2,0.0317222261314011,1
-1.65306122448980,-2,0.0331828640985764,1
-1.53061224489796,-2,0.0344471406857043,1
-1.40816326530612,-2,0.0353139358608417,1
-1.28571428571429,-2,0.0355243941065224,1
-1.16326530612245,-2,0.0348893449673614,1
-1.04081632653061,-2,0.0334590664561994,1
-0.918367346938776,-2,0.0315653004574940,1
-0.795918367346939,-2,0.029688571378191,1
-0.673469387755102,-2,0.0282616521824557,1
-0.551020408163265,-2,0.0275392900734295,1
-0.428571428571429,-2,0.027565619583474,1
-0.306122448979592,-2,0.0281945378231917,1
-0.183673469387755,-2,0.0291335848066714,1
-0.0612244897959184,-2,0.0300359446685700,1
0.0612244897959184,-2,0.0306674438532421,1
0.183673469387755,-2,0.0310940919127498,1
0.306122448979592,-2,0.0317510134597876,1
0.428571428571429,-2,0.0332905598059345,1
0.551020408163265,-2,0.0362660795369187,1
0.673469387755102,-2,0.0408316525208429,1
0.795918367346939,-2,0.0466145134752598,1
0.918367346938776,-2,0.0528103138715622,1
1.04081632653061,-2,0.0584630765616356,1
1.16326530612245,-2,0.0628167060973791,1
1.28571428571429,-2,0.065557718561421,1
1.40816326530612,-2,0.0668113910280421,1
1.53061224489796,-2,0.0669449722265638,1
1.65306122448980,-2,0.0663809619372928,1
1.77551020408163,-2,0.0655333779179821,1
1.89795918367347,-2,0.0647734355473357,1
2.02040816326531,-2,0.064307748377578,1
2.14285714285714,-2,0.064036604766491,1
2.26530612244898,-2,0.063562478778056,1
2.38775510204082,-2,0.0623855956908207,1
2.51020408163265,-2,0.0601493000549996,1
2.63265306122449,-2,0.0567946067174933,1
2.75510204081633,-2,0.0525872431732248,1
2.87755102040816,-2,0.0480324959800286,1
3,-2,0.0436946894529063,1
-3,-1.87755102040816,0.0219407713769457,0
-2.87755102040816,-1.87755102040816,0.0236373301376122,1
-2.75510204081633,-1.87755102040816,0.0255127115383264,1
-2.63265306122449,-1.87755102040816,0.0272484495718421,1
-2.51020408163265,-1.87755102040816,0.0285206787283033,1
-2.38775510204082,-1.87755102040816,0.0292334589807286,1
