"","mdstpadj"
"1",18.9300589613042
"2",25.4554744693471
"3",11.6621536099841
"4",14.6776381035316
"5",18.1712989361360
"6",14.5037477132141
"7",27.7934500730918
"8",11.2534374586380
"9",9.15739518648714
"10",14.6147387403166
"11",26.8827789657022
"12",18.9425176644993
"13",10.8060148644971
"14",20.9206268311979
"15",15.2672505882311
"16",15.7810215948894
"17",30.2190352884389
"18",11.0776704441213
"19",13.8440949113501
"20",36.0898058550932
"21",14.4156645659200
"22",13.6358675093257
"23",19.9255412605009
"24",15.7186387940739
"25",20.0687682705927
"26",15.655965050847
"27",12.2127842761578
"28",28.1534599391922
"29",10.4799349259112
"30",12.3479593364582
"31",29.2501243155219
"32",9.2717532346704
"33",17.0761814007050
"34",16.8368215004250
"35",25.9084573392227
"36",13.7386234874228
"37",18.6885525818281
"38",9.28895440152896
"39",10.2399512154281
"40",15.5333529184493
"41",11.1013752222615
"42",12.3705383327324
"43",19.4389855864974
"44",9.09408064017988
"45",14.5044066485996
"46",14.4747516773534
"47",18.3433290388983
"48",36.1495155940209
"49",10.6337848983658
"50",18.6969740237522
"51",11.7517194408185
"52",18.6523791484183
"53",11.8418383757734
"54",17.1608267830605
"55",46.1980992365658
"56",14.4847481470141
"57",12.3347762783641
"58",11.3562951048736
"59",11.4075596723396
"60",12.1305049000787
"61",37.520386071921
"62",16.371883096794
"63",16.4715222786757
"64",17.7341758000533
"65",11.5932248880066
"66",19.364531655181
"67",12.0615811148429
"68",14.3294700828116
"69",10.3657940765286
"70",39.953230614877
"71",10.4595087872650
"72",14.6127238043203
"73",34.1634436548157
"74",15.1058312717097
"75",33.4057268332633
"76",13.1461576571389
"77",11.4176787890784
"78",15.8425994671351
"79",14.4795410245986
"80",11.0045904081458
"81",16.8318146593306
"82",12.5783182862148
"83",19.6191743539672
"84",21.2370878109071
"85",9.79471764947638
"86",19.7107726424933
"87",22.9027018128039
"88",16.7284583536569
"89",11.7988373571728
"90",19.7005504791965
"91",13.6772147615337
"92",10.1943600228230
"93",15.2042500496001
"94",24.7380292989863
"95",24.3999622609201
"96",20.4405384640465
"97",10.6137013092143
"98",14.8870943685974
"99",12.2018130097327
"100",15.8256092822069
