"","mdstpadj"
"1",10.9317728727378
"2",9.2058759017125
"3",11.3691128038198
"4",10.9420778842109
"5",12.2818640258139
"6",12.7942011580921
"7",11.5552552643648
"8",11.5843411083038
"9",12.61107779336
"10",10.5785340211134
"11",10.8104758557439
"12",11.1408808264242
"13",12.8650919173644
"14",9.25603458133007
"15",10.5893692524824
"16",12.1045594298316
"17",11.4628385250034
"18",10.7449817559939
"19",9.06157216948962
"20",11.0347750867074
"21",9.61285931383356
"22",13.6163232777147
"23",8.24998252752501
"24",11.1367529242752
"25",9.89870431046142
"26",10.5112481757675
"27",11.6252614664645
"28",9.45988485396942
"29",11.8267521148571
"30",12.1070989134805
"31",10.9280508770251
"32",11.6836615912218
"33",9.68476171882684
"34",10.5828854132783
"35",10.8504212195474
"36",9.85687180065976
"37",12.0840336955680
"38",12.2581307060122
"39",13.1581994233857
"40",11.0272066560794
"41",8.99086698758414
"42",9.16529388436752
"43",10.4238798403517
"44",12.9356454378219
"45",12.7835379098511
"46",9.58843025485748
"47",10.3134696765158
"48",11.1822837139945
"49",12.7631665721415
"50",12.0694424185995
"51",10.5490191287174
"52",11.6433776061684
"53",10.7624080912128
"54",12.6397131439910
"55",11.6164176315059
"56",9.69539951494872
"57",10.5950548674041
"58",10.5779559007277
"59",8.94555772013645
"60",11.1247870491691
"61",10.4684324443034
"62",11.9436304097400
"63",12.1742803903941
"64",10.1479933362099
"65",10.6066935038581
"66",11.2591324797767
"67",11.5933441725502
"68",12.2849867068448
"69",12.9518738683528
"70",10.0233020445121
"71",13.6269825703957
"72",12.6572272966579
"73",10.6946253290986
"74",10.7439016360183
"75",10.2515626582417
"76",11.4637519182411
"77",8.45601056235614
"78",12.221681013687
"79",9.82520336875868
"80",10.5357834072123
"81",9.54790872560486
"82",9.48208377865929
"83",13.1437879831773
"84",9.2839110030365
"85",11.9208392672424
"86",9.60925718516595
"87",8.27505567752655
"88",11.6771310942062
"89",10.0116359808623
"90",11.4865572373944
"91",9.84343435887914
"92",10.4277215341467
"93",10.4267361253547
"94",11.0875819493157
"95",11.1407158170946
"96",11.2090706866698
"97",9.11772080091367
"98",12.2438753059226
"99",10.4670432822067
"100",10.165784927008
