"","mdstpadj"
"1",28.7709491465260
"2",32.1998721395557
"3",37.0823645356335
"4",33.2465333395750
"5",29.6637607453317
"6",35.6656709039758
"7",31.9536875250146
"8",32.6617681921299
"9",29.634391440829
"10",29.5231111412215
"11",24.3474310108029
"12",31.2104536577511
"13",25.1120584694979
"14",30.2324641596129
"15",34.9882109975733
"16",29.2865874073794
"17",31.0472508709250
"18",36.1687004834711
"19",28.4766051840536
"20",34.0620591314085
"21",33.879380035464
"22",30.0880567175101
"23",32.957679318104
"24",33.8698939045121
"25",30.8559554402485
"26",28.2857433023879
"27",29.461216756425
"28",32.8713952291341
"29",34.0152710631686
"30",32.065396461447
"31",31.9888815642686
"32",31.571857611423
"33",26.3397418020710
"34",27.9740644253741
"35",29.3998584912521
"36",27.8121661111325
"37",30.2729222850506
"38",30.5253821678255
"39",27.951596605829
"40",31.1505344520228
"41",33.5218893753447
"42",32.1791383256524
"43",28.0324088737495
"44",26.4957145886082
"45",29.4251236760179
"46",28.8285125419413
"47",28.4680138459647
"48",28.8404490423817
"49",26.6441165084753
"50",29.0387283517054
"51",30.6393061621380
"52",32.9299594046589
"53",29.59568187737
"54",27.7645620924141
"55",30.8949645187926
"56",29.9888747625389
"57",28.8603333472286
"58",31.943381368341
"59",27.7110289061445
"60",26.97111247563
"61",36.3706478074438
"62",32.1345726908337
"63",30.9890401443366
"64",33.2526557642743
"65",29.9185853479504
"66",34.0598241886776
"67",29.3301107957319
"68",28.3545934125487
"69",27.3933324527296
"70",32.2456206200152
"71",23.1959405043988
"72",30.8818596986827
"73",27.5040749138331
"74",32.8849236693452
"75",30.7653524598226
"76",27.7782135285533
"77",34.3202824625372
"78",31.2437498195567
"79",32.6437210984783
"80",30.1143985406681
"81",29.6452814202366
"82",33.9753388850761
"83",26.5647434836428
"84",30.5316380671881
"85",28.3947595720916
"86",34.495811983222
"87",31.6247670812963
"88",26.731397475031
"89",28.5445535109207
"90",34.5826852383807
"91",32.8375813949749
"92",32.5173838104541
"93",32.6445411508715
"94",28.2644024071718
"95",31.2494579163129
"96",34.3921107126849
"97",30.6987547651124
"98",30.8140426099061
"99",33.3919000428585
"100",30.4331397981522
