"","mdstpadj"
"1",27.8283590573451
"2",34.0375303649067
"3",20.4205773310378
"4",40.4077715822322
"5",28.3839953884471
"6",33.5674762298447
"7",31.1477031675816
"8",36.9579625793900
"9",29.643090207069
"10",33.6221817523045
"11",26.3512475757112
"12",37.1913870202380
"13",34.3331632687682
"14",37.895297382972
"15",40.1148685427979
"16",35.2640026849373
"17",33.8861063495199
"18",25.3150138365110
"19",25.7083995602065
"20",45.4145788135831
"21",29.0123288626741
"22",26.6038440932145
"23",36.0988291084959
"24",38.2018285583773
"25",24.5898415215950
"26",31.3178828093384
"27",37.8690365110895
"28",53.1886915709208
"29",24.7875999454097
"30",28.2038927893234
"31",31.5607333641633
"32",31.1555821724570
"33",38.586572261418
"34",38.3517966306268
"35",39.2618265819771
"36",33.2738497047977
"37",27.3892589246732
"38",23.8922042373060
"39",32.2187204111901
"40",27.6692007592178
"41",30.7262521714923
"42",30.6118242497271
"43",27.3725360354755
"44",29.2643456718905
"45",31.9925333956991
"46",29.6860863980781
"47",32.0082544050932
"48",25.4358266251291
"49",29.0049682330147
"50",28.8211505182605
"51",42.6131802291297
"52",23.7150196001727
"53",37.4906063222396
"54",22.3199156660582
"55",21.7798340035994
"56",30.8652272749753
"57",22.9932805263395
"58",41.8971249831637
"59",34.7555719497467
"60",30.5275995462979
"61",34.1478078454680
"62",26.3156579903525
"63",24.175485999642
"64",38.9568022228415
"65",39.967195562294
"66",28.9278487336439
"67",34.5290590549812
"68",28.8062063703303
"69",30.2723376442807
"70",28.855238109359
"71",28.2786155251779
"72",50.7909463801373
"73",29.3162212070402
"74",32.5070651381141
"75",40.3097821574335
"76",29.0938429873507
"77",17.9712300704445
"78",26.6811237059628
"79",41.3048997186908
"80",30.4836787165675
"81",25.7232603954661
"82",24.2518016213716
"83",38.3459095481085
"84",23.6473112230733
"85",48.2620105216797
"86",35.2270215959964
"87",44.9372374296796
"88",33.5765742696285
"89",42.0001724387610
"90",31.1753196436085
"91",45.8617485964246
"92",28.4065317412342
"93",37.9212303807581
"94",28.4808070326316
"95",25.2481178955292
"96",30.7067162312489
"97",32.2928243656183
"98",39.5489730487823
"99",35.1810136228046
"100",45.2359175549051
