"","mdstpadj"
"1",8.18165121855315
"2",19.1511676765023
"3",11.5865204523506
"4",7.83493972497329
"5",7.43455848346354
"6",15.1814639959925
"7",6.27016517124683
"8",3.00186950880353
"9",6.29695709850972
"10",13.0857028591865
"11",10.1076614754767
"12",3.00075493254469
"13",12.2233348921267
"14",3.00006638053505
"15",3.00005948560282
"16",4.3910201759414
"17",11.6358999636554
"18",18.5030547076049
"19",6.70022413985434
"20",7.28117762591133
"21",9.86135653264336
"22",5.79383476491555
"23",6.52246740168475
"24",11.1718742459184
"25",21.6539292462378
"26",5.36215044750505
"27",3.25509802933371
"28",10.1469260383930
"29",7.6927209539914
"30",3.00014525743298
"31",3.00007759170960
"32",13.0942502657637
"33",4.54298084130545
"34",12.6034943421197
"35",7.64546515152387
"36",3.00002328465657
"37",7.16518037616758
"38",6.03489412734241
"39",3.00004600054523
"40",8.8616453383921
"41",5.39471008670896
"42",24.4353362964394
"43",3.00102286227107
"44",8.2957101579867
"45",11.8050533701507
"46",4.44153839168168
"47",7.60390049999307
"48",5.60478787223121
"49",5.02764487996945
"50",9.43971329946163
"51",10.6596228046456
"52",8.51856912632983
"53",3.00005615616292
"54",12.3593672914307
"55",5.03134705940258
"56",3.00004144492248
"57",6.06392099640059
"58",4.69065605675811
"59",22.1383126190000
"60",10.0865796449587
"61",5.29606771637753
"62",34.3328680827667
"63",9.59338703252737
"64",3.00018185187756
"65",3.00011097387515
"66",7.55698936564374
"67",3.00004756580423
"68",3.82089703606843
"69",7.30298225833663
"70",23.8784778706272
"71",18.7035906267180
"72",3.00008118634454
"73",6.08038226359728
"74",10.2120791860733
"75",10.4582595394256
"76",9.0056200127475
"77",5.8066428518896
"78",7.80406655346385
"79",8.04156142049656
"80",5.78537644203344
"81",5.53999414318206
"82",23.9130778544966
"83",9.07146308514768
"84",12.3721146540495
"85",7.89754414675323
"86",6.58054875703267
"87",3.00007859375342
"88",17.5949770505706
"89",14.5046386821559
"90",3.00012235784578
"91",12.8567118941293
"92",3.00005256217657
"93",5.66811125023047
"94",21.9027893599495
"95",9.07843178661584
"96",28.0486313053576
"97",5.34288261587496
"98",18.6628880521633
"99",9.6917504062193
"100",3.00014504167345
