"","mdstpadj"
"1",14.2472300968891
"2",21.3765888122755
"3",32.7498672401292
"4",22.3039186356138
"5",28.2371432609772
"6",19.9117719338538
"7",21.9412746012634
"8",21.7643739060007
"9",21.3341362315532
"10",55.3139144345581
"11",15.4111876276509
"12",37.0049585585316
"13",22.1802954107082
"14",16.0101149624214
"15",20.1601933524802
"16",19.1715302526662
"17",26.8601617213591
"18",18.631806430666
"19",13.6440838780041
"20",17.1255089086169
"21",27.8714740515556
"22",21.9856276630737
"23",30.6939958098829
"24",32.2717967431604
"25",23.2014572430516
"26",25.8232567235248
"27",18.4927760180197
"28",23.2944672137905
"29",27.4183782476857
"30",19.4463008322957
"31",22.5529847082316
"32",18.8045198138703
"33",38.5859426633973
"34",19.2538321025104
"35",14.6572814726746
"36",14.0827005514402
"37",37.1136493883135
"38",15.2006247867652
"39",31.2833831366543
"40",16.3530338857938
"41",18.3063519637888
"42",30.7614888636098
"43",29.369674381361
"44",50.8007536779784
"45",19.6864622275103
"46",46.9234394648709
"47",42.2894296808813
"48",23.0871890049444
"49",30.1097072757819
"50",12.8224208850023
"51",34.1854345385989
"52",29.2024567858080
"53",13.2174158466211
"54",26.9209925237782
"55",14.2460522618037
"56",18.1059183254884
"57",19.8463322520132
"58",30.2691049552114
"59",18.1359952342602
"60",29.7946445037088
"61",15.1540282406082
"62",27.9827355639504
"63",12.8098927373082
"64",21.6860326882404
"65",40.5251977940781
"66",16.2772656293618
"67",29.2663646077780
"68",35.8404213004969
"69",30.6410542134572
"70",55.1149287601943
"71",27.3689771781225
"72",22.6424215838054
"73",21.0091483010808
"74",37.9506834030415
"75",30.9952126191252
"76",22.8574029301539
"77",18.5035255906557
"78",15.6179236651125
"79",30.5997003158548
"80",29.9827223777683
"81",20.4634609712236
"82",24.1403040287832
"83",41.76061985688
"84",22.5517682431996
"85",14.2327115756850
"86",18.0126342966687
"87",32.1775887390542
"88",11.8279290677086
"89",17.0035801849317
"90",16.2678192047626
"91",25.97104441509
"92",22.6037262062532
"93",24.0710413381650
"94",28.9916013948605
"95",24.0578735388387
"96",15.9696504822485
"97",28.40118671203
"98",16.9992531412831
"99",13.5159566314889
"100",32.5043787538916
