"","mdstpadj"
"1",10.1333837716621
"2",11.8790438015084
"3",12.6628107590231
"4",10.0894899956802
"5",10.4331849022307
"6",11.1673756369424
"7",10.2468047167275
"8",10.9032117517101
"9",10.7729285744805
"10",10.2203742779402
"11",11.9619174853290
"12",10.2777586191622
"13",9.33365636475001
"14",10.0440116694933
"15",11.0102595148023
"16",11.3760904865732
"17",9.36643165627935
"18",9.77312621155721
"19",11.4255743264088
"20",10.2035395496134
"21",9.24446678382892
"22",11.1448015545188
"23",9.55015264613846
"24",10.9321952511276
"25",12.6969199198920
"26",10.5903818334672
"27",12.0311230663055
"28",10.3542448229160
"29",9.23404651121544
"30",10.4859724955118
"31",11.3760078017444
"32",10.4375386533538
"33",10.4619260400943
"34",12.0840669472402
"35",10.3036399099320
"36",11.5899414364838
"37",10.7000906255924
"38",10.5419481157692
"39",9.92375598383305
"40",10.2453405776973
"41",10.6150532250431
"42",10.4016018719830
"43",11.2736150261964
"44",9.4433765933617
"45",12.2845898509935
"46",10.6363205294441
"47",11.3308531123997
"48",11.5640074052673
"49",10.6810769019542
"50",11.0287879167380
"51",11.5754207769351
"52",9.54753832789476
"53",10.6966076536176
"54",9.87721957578015
"55",11.4652490414752
"56",11.7685542315023
"57",10.3364649498065
"58",10.1679684499362
"59",10.9818842644633
"60",9.96399565221486
"61",11.2061534399922
"62",10.4156837200812
"63",9.9287323327255
"64",10.5487395122492
"65",11.5400913815326
"66",10.1313466600854
"67",11.1989467955279
"68",10.4278467774507
"69",11.1327869552484
"70",12.1184773321667
"71",12.1737663401900
"72",11.0496225350806
"73",11.4674808006214
"74",11.5191418278473
"75",10.3728985018734
"76",9.2453850778811
"77",11.6745437834292
"78",10.4979447489128
"79",11.089853005185
"80",8.85675084066156
"81",8.96685904957614
"82",10.3769913525170
"83",9.335071685241
"84",11.6245405236301
"85",10.7004545477425
"86",10.8694595741583
"87",10.1551152255957
"88",11.0466117859439
"89",10.3314111682596
"90",9.87372784904825
"91",10.4128286856222
"92",10.185066500491
"93",10.0584635275619
"94",12.1870589946881
"95",10.7672140576601
"96",11.2331143736235
"97",9.30546057090898
"98",10.9739308533780
"99",11.8194884891623
"100",10.2459077079991
