"","mdstpadj"
"1",8.00047676984857
"2",18.0087153306745
"3",16.9863703646529
"4",22.5990894412933
"5",21.5251558599356
"6",8.11977254576344
"7",3.00042910825559
"8",9.25951854402226
"9",13.7749903537928
"10",6.1614663933375
"11",11.4218355331109
"12",12.6691159888882
"13",7.95310696586755
"14",9.37726137167645
"15",12.6236323978279
"16",7.6547664141735
"17",8.17587947934146
"18",5.44347595042381
"19",15.5512268964329
"20",16.3309220061116
"21",6.57483916400883
"22",9.85831707120622
"23",17.9829363159220
"24",6.66527407148366
"25",9.67907763341463
"26",19.7260987592775
"27",10.8256145724482
"28",14.8890823563697
"29",9.06911053305457
"30",11.5828244903821
"31",8.110376248801
"32",24.2433950959364
"33",7.35045115051607
"34",9.15451736011446
"35",31.6833621725988
"36",7.0072030126465
"37",8.68696547311796
"38",13.8877664421343
"39",13.7641721060673
"40",23.3859959776312
"41",12.0461194582128
"42",14.3976818126101
"43",8.25786910525633
"44",45.0318820614261
"45",7.39391055737041
"46",5.78801855658087
"47",8.62667801270282
"48",9.56317998315376
"49",21.6389363871469
"50",13.1784519741887
"51",8.66945175355313
"52",9.79144441251326
"53",10.6359722535857
"54",11.5752314385736
"55",10.9050045212846
"56",15.4149037154789
"57",9.08755362490614
"58",11.1352049022383
"59",9.22690801793985
"60",7.16452486225138
"61",7.49784017380479
"62",3.00014568196562
"63",5.80775453294205
"64",12.2835073603187
"65",12.3897999338131
"66",10.0261544483231
"67",10.0221105418518
"68",10.2578908473485
"69",25.7954285657902
"70",8.4654817809522
"71",12.3450144973045
"72",9.26406023906407
"73",15.2872130480207
"74",5.42652061767879
"75",10.1382500362728
"76",9.75601282377464
"77",11.0770836679611
"78",5.91415139138376
"79",7.98159054204534
"80",6.84390454921217
"81",8.96309884503612
"82",12.9287835120862
"83",18.6153836539543
"84",6.06519288370614
"85",6.06370137944307
"86",13.5149582158713
"87",9.52693363780344
"88",11.2958867824026
"89",8.75555707581145
"90",12.7573695303844
"91",3.47120369335615
"92",14.0658645468272
"93",7.56117020175309
"94",17.6256814662249
"95",10.5813224024144
"96",4.99259663762441
"97",19.8498109987868
"98",9.09143030652324
"99",17.7803311765542
"100",7.33657749569428
