"","mdstpadj"
"1",7.5950617645292
"2",7.80181853990153
"3",8.02568179805919
"4",7.88742893452252
"5",7.71752895958698
"6",7.24800821423326
"7",7.90019589479332
"8",8.02183618887561
"9",7.67703432948363
"10",7.38411177279612
"11",7.97009154553844
"12",7.87046976255753
"13",7.84078513830132
"14",7.42819695549402
"15",7.25585467230287
"16",7.85959694170655
"17",7.50510163835476
"18",8.23439068751531
"19",7.62476570516414
"20",7.13489501851043
"21",8.37605092003458
"22",8.06577575447212
"23",8.0638096859315
"24",7.87518274354134
"25",7.36491630809876
"26",7.75574541843638
"27",7.96443167636177
"28",8.18876123105952
"29",8.2608254761674
"30",8.04847375271274
"31",7.78146077804006
"32",8.5356753202897
"33",7.7580367445355
"34",7.78198373251073
"35",7.51918119227894
"36",7.93387466386834
"37",7.44232730289346
"38",7.55423319715526
"39",7.75978512727463
"40",7.8593205474634
"41",7.58387137855701
"42",7.93834353408492
"43",8.28918548497466
"44",7.46596638136157
"45",7.36453023040655
"46",7.2719273543279
"47",7.24380256182956
"48",7.41013461927188
"49",7.54579684478254
"50",7.49340682164422
"51",7.13429940103131
"52",7.44287142662899
"53",7.87009222362916
"54",7.36442333596153
"55",7.49569139815558
"56",7.21040487660755
"57",7.86332575816787
"58",8.02117768379865
"59",7.66205657934493
"60",7.43586452675132
"61",7.49232375565903
"62",7.28425452062954
"63",7.76190786942883
"64",7.53451636297164
"65",7.92380644558786
"66",7.54940915506575
"67",7.73502747418645
"68",7.51604449832136
"69",7.81712531514076
"70",7.80589512820364
"71",7.5446006749823
"72",7.66609178801966
"73",7.1981204610709
"74",7.69276033373644
"75",7.56266574813093
"76",7.94143216251934
"77",8.0600133954661
"78",7.29285302958184
"79",7.71732917277249
"80",8.127105467458
"81",7.49164755815107
"82",7.48875782042777
"83",8.038985730594
"84",8.14871381983081
"85",7.51897713294082
"86",7.06659800810195
"87",7.88562460182209
"88",7.57476377124517
"89",7.96855604604251
"90",6.93677062973007
"91",7.69392822519922
"92",7.51164372182543
"93",7.73623699689521
"94",7.67659982985098
"95",7.36687295845944
"96",7.87480607242368
"97",7.7149209382752
"98",7.73577111134111
"99",7.56149713795784
"100",7.89896922812192
