"","mdstpadj"
"1",11.6526542211207
"2",11.9495850401839
"3",11.6270343931024
"4",12.3827437417690
"5",12.2350113075682
"6",4.30736546030682
"7",9.8418434284099
"8",13.7376032623174
"9",8.69668165429777
"10",25.7048285315846
"11",19.5425299715344
"12",30.4823003214651
"13",11.6560330300774
"14",13.7029464237339
"15",24.97277662751
"16",16.7416724599703
"17",24.1919070469876
"18",11.0742000611018
"19",9.34361257916149
"20",27.3729359615354
"21",23.47308475292
"22",11.3938971605860
"23",11.8797846607723
"24",9.22680153833728
"25",13.7920100619362
"26",16.8929498951871
"27",16.2077560463711
"28",27.4557368580476
"29",30.9029335142217
"30",11.6828256468122
"31",16.7278443736498
"32",38.6251591339640
"33",19.7087913163554
"34",9.65496179694465
"35",10.0485321253360
"36",33.3743571868298
"37",9.85847727535087
"38",17.4330836110360
"39",11.4781798336953
"40",10.9882502318939
"41",9.26841826819
"42",11.8623806372848
"43",12.3679457909741
"44",14.4880516201547
"45",12.1078535011889
"46",12.1930482319910
"47",12.1911999256273
"48",17.5239900221369
"49",13.2006619057259
"50",13.1862656908441
"51",9.03572993427198
"52",13.234131713977
"53",9.26899283748519
"54",28.3202077753448
"55",14.7247391993000
"56",48.5422696969462
"57",16.2121650702669
"58",18.4448651536374
"59",10.3603442231099
"60",35.6614582413339
"61",15.3657462573577
"62",12.8068876136470
"63",10.7440608943971
"64",11.5658501090838
"65",14.7184120054558
"66",25.1163915881874
"67",9.28772802777975
"68",11.0825061325793
"69",19.5671267935108
"70",8.50831446888603
"71",9.85355339811716
"72",28.3692726233099
"73",8.84644312185162
"74",24.7880588086864
"75",19.3014883999235
"76",13.8410080113256
"77",9.76905985129488
"78",9.11842571980825
"79",18.4886494520270
"80",11.605626174091
"81",20.7346539371462
"82",8.87340824023364
"83",9.6576141310009
"84",12.5119698707168
"85",9.24912349921554
"86",12.2959077688685
"87",24.3782728249788
"88",19.9880134793429
"89",41.0031506880267
"90",8.44018115249913
"91",12.9004078421745
"92",10.4108129094618
"93",13.1701652407133
"94",15.3109009084162
"95",15.018747322093
"96",17.1750182976636
"97",12.7981163275128
"98",9.3557924752055
"99",11.7600510995957
"100",8.03503822060529
