"","mapped"
"417",0.0034782229503969
"418",0.00421752575789578
"419",0.00354404584737399
"420",0.00294950830934754
"421",0.00458064357833856
"422",0.0030237412750466
"423",0.00356936875390677
"424",0.00397157749911666
"425",0.00466671300279455
"426",0.0080081948248791
"427",0.00419616221860146
"428",0.00331412535910038
"429",0.00358893513573177
"430",0.00449853113339484
"431",0.00434469032126356
"432",0.0049901302887298
"433",0.00276158982946449
"434",0.00260892842609261
"435",0.00497321990390237
"436",0.00382229375089206
"437",0.00444449811938992
"438",0.00394814354476175
"439",0.00301031865584318
"440",0.00372257628963652
"441",0.00329410138418105
"442",0.00283339936030855
"443",0.00376905644054484
"444",0.00328804272656742
"445",0.0056435873909886
"446",0.00625274805465938
"447",0.00543120935520748
"448",0.00311831708609535
"449",0.0050728378568068
"450",0.00440021294500369
"451",0.00447726965604619
"452",0.00472627422285564
"453",0.00468878826215180
"454",0.00549578174031655
"455",0.0062577116994817
"456",0.00281174773504479
"457",0.00597176835216783
"458",0.00393834348050366
"459",0.00417645784464007
"460",0.0032816376429877
"461",0.00464785060252765
"462",0.00403329931455611
"463",0.00355314866763089
"464",0.00371406448640178
"465",0.00326389918005602
"466",0.00369571094202749
"467",0.00188439698233294
"468",0.00514800328159663
"469",0.00275049700640342
"470",0.00316545615350200
"471",0.00492386531303852
"472",0.00331526721622428
"473",0.00449947998204247
"474",0.00431782366978546
"475",0.00446788263083223
"476",0.00324567934924229
"477",0.00384769777602487
"478",0.00344470387560893
"479",0.00583963360556837
"480",0.00468828932719567
"481",0.00429693382218111
"482",0.00416298938307237
"483",0.00831280328944958
"484",0.00221294140594989
"485",0.00445208923272815
"486",0.00327556764474462
"487",0.00420823658184917
"488",0.00544627715294226
"489",0.00353912722958269
"490",0.00383184601292627
"491",0.00308021617137872
"492",0.00488211262177418
"493",0.0036932033655687
"494",0.00502823943156799
"495",0.00365922556679394
"496",0.00265148598677282
"497",0.00279037500970315
"498",0.00553240505079394
"499",0.00306987443125101
"500",0.00427514788809493
"501",0.00492627429484945
"502",0.0040500647255088
"503",0.00385936744973323
"504",0.0033935720637322
"505",0.0036001760156818
"506",0.00283811314108952
"507",0.00549083554807912
"508",0.00259841675560269
"509",0.00462550426596539
"510",0.00266097459448066
"511",0.00394448948795580
"512",0.00638901493063992
"513",0.00551681724729859
"514",0.00376431520410663
"515",0.00683886983532435
"516",0.00381613026855381
"517",0.00378191523766846
"518",0.00346415601880460
"519",0.00454609975697105
"520",0.00341356994038796
"521",0.00461971058279284
"522",0.00435159889304086
"523",0.0060146840685091
"524",0.00543737818759592
"525",0.00495547937458757
"526",0.00396253330584436
"527",0.00320644981960466
"528",0.00497306027358322
"529",0.00351803606066896
"530",0.00499067388843405
"531",0.00390791791566124
"532",0.00342839177136238
"533",0.00635939542028646
"534",0.00300053859549847
"535",0.0038760377839072
"536",0.00504064482345026
"537",0.0026407565151768
"538",0.0054240036107186
"539",0.00380052185950502
"540",0.00245595648193019
"541",0.00288648686390785
"542",0.0052661575104891
"543",0.00309926891980182
"544",0.00490693345500076
"545",0.0043426688913603
"546",0.00236122657139588
"547",0.00597532135199475
"548",0.00342124325607312
"549",0.00328740453768496
"550",0.00320564944990647
"551",0.00406613366668337
"552",0.00548055879814723
"553",0.00345993474322276
"554",0.00369045556518342
"555",0.00520605357288246
"556",0.00259830703125412
"557",0.00652700634391101
"558",0.00291357224929567
"559",0.0043700678365633
"560",0.00445445252706257
"561",0.00285937460879766
"562",0.00767888427940324
"563",0.00421793703805528
"564",0.00575815886435012
"565",0.00461665467214936
"566",0.00612135200757968
"567",0.00419621190425717
"568",0.00421992260425793
"569",0.00533429116682852
"570",0.00236577991116601
"571",0.00413001485144225
"572",0.00361856771275589
"573",0.00433758311365787
"574",0.00373484810835541
"575",0.00428402236345652
"576",0.00364051463334222
"577",0.00397270496361291
"578",0.00555199696584727
"579",0.00343604633883639
"580",0.00527782850947647
"581",0.00418764126994209
"582",0.00552351022908807
"583",0.00495104328851246
"584",0.00390517682151961
"585",0.00405494985844081
"586",0.00329165035910748
"587",0.00404821247535148
"588",0.00383451573582362
"589",0.00492962190905541
"590",0.00469198767414212
"591",0.00537140016743597
"592",0.00501838784042603
"593",0.00432079031252848
"594",0.00333310265311933
"595",0.00277754481482431
"596",0.00401671302887838
"597",0.00644255746267252
"598",0.00371347948386897
"599",0.00470506951075551
"600",0.00564742459817018
"601",0.00279539568139932
"602",0.00323422544863538
"603",0.00345825830891269
"604",0.00478346634982809
"605",0.00325497799148791
"606",0.00295306367605587
"607",0.0052187593960408
"608",0.00292033736042347
"609",0.00650321892766064
"610",0.00545478562011696
"611",0.00328035039961151
"612",0.00411974822975306
"613",0.00390166768824787
"614",0.00341557497592228
"615",0.00518303520310842
"616",0.00441205130344914
"617",0.00253694092098645
"618",0.00239739431979697
"619",0.00475833786395452
"620",0.00295886183004970
"621",0.0104072499492003
"622",0.00409042913840163
"623",0.00324162736829158
"624",0.00287284138697086
"625",0.00626065033711511
"626",0.00318325948552161
"627",0.00403907663272518
"628",0.00348536575046122
"629",0.00454116293735744
"630",0.00391832326411642
"631",0.0030538793903542
"632",0.00536637205319966
"633",0.00320824404555337
"634",0.00467674309638112
"635",0.00399079363252916
"636",0.00384909221019879
"637",0.00400081251221052
"638",0.00355850896137471
"639",0.00603115033829391
"640",0.0031017391890966
"641",0.00421389703589412
"642",0.00357947638867414
"643",0.00462873874309585
"644",0.00310397096909232
"645",0.00286940317973088
"646",0.00216383710540282
"647",0.00263343830878483
"648",0.00313785953963462
"649",0.00435894261026101
"650",0.00553721137864249
"651",0.00318677908639863
"652",0.00304068526337552
"653",0.00401239367757843
"654",0.00485446349837291
"655",0.00412691507640393
"656",0.0032480145308307
"657",0.00447228602359136
"658",0.00403475361616123
"659",0.00434108488497392
"660",0.00501551053098973
"661",0.00270984537376199
"662",0.00391256963651572
"663",0.00544869462093928
"664",0.00423246369537045
"665",0.00468598311726747
"666",0.00314730951665251
"667",0.00330689833184653
"668",0.00395811030893778
"669",0.00321488387736855
"670",0.00304624862716045
"671",0.00636978172376941
"672",0.00398014681607730
"673",0.00359760684043539
"674",0.00421760654145537
"675",0.00306875026612255
"676",0.00514973249648749
"677",0.00249163608637811
"678",0.00635143107940012
"679",0.00429402750251128
"680",0.00361674036986302
"681",0.004386812119851
"682",0.00299847629731136
"683",0.00376975111347314
"684",0.00303975468013576
"685",0.00589229211578185
"686",0.00271799061063322
"687",0.00488817669073263
"688",0.00323067422797682
"689",0.00424541235158064
"690",0.00564245456054037
"691",0.00657144146919895
"692",0.00472938032773024
"693",0.00275672412905096
"694",0.00291624857201886
"695",0.00355110519515501
"696",0.0047507170649275
"697",0.00482347657994768
"698",0.00424568091710503
"699",0.00408012859749797
"700",0.00419354914132077
"701",0.00278675038820968
"702",0.00364542198101474
"703",0.00528235887632443
"704",0.00413619261301540
"705",0.00334268064570743
"706",0.00325074796724873
"707",0.00378422961279506
"708",0.00485201846601564
"709",0.00349515401688882
"710",0.0038349782330608
"711",0.00433847380112966
"712",0.00362749416521690
"713",0.00451496887687546
"714",0.00427446554294685
"715",0.00349756195767426
"716",0.00400842986862802
"717",0.00257070370125739
"718",0.00381150280990002
"719",0.00688299431899291
"720",0.00612280957585397
"721",0.00428584797345949
"722",0.00394721881213539
"723",0.00334623119465560
"724",0.00358090063810617
"725",0.00329871474685711
"726",0.00415488229681437
"727",0.00259705233397986
"728",0.00325611007264766
"729",0.00293992652238544
"730",0.00388491643401267
"731",0.00350676141882911
"732",0.00314161305332729
"733",0.00263270103056307
"734",0.00404137213847601
"735",0.0042073855980007
"736",0.00446082656573554
"737",0.00401373955623798
"738",0.0042043875591981
"739",0.00533151180147782
"740",0.00374886109736849
"741",0.0052650912663034
"742",0.00488245541272888
"743",0.00439002769847177
"744",0.00267511660536614
"745",0.0035361181996859
"746",0.00401033794949666
"747",0.00269650517971881
"748",0.00266525606695987
"749",0.00613129774547626
"750",0.00548583338576082
"751",0.00413853502871803
"752",0.0059054854718027
"753",0.00499945056865022
"754",0.00332221174286948
"755",0.00267222450985487
"756",0.00438088084036349
"757",0.00348463367423969
"758",0.00482682930514028
"759",0.00272412328391201
"760",0.00347627911320936
"761",0.0065862844554111
"762",0.00332562873735725
"763",0.00577712140860125
"764",0.00789390826931888
"765",0.00493451685441123
"766",0.00368624189195164
"767",0.00348501541161425
"768",0.00425918826775917
"769",0.00480178068302693
"770",0.00409309912572514
"771",0.00329542340667649
"772",0.00385152860960334
"773",0.00306366956962284
"774",0.00269351828209222
"775",0.00564358439201748
"776",0.00345137674583879
"777",0.00236406127082806
"778",0.00434182265297807
"779",0.00364634953941119
"780",0.00428085084391471
"781",0.00286944072785641
"782",0.00385480063034012
"783",0.00428690811697164
"784",0.00460184018224688
"785",0.00385992369994187
"786",0.00383420605460953
"787",0.00362392935424904
"788",0.00501946230437672
"789",0.00359602419416411
"790",0.00582832231795562
"791",0.00538637294565004
"792",0.00298631694449968
"793",0.00319892941034561
"794",0.00378315684052062
"795",0.00324564685948144
"796",0.0064529106425949
"797",0.00558321854388892
"798",0.00421341640457632
"799",0.00272411822423850
"800",0.00360189385048472
"801",0.00267977625593662
"802",0.00428942318800292
"803",0.00420588429222375
"804",0.00319832851063527
"805",0.00324454248336241
"806",0.00309615270077073
"807",0.00403252197787461
"808",0.00440311073868665
"809",0.00373151219100346
"810",0.00452529537769747
"811",0.00366495536385916
"812",0.00495372697094945
"813",0.00299469845667874
"814",0.00305839734341855
"815",0.00422740831256806
"816",0.00294757528243454
"817",0.00449366066084050
"818",0.00332417930314835
"819",0.00427405380949054
"820",0.00535535910874667
"821",0.00722881049321403
"822",0.00280107362095450
"823",0.0040074631824153
"824",0.00178404474860034
"825",0.00482724959693976
"826",0.00461378181475851
"827",0.00307346000942532
"828",0.00280907579450013
"829",0.00216059471735951
"830",0.00237602701536937
"831",0.00456156719625003
"832",0.00406093683940449
"833",0.00550851327966529
"834",0.00369085851743677
"835",0.00421861832287846
"836",0.00320165698873846
"837",0.00534879663247853
"838",0.00463570300021668
"839",0.00446891420482873
"840",0.00446323050686449
"841",0.0029235608524853
"842",0.00278341141487688
"843",0.00485297120431045
"844",0.00306638696413687
"845",0.00506442854540478
"846",0.00274531698577205
"847",0.00388859731915475
"848",0.00300950792343154
"849",0.00476956955308622
"850",0.00390809744066174
"851",0.00370950229481945
"852",0.00537149674496617
"853",0.00425857394313576
"854",0.00397596814777853
"855",0.0065034359408071
"856",0.00373222957652731
"857",0.00311286831014525
"858",0.00417295571624364
"859",0.00407392014074353
"860",0.00450255109881662
"861",0.00401978935822645
"862",0.00289221031880454
"863",0.00390682778147719
"864",0.00377683814879369
"865",0.00371602507047912
"866",0.00357430740698612
"867",0.004005717964214
"868",0.00484077379705565
"869",0.00379964422399737
"870",0.00572938207247259
"871",0.00260898404008762
"872",0.00436068399237156
"873",0.00386374485311097
"874",0.00415914872345818
"875",0.002893559081344
"876",0.00384964821534852
"877",0.00580809864185525
"878",0.00424918851672803
"879",0.00452473955484821
"880",0.0041142351872112
"881",0.00349118987233411
"882",0.00345940051675472
"883",0.00222742779875296
"884",0.00599074437030644
"885",0.0037299143147536
"886",0.00349640404285561
"887",0.00278997137473319
"888",0.00496024296269572
"889",0.00485152887767817
"890",0.00351293571498393
"891",0.00420837689407148
"892",0.0041358953325618
"893",0.0051861555464992
"894",0.00578835618497092
"895",0.00345925799777749
"896",0.00509289533254028
"897",0.00249685863345521
"898",0.00387129413359072
"899",0.00324792455985181
"900",0.0083167168748013
"901",0.00378922073696467
"902",0.00667575057228493
"903",0.00481599959109165
"904",0.00338542817157727
"905",0.00274404600544554
"906",0.00393601988340028
"907",0.00624952130102996
"908",0.00302360759230250
"909",0.00409209728728454
"910",0.00292513975498935
"911",0.00556319992703429
"912",0.00345262467628808
"913",0.00307611738217833
"914",0.0038174928787338
"915",0.00255743651602004
"916",0.00418540104748967
"917",0.00654440636446081
"918",0.00351517507993369
"919",0.00205618278503376
"920",0.00445788307742824
"921",0.00358357123377279
"922",0.00479033208239641
"923",0.00417968814485153
"924",0.00354171990024954
"925",0.00351567018285322
"926",0.0026418315418522
"927",0.00639923146047884
"928",0.00475938823653126
"929",0.00439674304727889
"930",0.00454778075521103
"931",0.00246817806779599
"932",0.00600923536125297
"933",0.00424478272901228
"934",0.00287658115267134
"935",0.00353773324725296
"936",0.00260066407987818
"937",0.00399092981707371
"938",0.00428046655415329
"939",0.00523987928356088
"940",0.00219483329246117
"941",0.00546381053478539
"942",0.00420362160619398
"943",0.00609731339166123
"944",0.00300115197742777
"945",0.00333016570986572
"946",0.00729064379084076
"947",0.00415301562709505
"948",0.00555994182417325
"949",0.00396464750398509
"950",0.00353797675294165
"951",0.00426050374463122
"952",0.00316845524087436
"953",0.00390098617295316
"954",0.005539998383798
"955",0.00752714663213769
"956",0.00604930808166663
"957",0.0042448133888879
"958",0.00456541695249429
"959",0.00234541994583856
"960",0.00399750927247931
"961",0.00396155220087224
"962",0.00309309982960563
"963",0.00404576827848044
"964",0.00462394417160526
"965",0.00579470177568194
"966",0.00344926772501045
"967",0.00358318751446361
"968",0.00322010149358535
"969",0.00400858896373037
"970",0.00483083328764413
"971",0.00396995813080341
"972",0.00307808300018376
"973",0.00393586718117948
"974",0.00322438397041743
"975",0.00402541421471732
"976",0.00417611641086871
"977",0.00527467274212801
"978",0.00416692009764339
"979",0.00476107700611959
"980",0.00384227020204672
"981",0.00475067614833983
"982",0.00412282624516873
"983",0.00343489862466709
"984",0.00362596434970568
"985",0.00321032169145262
"986",0.00463989467012551
"987",0.00367911113583667
"988",0.00422363195028825
"989",0.00399272287394111
"990",0.00353152466383573
"991",0.00423327079382795
"992",0.00340467332094938
"993",0.00255860157290464
"994",0.00482122975911292
"995",0.00240850621697172
"996",0.00421615267146721
"997",0.00364648862398614
"998",0.0037810666067065
"999",0.00448595081154729
"1000",0.0032509676047577
