"","tprs","tprsin","mdstp","mdstpin","soap","soapin","NA","NA","NA","NA","NA","NA"
"1",11.1900379977368,14.2397294872669,13.3518672486488,24.3721584617311,11.7514413457871,17.0534388964382,11.1900379977368,14.2397294872669,13.3518672486488,24.3721584617311,11.7514413457871,17.0534388964382
"2",10.8904333651512,14.5192642450826,11.1139065757033,10.6380425372138,11.5476440365975,11.7795273114805,10.8904333651512,14.5192642450826,11.1139065757033,10.6380425372138,11.5476440365975,11.7795273114805
"3",7.42062192417566,13.0872042904054,7.55216033168236,11.8062571011148,7.6381192600081,12.9414610125883,7.42062192417566,13.0872042904054,7.55216033168236,11.8062571011148,7.6381192600081,12.9414610125883
"4",7.00735143411991,9.22864489065616,6.9102327931224,9.29001272035912,7.02226805836385,8.73608806641465,7.00735143411991,9.22864489065616,6.9102327931224,9.29001272035912,7.02226805836385,8.73608806641465
"5",9.57737261194112,11.4357262219217,11.5165917068017,11.3041260415111,10.8902345098476,9.84541121241985,9.57737261194112,11.4357262219217,11.5165917068017,11.3041260415111,10.8902345098476,9.84541121241985
"6",7.15891319878919,16.8747259928650,8.93332968221014,13.4804257262863,9.09386560330559,13.8462916015859,7.15891319878919,16.8747259928650,8.93332968221014,13.4804257262863,9.09386560330559,13.8462916015859
"7",12.2231274939795,9.38006726060446,13.0782661081557,8.53905153609574,12.8965790495295,8.36587792490459,12.2231274939795,9.38006726060446,13.0782661081557,8.53905153609574,12.8965790495295,8.36587792490459
"8",14.0487607157410,19.4476721316428,14.9481002409255,21.7295041162049,14.4434667481716,19.402410721853,14.0487607157410,19.4476721316428,14.9481002409255,21.7295041162049,14.4434667481716,19.402410721853
"9",11.9340360998868,8.64660272794294,12.0082209656062,10.2594012997708,11.5740299104768,9.37180850343377,11.9340360998868,8.64660272794294,12.0082209656062,10.2594012997708,11.5740299104768,9.37180850343377
"10",10.4163691158796,8.60070235048487,12.2332909964880,7.80887256235685,13.2764620842915,6.88352087978616,10.4163691158796,8.60070235048487,12.2332909964880,7.80887256235685,13.2764620842915,6.88352087978616
"11",8.45578774231427,11.2547636723588,8.32728005761894,9.50200335814716,10.4473394941478,14.0026395741625,8.45578774231427,11.2547636723588,8.32728005761894,9.50200335814716,10.4473394941478,14.0026395741625
"12",14.196406556019,14.5502831840811,14.6445472677661,12.2067143742506,14.2006109194745,13.3783714072209,14.196406556019,14.5502831840811,14.6445472677661,12.2067143742506,14.2006109194745,13.3783714072209
"13",11.0010303042001,14.1049984177124,12.9634144096428,12.9036488342033,11.5279969563239,12.4756573651959,11.0010303042001,14.1049984177124,12.9634144096428,12.9036488342033,11.5279969563239,12.4756573651959
"14",13.0123256396027,14.1090914577346,13.7163719526510,12.5860065360064,13.0668240575743,13.7171848918105,13.0123256396027,14.1090914577346,13.7163719526510,12.5860065360064,13.0668240575743,13.7171848918105
"15",15.0888092330694,19.6020172955799,13.5548435509972,20.6193191236508,14.9121742407286,18.7298994096184,15.0888092330694,19.6020172955799,13.5548435509972,20.6193191236508,14.9121742407286,18.7298994096184
"16",9.81639172312696,11.9514531261068,11.6364882249327,12.2691912248022,11.3834431033951,13.0715788737015,9.81639172312696,11.9514531261068,11.6364882249327,12.2691912248022,11.3834431033951,13.0715788737015
"17",15.3091991258511,12.5616359638563,15.6756310795883,10.8046370815235,17.0035278091911,10.9504878361754,15.3091991258511,12.5616359638563,15.6756310795883,10.8046370815235,17.0035278091911,10.9504878361754
"18",8.85281142921736,9.45116523402548,8.7448842028952,5.14055927163752,8.87611761369058,6.25470402194269,8.85281142921736,9.45116523402548,8.7448842028952,5.14055927163752,8.87611761369058,6.25470402194269
"19",10.6551863571663,9.75382159729582,11.1466452642198,8.70704341750086,11.2352196939273,9.17033409287802,10.6551863571663,9.75382159729582,11.1466452642198,8.70704341750086,11.2352196939273,9.17033409287802
"20",11.3498454680921,7.61564495054321,11.2645337210966,9.08034779519789,11.4734069903681,8.39635915705475,11.3498454680921,7.61564495054321,11.2645337210966,9.08034779519789,11.4734069903681,8.39635915705475
"21",5.97739965426167,11.0984447443543,6.8050804095018,8.367212345335,7.02914065131784,9.22815847182901,5.97739965426167,11.0984447443543,6.8050804095018,8.367212345335,7.02914065131784,9.22815847182901
"22",9.94369385494191,6.42581759703972,9.84729286062288,8.89282394020523,9.17113281412104,7.1482963562077,9.94369385494191,6.42581759703972,9.84729286062288,8.89282394020523,9.17113281412104,7.1482963562077
"23",12.1663963977896,23.1977159710553,11.9662248454138,25.3494527340538,11.5212869720814,28.9258110220343,12.1663963977896,23.1977159710553,11.9662248454138,25.3494527340538,11.5212869720814,28.9258110220343
"24",9.89837255370527,12.8416447559790,10.8121030300381,14.6441775759299,12.1299151612809,12.2688467636629,9.89837255370527,12.8416447559790,10.8121030300381,14.6441775759299,12.1299151612809,12.2688467636629
"25",9.75776030423313,12.1079540722997,11.0046014083277,10.8316366055123,10.4457845593151,12.6230566250839,9.75776030423313,12.1079540722997,11.0046014083277,10.8316366055123,10.4457845593151,12.6230566250839
"26",7.92684947411135,11.4348856431929,8.39911694820264,10.6289548722504,9.70351937945036,10.7786098056599,7.92684947411135,11.4348856431929,8.39911694820264,10.6289548722504,9.70351937945036,10.7786098056599
"27",10.3764822126946,13.2750876281429,10.9858617635646,12.8661920320802,10.0979507979884,12.0057000249965,10.3764822126946,13.2750876281429,10.9858617635646,12.8661920320802,10.0979507979884,12.0057000249965
"28",13.0015696917637,18.9114805159859,13.5335910656402,13.3538727374544,14.6344925178812,14.7745835518778,13.0015696917637,18.9114805159859,13.5335910656402,13.3538727374544,14.6344925178812,14.7745835518778
"29",10.0251372235390,9.53978423382121,10.7538209852452,9.32340143860175,11.3512727098757,9.35090445653344,10.0251372235390,9.53978423382121,10.7538209852452,9.32340143860175,11.3512727098757,9.35090445653344
"30",13.9556203332090,8.96165361107832,16.2818853052803,10.0058358357079,17.1984279927879,8.44582417245262,13.9556203332090,8.96165361107832,16.2818853052803,10.0058358357079,17.1984279927879,8.44582417245262
"31",9.42129309571015,14.6329690123420,11.1325793669551,11.2731124520995,13.6397121031553,11.7307999545316,9.42129309571015,14.6329690123420,11.1325793669551,11.2731124520995,13.6397121031553,11.7307999545316
