"","V1","V2","V3","V4"
"360","0.35","180","mse","105.546440392205"
"361","0.35","181","edf","62.4591694779355"
"362","0.35","181","mse","108.897025570405"
"363","0.35","182","edf","60.2230788486747"
"364","0.35","182","mse","99.6775828718988"
"365","0.35","183","edf","66.1481130864988"
"366","0.35","183","mse","80.0443767880534"
"367","0.35","184","edf","66.8328067259005"
"368","0.35","184","mse","65.215581250306"
"369","0.35","185","edf","65.5924722913017"
"370","0.35","185","mse","104.559538533662"
"371","0.35","186","edf","62.1073118413112"
"372","0.35","186","mse","67.2134732295248"
"373","0.35","187","edf","60.3251409577857"
"374","0.35","187","mse","76.2879600595675"
"375","0.35","188","edf","59.4659486999969"
"376","0.35","188","mse","73.0994925784025"
"377","0.35","189","edf","70.8164252207568"
"378","0.35","189","mse","64.8161951912576"
"379","0.35","190","edf","65.0743138321288"
"380","0.35","190","mse","88.9856630172483"
"381","0.35","191","edf","70.5889953917725"
"382","0.35","191","mse","105.27135944225"
"383","0.35","192","edf","75.5403187566499"
"384","0.35","192","mse","85.5989196098716"
"385","0.35","193","edf","58.0395844176332"
"386","0.35","193","mse","79.3755221015578"
"387","0.35","194","edf","64.3619758134152"
"388","0.35","194","mse","68.9637901380439"
"389","0.35","195","edf","65.8832532329806"
"390","0.35","195","mse","67.5640873389832"
"391","0.35","196","edf","58.0143271845455"
"392","0.35","196","mse","119.67962717538"
"393","0.35","197","edf","63.7007384097013"
"394","0.35","197","mse","65.0931672773227"
"395","0.35","198","edf","57.396932161646"
"396","0.35","198","mse","102.987435366868"
"397","0.35","199","edf","59.2607504393109"
"398","0.35","199","mse","80.9916557612627"
"399","0.35","200","edf","58.2625580613989"
"400","0.35","200","mse","85.5039240409257"
"401","0.9","1","edf","45.4369026991956"
"402","0.9","1","mse","288.29588206185"
"403","0.9","2","edf","36.5065175186085"
"404","0.9","2","mse","277.640617584214"
"405","0.9","3","edf","33.7597291216018"
"406","0.9","3","mse","240.829381065457"
"407","0.9","4","edf","39.3196837970384"
"408","0.9","4","mse","275.139059690429"
"409","0.9","5","edf","40.1725084258978"
"410","0.9","5","mse","314.568147963315"
"411","0.9","6","edf","34.2648620151378"
"412","0.9","6","mse","292.370132668554"
"413","0.9","7","edf","37.5906085895324"
"414","0.9","7","mse","276.457885160818"
"415","0.9","8","edf","31.1865682696627"
"416","0.9","8","mse","553.79477888692"
"417","0.9","9","edf","35.7627254107305"
"418","0.9","9","mse","288.495423700738"
"419","0.9","10","edf","35.7984665839023"
"420","0.9","10","mse","204.320641562994"
"421","0.9","11","edf","44.9155841947986"
"422","0.9","11","mse","300.206475183974"
"423","0.9","12","edf","48.0235307786047"
"424","0.9","12","mse","172.000166932498"
"425","0.9","13","edf","39.7563229468931"
"426","0.9","13","mse","211.732406061013"
"427","0.9","14","edf","36.0443118098159"
"428","0.9","14","mse","304.351065317675"
"429","0.9","15","edf","37.115488382055"
"430","0.9","15","mse","212.480557685617"
"431","0.9","16","edf","41.0208166955456"
"432","0.9","16","mse","284.47762902807"
"433","0.9","17","edf","43.4947766334594"
"434","0.9","17","mse","296.485297962153"
"435","0.9","18","edf","38.5701910010138"
"436","0.9","18","mse","173.066210902189"
"437","0.9","19","edf","42.024205541268"
"438","0.9","19","mse","246.420269476082"
"439","0.9","20","edf","40.243732178534"
"440","0.9","20","mse","401.79329112846"
"441","0.9","21","edf","38.8780308981071"
"442","0.9","21","mse","204.467266978184"
"443","0.9","22","edf","38.9537094404635"
"444","0.9","22","mse","264.552456667466"
"445","0.9","23","edf","42.7377753418113"
"446","0.9","23","mse","262.142574461308"
"447","0.9","24","edf","39.6743254957399"
"448","0.9","24","mse","331.354334969464"
"449","0.9","25","edf","39.3129495716394"
"450","0.9","25","mse","231.403535217972"
"451","0.9","26","edf","35.7904668391771"
"452","0.9","26","mse","249.093479951283"
"453","0.9","27","edf","40.6113948193657"
"454","0.9","27","mse","151.386019647421"
"455","0.9","28","edf","38.3107693880574"
"456","0.9","28","mse","187.92813445458"
"457","0.9","29","edf","44.0192391725984"
"458","0.9","29","mse","264.562379521029"
