"x","y","z","inside"
-3,-3,-7.61394984508961e-26,0
-2.86734693877551,-3,-0.00667779632721202,1
-2.73469387755102,-3,-0.0133555926544240,1
-2.60204081632653,-3,-0.0200333889816361,1
-2.46938775510204,-3,-0.0267111853088483,1
-2.33673469387755,-3,-0.0333889816360828,1
-2.20408163265306,-3,-0.0400667779648316,1
-2.07142857142857,-3,-0.0467445743657337,1
-1.93877551020408,-3,-0.0534223731715934,1
-1.80612244897959,-3,-0.0601002279116902,1
-1.67346938775510,-3,-0.0667789869999001,1
-1.54081632653061,-3,-0.0734678513423316,1
-1.40816326530612,-3,-0.000100467976402398,1
-1.27551020408163,-3,0.0108740159618545,1
-1.14285714285714,-3,0.0205060449983155,1
-1.01020408163265,-3,0.0273718880985191,1
-0.877551020408163,-3,0.0313953266333905,1
-0.744897959183673,-3,0.0355591712274301,1
-0.612244897959183,-3,0.0422703368726850,1
-0.479591836734694,-3,-0.0339285128198769,1
-0.346938775510204,-3,-0.0562668495403796,1
-0.214285714285714,-3,-0.103259687636926,1
-0.0816326530612241,-3,-0.175490717647267,1
0.0510204081632657,-3,-0.264636004885169,1
0.183673469387755,-3,-0.357462784320736,1
0.316326530612245,-3,-0.442685454259757,1
0.448979591836735,-3,-0.514076622581723,1
0.581632653061225,-3,-0.568174362889398,1
0.714285714285714,-3,-0.610886334310412,1
0.846938775510204,-3,-0.666672896346404,1
0.979591836734694,-3,-0.7630709584654,1
1.11224489795918,-3,-0.903584777604371,1
1.24489795918367,-3,-1.06672282040295,1
1.37755102040816,-3,-1.22642360846339,1
1.51020408163265,-3,-1.37153428527884,1
1.64285714285714,-3,-1.51513896160952,1
1.77551020408163,-3,-1.67506481206791,1
1.90816326530612,-3,-1.83564173728945,1
2.04081632653061,-3,-1.94395776937618,1
2.17346938775510,-3,-1.95441175092901,1
2.30612244897959,-3,-1.86898101456481,1
2.43877551020408,-3,-1.72820899671822,1
2.57142857142857,-3,-1.57304852761707,1
2.70408163265306,-3,-1.42407030304737,1
2.83673469387755,-3,-1.28672555023613,1
2.96938775510204,-3,-1.16425738256675,1
3.10204081632653,-3,-1.06469784020310,1
3.23469387755102,-3,-0.987027284153361,1
3.36734693877551,-3,-0.906882012878674,0
3.5,-3,-0.802285130682413,0
-3,-2.87755102040816,-0.0801335559265442,0
-2.86734693877551,-2.87755102040816,-0.0868113522537563,1
-2.73469387755102,-2.87755102040816,-0.0934891485809683,1
-2.60204081632653,-2.87755102040816,-0.100166944908180,1
-2.46938775510204,-2.87755102040816,-0.106844741235392,1
-2.33673469387755,-2.87755102040816,-0.113522537562614,1
-2.20408163265306,-2.87755102040816,-0.120200333890451,1
-2.07142857142857,-2.87755102040816,-0.126878130247802,1
-1.93877551020408,-2.87755102040816,-0.133555927593187,1
-1.80612244897959,-2.87755102040816,-0.140233748021249,1
-1.67346938775510,-2.87755102040816,-0.146911943366739,1
-1.54081632653061,-2.87755102040816,-0.153594348086047,1
-1.40816326530612,-2.87755102040816,0.0801872154787958,1
-1.27551020408163,-2.87755102040816,0.0914436596321495,1
-1.14285714285714,-2.87755102040816,0.102128647150239,1
-1.01020408163265,-2.87755102040816,0.111604296280159,1
-0.877551020408163,-2.87755102040816,0.119665273985934,1
-0.744897959183673,-2.87755102040816,0.126946754241545,1
-0.612244897959183,-2.87755102040816,0.132788440295720,1
-0.479591836734694,-2.87755102040816,-0.0286377117130624,1
-0.346938775510204,-2.87755102040816,-0.0570607433459905,1
-0.214285714285714,-2.87755102040816,-0.108978067374504,1
-0.0816326530612241,-2.87755102040816,-0.186452069317282,1
0.0510204081632657,-2.87755102040816,-0.285890960627468,1
0.183673469387755,-2.87755102040816,-0.398484491063642,1
0.316326530612245,-2.87755102040816,-0.510498190777095,1
0.448979591836735,-2.87755102040816,-0.603633202591459,1
0.581632653061225,-2.87755102040816,-0.662724986962967,1
0.714285714285714,-2.87755102040816,-0.697186734748158,1
0.846938775510204,-2.87755102040816,-0.750643151622971,1
0.979591836734694,-2.87755102040816,-0.868138831334154,1
1.11224489795918,-2.87755102040816,-1.05351813834790,1
1.24489795918367,-2.87755102040816,-1.27302427038862,1
1.37755102040816,-2.87755102040816,-1.48986774297899,1
1.51020408163265,-2.87755102040816,-1.68301758251886,1
1.64285714285714,-2.87755102040816,-1.84643324031599,1
1.77551020408163,-2.87755102040816,-1.97823176815761,1
1.90816326530612,-2.87755102040816,-2.06588586142668,1
2.04081632653061,-2.87755102040816,-2.08954647858063,1
2.17346938775510,-2.87755102040816,-2.04728118679576,1
2.30612244897959,-2.87755102040816,-1.96106205892869,1
2.43877551020408,-2.87755102040816,-1.84943842754945,1
2.57142857142857,-2.87755102040816,-1.71782063236382,1
2.70408163265306,-2.87755102040816,-1.57892075450036,1
2.83673469387755,-2.87755102040816,-1.45188811770635,1
2.96938775510204,-2.87755102040816,-1.34199547200934,1
3.10204081632653,-2.87755102040816,-1.24498099737667,1
3.23469387755102,-2.87755102040816,-1.15439559385615,1
3.36734693877551,-2.87755102040816,-1.05372919712335,0
3.5,-2.87755102040816,-0.93076768876514,0
-3,-2.75510204081633,-0.160267111853088,0
-2.86734693877551,-2.75510204081633,-0.166944908180300,1
-2.73469387755102,-2.75510204081633,-0.173622704507513,1
