"","mds","soap","tprs"
"1",1.95523630915025,1.08607303098230,3.64596944080087
"2",0.360127287018187,0.252439615227183,2.17393764987717
"3",2.20563235809947,5.15217101528227,3.48655987039981
"4",3.83199025445162,4.19343651277712,4.42794757570452
"5",2.72493194190288,2.24788613980008,4.65143842585456
"6",1.65671253920458,2.21003272444796,3.24698670032694
"7",0.6908011083782,1.44366345843890,2.58749758003334
"8",1.08782139402589,17.1722713261617,12.6558744071321
"9",0.638445852706515,1.17385375640684,2.03693202633446
"10",0.353678654453023,0.711829494049597,2.07214010808752
"11",1.44090920563704,0.830219027384886,2.14449397099458
"12",0.522695750348983,0.693436427941806,2.30817483961621
"13",0.768918219172138,0.847113492741897,2.14299300872744
"14",1.61364024227931,2.85630434216067,2.58416138470329
"15",2.99482431664567,2.67414329065714,4.01962391988397
"16",3.14422074996925,1.47033425952028,3.35696682024525
"17",2.94631988328035,1.88556803594632,3.6396127806174
"18",2.87078650276877,2.83217952576264,4.21263321128854
"19",0.325171945221515,6.19479527130966,2.06512564913121
"20",0.848457588111664,2.89009812428462,2.30031890562554
"21",1.01499188831853,1.29707149839988,1.91082396379641
"22",4.22422781120902,4.80786282783053,6.59255322423932
"23",7.4225118236588,8.5418048704869,8.57380586184294
"24",1.32819937289304,0.780824476786469,3.46965402885992
"25",2.84225033973334,3.46126931580739,6.29348589874115
"26",0.425945110899377,1.66182588674299,2.09671225221938
"27",0.120888403682318,1.38384079711941,1.28106600569629
"28",0.668718954776666,1.65165060114493,2.14720341820877
"29",2.78109094240924,2.72227593925604,3.01790753497474
"30",12.5125194207587,0.631725133164567,2.0546726023918
"31",0.694324113005694,0.405810234075321,2.94637679418866
"32",0.975993463314727,1.70866127495615,2.53466830774782
"33",0.793163499717042,0.37707360565601,2.16574891705460
"34",1.05989602112004,2.47665437668058,3.39910054188138
"35",1.28377733312647,0.637303644138617,2.8810283221504
"36",2.27041956826989,1.51407430832562,4.3715201995818
"37",2.7685265717721,2.33747110893450,4.24724752784088
