"","mds","mdstp","soap","tprs","mdsmod"
"1",0.0329186567146344,0,0.0220979888948092,0.0507638103066493,0.0320336081050406
"2",0.0293058801139305,0,0.0278111173372809,0.0397201514616355,0.0294104253278699
"3",0.0291781999882889,0,0.0215096647574494,0.0299897103665956,0.0276192772874254
"4",0.0305722047332487,0,0.0195015002620180,0.0296461685020066,0.0295190043175939
"5",0.0289198018216608,0,0.0225341595051155,0.0331524503371104,0.0281674510366357
"6",0.0242413294367816,0,0.0202280065836179,0.0272149978760454,0.0239170735069759
"7",0.0262419334535868,0,0.0196795414996674,0.0348634255897119,0.0256206776348692
"8",0.0228965381853716,0,0.0194583221011615,0.033839761397324,0.0230325050595223
"9",0.0268720551542061,0,0.026862978291519,0.0330320793000134,0.0267466391214068
"10",0.0259204789052925,0,0.0202344290564294,0.0361653084476532,0.0253515513451694
"11",0.0303508442686228,0,0.0503976428550270,0.063362943615995,0.0300900322557097
"12",0.0217525327675019,0,0.0182145668077859,0.0262326245915632,0.0212398501889285
"13",0.0247856987355787,0,0.0238164940677465,0.0319363526090698,0.0225481869964202
"14",0.0271510409238775,0,0.0180590944469652,0.0286022571871559,0.0269929605704467
"15",0.0260287816332187,0,0.0214418319389445,0.0820500948653252,0.0251817743082991
"16",0.0311020809428136,0,0.0227787165911305,0.0219012435361187,0.0291254682638565
"17",0.0324380691293812,0,0.021142371229263,0.0254754177540235,0.0309539347166948
"18",0.0243342397519325,0,0.0211383631699515,0.093293035884545,0.0241729175869745
"19",0.0269192222276077,0,0.0251240873407208,0.0379760315796087,0.0273014154042582
"20",0.0269275462163752,0,0.0274356255760624,0.0503877908030446,0.0282431742020211
"21",0.0304885934375801,0,0.0371289157776312,0.0336980375960418,0.0299481647217127
"22",0.0380502209762479,0,0.0267860150307738,0.039784280438732,0.0363825837095467
"23",0.0168597250612154,0,0.0198564954802863,0.0692386047621159,0.0166136981058696
"24",0.0327649364575318,0,0.0224390719017082,0.0455741978966074,0.0299455992879045
"25",0.0300815811958836,0,0.0222511170403109,0.0345568161635002,0.0305495051122442
"26",0.0239725755348121,0,0.0417787858272743,0.074316178066581,0.0235476824143969
"27",0.0307386242215733,0,0.0255988862830319,0.189956054557528,0.0309415106742858
"28",0.0344995338605642,0,0.0210233666366634,0.0338840763772157,0.0336643537445547
"29",0.0373147322430937,0,0.0216204337304495,0.0273179038272577,0.0343246295832341
"30",0.0247119884297531,0,0.0223627011051619,0.0375913860162764,0.0255109534741934
"31",0.0300515554580572,0,0.0326133370703596,0.0400375565846074,0.0299438612483771
"32",0.0253248089219139,0,0.0217502779412374,0.0323728664784115,0.0253679245198558
"33",0.0235346697741476,0,0.0215837237735176,0.0531324059342618,0.0225718489727769
