"","tprs","mds+tp","mds+cr","mds+tp 3D","mds+tp+adj","soap"
"1",46.2834132022947,40.1304583427323,39.385725292205,35.371586701003,49.5851001657976,28.7238330742103
"2",42.2812129759569,27.0078263447125,27.640898402799,27.4632137219788,34.2970807236813,21.7452212601972
"3",40.820761251083,32.4760691282940,32.1019392037020,30.8244308444366,33.4460281991489,23.5422152042841
"4",44.6088431681014,27.2559656406849,26.5567365247315,28.7029158311885,32.3397725438632,35.1460517051238
"5",39.9177649308146,28.6000012046877,33.7615723587648,30.3151441324086,40.3192871640613,29.61483732705
"6",41.7612327101284,31.4614555380766,26.7731231308431,25.3022858957006,38.5681780251021,21.0603345259953
"7",41.3190262567742,34.5739516810777,28.6208926680287,23.2560318750277,41.1559089804583,23.6522466006706
"8",32.5989155642704,27.6402915510116,28.5040746608219,26.9718017065606,45.0920198860623,22.4210699399449
"9",30.9939881372174,14.8464751847155,14.8205466463156,15.1599950815247,29.9370040882034,17.5076668604280
"10",46.3922728096428,24.6473974859717,29.1989427935965,29.2813694029278,37.3172044596199,24.9716982731519
"11",45.9371790939441,42.2659384250879,32.710911276245,30.9402767102951,38.5429518865067,29.4040661689379
"12",46.9001718054267,36.6082074660016,28.9583693812712,28.9095997890481,45.0856231311001,28.1363936687360
"13",61.4703437205718,48.9578382370267,31.5576686872095,39.1412742979032,48.5934132387274,34.4685519614335
"14",44.9617603964584,43.9006584676901,40.2253283833584,38.8911805488369,51.1029301215519,37.4530805314218
"15",41.9450094452739,23.0352993594451,27.2981226503289,24.6501488950544,37.1361943121402,27.1558283469329
"16",43.6031893060018,22.9632800908070,24.1195933958919,26.7322489224245,31.6492818791829,28.8280226900058
"17",41.4602531215656,27.5656085457509,32.8080517917383,26.2936782084382,39.070129772971,24.5273592246954
"18",68.3914332567806,37.9017277459779,48.4532009687701,62.5830793893721,48.5490536121179,54.6990355519639
"19",46.6233296103446,30.0117922039352,37.4280164988172,31.057936815514,39.8650998260515,28.6787231708611
"20",45.4917325387697,24.3214075088395,29.3488596204192,28.7537512620992,37.2110662314372,30.0270267073742
"21",52.1642485129505,42.3506666033834,31.3441442225182,41.9719388644522,45.3593111415164,35.4865008022643
