"","mds","mdstp","soap","tprs","mdsmod"
"1",0.108443141051601,0,0.0773827272762405,0.0855728962822446,0.111831121216571
"2",0.0939632702978723,0,0.0628732966727812,0.0820021244007985,0.094267610276647
"3",0.0857112945706626,0,0.0685030901849556,0.0967527420433751,0.09557772402568
"4",0.0771227237879242,0,0.0760009492557631,0.0933070112822408,0.0822804675219824
"5",0.110926424745027,0,0.0795525803290868,0.0940175043189187,0.112221347951791
"6",0.113331468619512,0,0.091936954315086,0.122057134289230,0.121668944188263
"7",0.0886139347120582,0,0.0718629153034554,0.105219076263815,0.0926971320100943
"8",0.125451363239997,0,0.0697268365339207,0.125107860902670,0.149647747310156
"9",0.107026772173089,0,0.070813241281066,0.0965598032028518,0.099921877793562
"10",0.108529613849702,0,0.0675592514937035,0.123115658968629,0.125099245523600
"11",0.0863009562075552,0,0.0679569315810337,0.102869089940825,0.0948997242155086
"12",0.099509388048058,0,0.0621078749584426,0.0853621265284346,0.102053919572687
"13",0.0861857510149854,0,0.0736105304073941,0.0827814580035937,0.0827327732791016
"14",0.0984720881894147,0,0.0861992921894347,0.109790586604010,0.101453026662634
"15",0.102572804402572,0,0.0764720140853783,0.092036738004932,0.103967264450073
"16",0.0961611056160918,0,0.0628114283250418,0.105445149278403,0.108268329291801
"17",0.0861845793274769,0,0.0639833128936649,0.0930714087359082,0.0989890267183303
"18",0.0994904277550902,0,0.0763228299313917,0.087460337360413,0.102450896124871
"19",0.0972283921872214,0,0.0604684891482452,0.094560417421670,0.110912806739633
"20",0.076949481970677,0,0.0632550220375895,0.0863244856894325,0.0868590878064563
"21",0.0944324802264225,0,0.0626765580497094,0.0933125420143485,0.100600069435947
"22",0.103197315115915,0,0.085467244769008,0.115676505009798,0.116133478861192
"23",0.074707490327833,0,0.0637701328960251,0.078713084445673,0.0819924146015744
"24",0.0823628774078195,0,0.0730304030639642,0.110083134246391,0.101869962342102
"25",0.111862787981070,0,0.0862305179585865,0.113420434400644,0.101676922375281
"26",0.101650031010441,0,0.0794549304220502,0.095849923192069,0.104119613137315
"27",0.0974382805045087,0,0.0762801354588184,0.114588787811384,0.104241197271666
"28",0.0942074822207746,0,0.0529460873745667,0.114879324534179,0.0992787975156016
"29",0.095893630212937,0,0.0657964559322516,0.103976813354681,0.0868867148278914
"30",0.0908491682605502,0,0.0554026272295342,0.0876920687674057,0.108904935364907
"31",0.155423534268138,0,0.0977108611504658,0.112616673750614,0.163202868847849
"32",0.113114819720858,0,0.118657506724829,0.118090971869507,0.121933124503322
"33",0.123779331456789,0,0.0790273571728271,0.111504881930354,0.118864751400103
"34",0.0717889436302999,0,0.0593150463204997,0.0721741723897369,0.0744118352271544
"35",0.117842043154850,0,0.0722834851376944,0.123616537563535,0.123255220050665
