"","tprs","mds+tp","mds+cr","mds+tp 3D","mds+tp+adj","soap"
"1",0.0679128704050634,0.0642532222138332,0.0641238275642868,0.0564926204442778,0.0782779733171835,0.0558301184601053
"2",0.0614941873620137,0.072176919799163,0.0528455120128136,0.0624123888383886,0.0889454768960023,0.0575306509208786
"3",0.078082968927835,0.0696871778502428,0.0500108809061616,0.0517480089691427,0.0888181306344858,0.0403683238913535
"4",0.0846031089366122,0.0878187677804814,0.0647918591374083,0.0646239533232128,0.125112304998661,0.0639984818793341
"5",0.0924027597465071,0.0738557738193965,0.0578496523585802,0.0576373123381033,0.0920231332834456,0.0649034367274271
"6",0.0899238003495445,0.075496945108187,0.084198662048429,0.0589791478866375,0.104684532269583,0.0626003599118224
"7",0.0893965332509459,0.0934705313979955,0.0639813987540016,0.0620297864373237,0.122362980497572,0.05703962319104
"8",0.118663524377783,0.0665136014128083,0.0611530522938859,0.0587025669194734,0.0976514097419182,0.0531017153741868
"9",0.143201756980849,0.0650271420432294,0.0480093056483554,0.0428893514384504,0.0920177547445635,0.0402224487860954
"10",0.0899275645147811,0.0780468931342298,0.0676998092438373,0.0615646635161158,0.0967454344692022,0.0593334585864166
"11",0.0712703747049032,0.0761463571880916,0.0578341401752224,0.0563780310129876,0.0941005506654353,0.0549343874408923
"12",0.0626042867514305,0.0645277204562527,0.0553488461177557,0.0479137627309938,0.0785053779782278,0.047983785168315
"13",0.0733649143720332,0.0751776542447421,0.0608325042494095,0.0626315013464097,0.0917929820342984,0.059162162661591
"14",0.07782803465398,0.0566274433137998,0.0558819688944982,0.0505763721794992,0.0728167861337804,0.0449030689210916
"15",0.0800139703193373,0.065827040821071,0.0538076878893298,0.0539578489326458,0.0843258383189218,0.0546886382833591
"16",0.079581950703491,0.0684299248796583,0.0533928094695907,0.0513712172672845,0.095941315726818,0.0527578249314918
"17",0.062087059839984,0.0633746655284266,0.0560781453753304,0.0550978088511377,0.0801393034634722,0.0580203395012627
"18",0.0706172859962523,0.0641525236224734,0.0670758290709354,0.0538459075956592,0.0804280697376423,0.0490945981530507
"19",0.0989319251819404,0.0587539655775758,0.070727586123617,0.0550556596229433,0.0704992244405674,0.0482338957082617
"20",0.0617152846366781,0.0561272750420945,0.0543837805643934,0.0497302514390713,0.0714171236995743,0.047303797952229
"21",0.0757721268440621,0.0667732491381339,0.0702883946515445,0.0525588589834418,0.089712083611521,0.0506406092282626
"22",0.0715754294139936,0.0727876750104816,0.063333746745886,0.0651416471904238,0.0935990999589453,0.0469482280796466
"23",0.107179170944738,0.0643295250317908,0.0607904305909547,0.0600421825917206,0.0790061310177894,0.0533270172446742
"24",0.0604925251064832,0.057499333487047,0.0513203040317494,0.0518420634683269,0.0737884015514605,0.050061450483101
"25",0.104544364062205,0.0710244886989683,0.0625311759424488,0.0560948321958188,0.0950247975994356,0.0579099428540678
"26",0.0746714223854521,0.0570504274824962,0.0615291575898661,0.0532235472203110,0.0748738730626815,0.0462577861218154
"27",0.0576723517729414,0.0621844763392932,0.0575696301424772,0.0492442505521651,0.0762635099081093,0.0457989335956793
"28",0.07182234062597,0.0630341127225313,0.04545609510275,0.0439071381424338,0.0817862353592609,0.0424261250196057
"29",0.08442456496133,0.0702748596329889,0.0522291199473539,0.0429583198199226,0.0815205287599538,0.039918256748266
"30",0.0810181180655881,0.0636250085196899,0.0464861459460081,0.0480509674422434,0.0831105205257323,0.0603538650684604
"31",0.0498138069417362,0.0807277582030716,0.0459132500021678,0.0446786075035349,0.117225049316097,0.0467391677300475
"32",0.0730305089933906,0.0717019101044931,0.0624631806851298,0.0625252877932103,0.0890629920618299,0.0626369829436398
"33",0.0870129659555004,0.0661260575367252,0.0496777929460059,0.0565178385253252,0.081518011981935,0.0570491766854291
"34",0.0808353238530266,0.0586535772673323,0.0464409087018224,0.0549358332781582,0.101051696721346,0.0428831743294835
"35",0.0921322188305622,0.0845528410551898,0.0667946793243308,0.0606309919869891,0.106651918227973,0.0597994176447839
"36",0.0550369645338397,0.0605471693684375,0.0489785169155709,0.0483321840497174,0.0770897262153893,0.0484776737212544
"37",0.0771850279952625,0.0712036103698466,0.0748468889787111,0.0579225816848198,0.0977947600872927,0.070941703080481
"38",0.0746993029737007,0.0721119706916394,0.0575025219465131,0.0618010847086208,0.0904965064233982,0.0577299392772615
"39",0.0665542624416482,0.0637298446468612,0.138983693503339,0.0523695457524366,0.0874998860970385,0.0489137416492575
