"","mds","soap","tprs"
"1",0.1410149348663,0.932007232299508,1.87647037367708
"2",0.798032844304126,1.96062021700218,2.67577015085997
"3",1.56518959802611,2.21672038315195,2.23929483023524
"4",0.697521631213748,1.94781205981633,2.12872565718381
"5",0.477950317652488,1.08710725348951,2.3713684103605
"6",0.753745245246092,0.291151115303481,2.06765348791705
"7",13.2951962553139,14.0957680653717,10.9132468859307
"8",1.33118020151646,1.82641930511549,3.54926601859413
"9",0.202518158981536,2.38484687405714,2.71694199421045
"10",2.02049762786147,2.83751801036808,3.36091500941808
"11",15.30855580375,2.14709672935688,5.39322672979176
"12",1.91355818274032,2.27583522122675,4.23868399210899
"13",0.739314202564604,0.170751180657351,1.70419730929045
"14",1.42119947089480,1.46302002136960,3.82143430405259
"15",2.7465352388028,1.44680959963081,3.2906804547829
"16",1.33298334931071,0.799044790906301,3.62100952341159
"17",2.55411468223927,2.16427840393631,2.71243927747641
"18",0.480617415086713,0.76552973723852,2.22526157969447
"19",0.4387411766362,0.293346048773291,2.40916131207557
"20",0.574912025544748,0.314878963201252,1.80298074974879
"21",2.91678273728684,2.49270563447931,2.90972865946625
"22",1.07796777130269,0.611549358901279,2.14842386980950
"23",3.44449671715984,0.365820160431215,1.58075885986692
"24",1.0204401426513,1.31686660011883,2.15338222976800
"25",3.59316385735816,2.85729152457203,5.6746181346581
"26",2.20397749321889,1.55801294361681,2.98425406677000
"27",1.01100469185556,2.62539157843140,3.31105302845499
"28",0.751490608541546,1.38753916105861,3.30052489604417
"29",4.74981727056252,4.6889002468805,5.01322826793254
"30",0.196723608942474,0.306355980067976,2.13140573493669
"31",0.291401075918373,0.62194125020266,2.01814426291451
"32",0.789367936351927,0.329996089511993,1.53246864689809
"33",0.97994068873494,3.10925892185908,2.26070960661984
"34",0.862165235039495,0.673773344319267,2.12333018988261
"35",0.544251761177518,1.20127323675724,2.3230587146429
"36",3.55638198072172,3.63916504614423,4.25807388178655
"37",0.548276911528167,0.706952456703784,2.2284343483175
"38",4.45040383188954,3.84486760463645,5.39804449791761
"39",0.828122598981963,0.394820853129932,2.01983148779432
"40",1.42813872447111,0.919271990803675,2.59837466512943
"41",6.26975400315784,8.33209413384412,6.81902852846803
"42",0.614698786785759,1.39981601261360,2.40442360823401
"43",1.05055879018184,0.779081923830307,2.02409007800946
"44",1.40350593499262,0.261627193826476,2.74298234016748
"45",1.30169027796202,0.908546037518452,1.87334501254065
"46",0.438041445630435,1.20313875796478,1.87971261701608
"47",2.02916939856722,4.26623031570569,4.11541570289334
"48",0.410931605799079,1.55995313590073,2.47708443753882
"49",1.39838707338997,3.40098643901050,3.54915516785517
"50",1.00271014803429,0.70094116205077,2.13975259273116
"51",0.220877793988271,0.305531616085112,2.31566450180116
"52",3.29930912805656,4.35062731051662,5.16268666542185
"53",0.896580583136157,0.565309171630495,1.66188640585363
"54",2.35008592768866,1.72688291933647,5.04267984081462
