"","tprs","mdstp","mdscr","mdstp3d","mdstpadj","soap"
"1",41.5239115452055,36.7036478247829,28.8150904523841,35.3318778211057,29.3609824956968,35.3824138980727
"2",30.7701317654043,31.0933895381111,26.8272472354152,30.0663457590415,28.3124010946365,33.0416753587165
"3",43.8875521029809,43.8355939877197,29.3758404868371,57.0603521880624,42.5344053412036,46.1141225743609
"4",40.4572835350757,28.8008775302272,26.1622723918808,41.6362720578101,25.3828061308751,39.7004007615128
"5",42.8932571197915,32.9457723829382,24.0545286852347,29.0907496837099,27.8794339143981,32.4477924954631
"6",47.6053251543842,40.5979687914427,31.1153851503295,51.2608284570092,40.5966294400916,43.7989046358662
"7",37.9527754173763,35.5126364081239,25.0662802910489,33.5511151172908,25.0859526454148,32.8118983596575
"8",37.9487050789166,40.5268898699813,29.9905978264886,45.9565406883892,39.1480404709065,34.9719398914746
"9",38.8967454420401,36.3017380403986,27.6063905622690,29.4774440146476,39.2588410919949,45.4936469359627
"10",44.7108932616365,29.2242378050785,25.4308495733905,32.6660033078093,25.5619894269749,33.4543602759493
"11",33.2242484007993,35.4459996332171,29.3200088391614,30.8871309804483,29.5834166399482,34.1993050527452
"12",50.4999097068181,42.0372449715658,38.3438830215212,33.9690667626819,35.8644980874472,47.9986621261882
"13",43.2889754824445,40.1587369841872,32.4866934924019,37.9505051442807,43.8431506299128,44.0995812933313
"14",37.9813121887546,36.9712375954953,27.4320617329187,36.7832013813903,28.7377501573628,38.0252960964858
"15",46.7772085823922,40.6554194972241,27.2462475596089,39.4283715936789,28.884418934696,40.5751055237743
"16",42.7158917808782,29.4402394853086,36.5468556119474,33.4074268346696,24.4698424667770,39.7919933881904
"17",43.2735767957898,30.3121972864757,22.328730086222,37.8703282879705,30.2924782353907,35.7624560314626
"18",44.1734142622955,39.9402260066334,28.4210776095872,43.9932042204174,39.5757437904349,45.2720635168995
"19",46.1964732731051,24.3142661761734,20.6435168515405,33.1264690992153,21.3861983187939,32.7709909697251
"20",54.4610379207873,27.038961623933,19.1429389554714,34.6915514024242,21.9927804688411,30.9865340165863
"21",36.8329571768321,31.4886785344752,28.5802999202354,33.0113405271329,20.5143371374011,44.9699082252489
"22",39.3444776637307,33.0830935053012,33.1174132204414,38.2271409248970,29.1893734266637,32.3955527922451
"23",54.4632587287537,30.8081466450754,25.5742413656242,34.9925724016270,25.6603558921788,40.6952978171950
"24",46.6176672906025,34.3768789610648,27.1804341219713,30.7050997688627,26.2748890365928,69.2770088439264
"25",38.6466324414533,37.0585063145241,27.7061394917502,30.9946123744640,26.602016345191,27.0555637373291
"26",25.2559914676164,25.1837239358457,26.0866737928014,33.5563804952087,20.9011817549348,28.7129430341473
"27",50.2257625222209,44.0356904979182,37.2142404548923,45.5666605946916,40.7954295339609,39.1634708743869
"28",46.0381883510518,38.0748435109766,27.4366045967075,33.1306353532422,37.2968977079622,36.811508716806
"29",38.3178159051058,26.0154824808894,25.2246155937125,29.768837363098,25.0279828605153,43.2009108627799
"30",51.2060845893009,51.0053316517001,33.3324886234884,51.9912061192783,62.6663072905255,51.6870227229033
"31",34.4386680691315,27.9254994029284,32.9575367740751,31.6491802913743,24.9608117348606,31.1315369294034
"32",35.4602568038979,31.789312385766,25.7770136093338,34.8664582822299,27.2595185153804,32.2938322661523
"33",48.7366802717852,33.8691150309460,24.8253294838581,35.7109640709924,26.9227576870923,45.7210460383986
"34",52.2563855068543,29.513490697002,31.1615793926862,35.5107247104251,23.9633383517322,45.2776446391941
"35",39.030139632158,33.9075278831573,27.771741428356,35.4233399254503,32.3206432288748,38.6583591347331
"36",47.48756380322,44.5771701037804,36.5040358217114,41.1793218683603,47.1743647277232,46.4466542751129
"37",38.3852873482345,39.2073028273005,27.2450854581211,39.0758020895266,37.1369989250451,35.0938011714495
"38",33.1807756320059,42.0842608921973,29.7987460655412,43.440274058384,43.6216686161187,25.6816573123998
"39",38.2802800390607,26.8104304171373,21.5919917696501,36.3883101850133,21.2493801856605,30.8002664345035
"40",40.4243970117945,33.245251222784,24.8907302195893,30.6378127558911,28.7833038499024,37.1400585520949
"41",48.0034873930553,30.5653408724057,38.1924666958376,44.950830349674,24.8658840074043,41.0743522981752
"42",41.2667444113246,31.7374541187149,27.6271244439143,30.4969116263585,22.6611119574769,35.9351830702805
"43",30.9283454199279,34.5605410058051,27.0328125311116,28.4405321535141,29.4799636824461,29.3120132325366
"44",46.5145189990229,28.6835980404501,22.9313709611428,47.2777858861305,22.044126371332,40.0293242653736
"45",38.6637131057535,35.7996024229229,31.0340113580667,39.1998733619005,31.24713356834,33.3846961899694
"46",41.0419105847524,34.171323307892,27.1263398716761,33.048771757146,20.1154080716038,30.6355234604344
"47",35.3412737633952,31.8146539884064,28.7709164276198,29.6935552994035,26.8792731322459,31.6972698013335
"48",36.7809676629283,26.4464593541602,27.1354264038076,29.9696304375028,21.7521925294032,33.304897142632
"49",45.822906082205,40.6814632924581,36.5949666499044,49.0357519111333,35.7491914877892,36.4612292232306
"50",44.5069038661073,33.2167309911801,24.9884414497903,39.3273547477979,21.3804974562833,34.4328510516607
"51",43.8355790609862,34.4595287637122,25.8061293074480,37.2087903062141,31.0744199272258,40.365481363645
"52",46.9452396757684,34.4209871562689,28.3928736641979,36.795238191114,31.794462255846,39.9699322085577
"53",35.8437142144765,29.5681034095050,25.4782532971862,30.6442042640923,26.6902957922846,35.1723266026041
"54",43.3209240736239,46.7491270727704,30.6585515811177,48.6100210730627,50.5112933872231,37.5644532002429
"55",42.9994714777136,28.4309774672767,25.0578784948745,40.9384253260306,23.3774274725395,46.5649962873228
"56",40.4700383497296,37.9603535645191,25.2124878042166,34.022599108798,35.3756981305256,29.9341432113295
"57",35.4831857325912,29.788834725619,31.4138305990067,31.0570303102844,22.7043277325041,29.5607075172005
"58",43.0400234216397,32.7096048884907,27.67298360891,42.1932105690841,28.9601052727245,35.2128168071941
"59",43.8500359880476,26.6938431622385,26.5379665469018,34.0461467146560,22.5974118252376,38.9811743295683
"60",31.342609370462,26.5800616758786,23.8322279506571,28.7134345982722,22.0447724752946,25.2136662184792
"61",50.390039083282,23.8284521164146,23.8091455805528,29.4522867213594,22.8186531735743,34.8524318148321
"62",28.085138672508,33.8488964205937,25.1681882118519,28.6325678141034,19.2770826634965,23.3821897140574
"63",46.9634627629808,25.9851147832872,24.4711874391664,34.7281778300504,19.6160884956962,41.4789776078907
"64",52.0443927874165,43.2019960324822,42.0912114377385,45.6930370240102,39.9814832185582,37.1479498317233
"65",45.385362034071,30.1777090566519,29.4383945936933,28.8471447526673,27.3797300030915,44.7270604109157
"66",43.7026744726293,35.7738980589487,33.0229477227646,40.817523551787,26.6598267325715,44.3784126517624
"67",37.2646042990667,31.9720397801325,31.0341353792189,34.0211371843549,25.2243211905627,31.4175450371367
"68",35.3646630216174,35.9689344471557,32.2169318908564,30.1009086013261,29.4598655788661,33.4896817262367
"69",34.8533925431633,32.6043265043532,24.6503584873870,31.5021199165276,35.7937162214913,36.3812442975096
"70",38.7006741972115,32.5164157492575,27.6727929168898,32.6239770463713,29.5729399379389,38.1379171259782
"71",37.6695363176508,29.4641980646467,22.8487213823259,35.9760198562000,28.9666218208818,37.4491769775902
"72",49.4391440249038,42.5382900048943,32.3261191571899,38.9454808880542,31.3100111519996,40.5763450041231
"73",43.3571886508541,34.4507640498035,27.3427312865349,45.307944230108,23.2825608811582,34.1277800765698
"74",45.2785997797054,43.8321941937708,35.6763225875365,45.3398051505101,48.7871972043007,61.3713553011246
"75",37.1933302792529,40.2287310727994,52.8027087876937,37.3855980651815,27.6839628993476,31.3871055366697
"76",54.2265363779901,35.5827703586115,27.3185735890725,33.6391084330035,28.2790782043551,39.1614724611054
"77",49.5707330978703,39.5176034377459,26.5895125499179,52.7983578425881,29.1007235075575,36.8130886479483
"78",40.1113528743073,32.5137969383158,25.6299998196168,29.7575125121813,28.7997887174993,33.4991849662511
"79",48.0765763852103,42.1069560563462,32.828761193933,40.9540659702569,36.8703323611161,41.0207935324115
"80",34.3985342603234,34.7462320158483,26.6409389793223,32.5361712245331,32.0621717090101,33.0211846950937
"81",44.8526872788211,30.7927070370310,30.0544558230146,35.5812874892707,25.2015099496442,35.6751036685024
"82",34.8687763313066,26.5558465897264,23.9239597207177,30.4712733073883,23.9835784570529,42.8150240086591
"83",34.379017098052,24.1286104202083,23.6837191922875,24.9904978342773,20.7646267765589,21.5595324165136
"84",45.6232198484537,37.6032064929932,34.9013619166869,45.2845765101703,38.5897656392840,39.0866084255572
"85",37.3672399084882,38.5717368251664,29.6610605630491,34.7181446561579,38.6034616621591,40.1260511638231
"86",43.6406296645655,35.7085474680673,26.9081559167084,40.9318989807132,28.2117799614813,32.6312058531531
"87",39.1061307798001,29.4248782556967,21.8796323107006,36.0077739484715,28.5796885872678,31.5703716870434
"88",51.6911735978134,37.5938404906365,28.3032623173980,45.2058679593748,36.9214102037610,39.8504769988280
"89",37.9869128696229,27.9141863785127,28.6474020441611,34.8988732644981,24.0753885164404,42.3619196807513
"90",38.7507543471464,36.2354097666348,33.620974946356,36.2783747885661,21.0728478728908,33.1801949421887
"91",37.2905913277509,28.3992142571542,29.5076174794876,32.5242877999518,24.9307933119409,31.071874262797
"92",38.6152170623124,28.8933732720291,23.4304430174333,27.7424113700729,26.1944037334456,33.413684858865
"93",43.5259964533167,38.9287962098574,34.0075152914484,35.2198556818519,37.9230770019735,42.0711687717157
"94",39.1503158670499,39.2667806056176,29.0836756664071,38.865175361895,36.0511455246972,48.5838124780864
"95",38.994354925603,36.5441900481401,26.5689504018822,36.6810035527499,36.4040201664040,36.1049131519001
"96",44.1420692837874,38.5326954941284,32.9456344595138,44.9704547443006,44.4333755515987,38.1535074023088
"97",41.5013881442104,33.2693880281652,29.2779163403176,41.0261738974575,30.9362054348421,36.2890428905936
"98",48.951001750994,48.8324153880884,32.9552156407269,44.3312428428356,46.7680585601111,37.0627840050108
"99",43.0694084788495,34.5210021365384,30.5208541824192,33.1709487348135,29.5914241464865,50.321916254432
"100",52.7784532020174,41.4206640678054,39.7576906365821,42.5299922961141,46.1699511588584,37.3008712129915
