"","tprs","mdstp","mdscr","mdstp3d","soap"
"1",22.9742895020808,13.2432654666087,13.7803279961068,19.6190813014606,15.9676403403346
"2",25.3263179521029,17.2887363821109,13.0375676477184,13.5386754228986,17.9946946122542
"3",28.3386637618659,25.8919637574827,17.4128298694971,22.0178307603524,18.0975475449747
"4",22.5194070425902,10.9434828447638,8.59128597859245,18.5194512841098,15.3885431767971
"5",23.4782339420626,15.9973921901269,14.5624411314340,16.4796501503252,24.6918610392723
"6",28.7076373227531,20.9773096979712,19.1489733100664,22.3252397391677,29.1663844446343
"7",21.9696909871508,12.1639676548497,7.49611248338785,10.0016955248933,9.22374587126817
"8",21.7209199405740,19.6464303117492,12.0153826119264,20.1811966443027,12.7870915132506
"9",16.043658094357,10.9686668845631,13.6101976674742,23.6138277169126,30.9917232301459
"10",13.4681546637214,18.5319187702769,11.2366013854894,12.6003273563816,14.4933276058441
"11",31.3943905012207,25.5495498670570,20.2259931521188,24.1671420993395,27.9407280570534
"12",14.3949496858339,12.5792301667362,12.3135044832736,10.0046465806155,9.90421568257
"13",16.8635628350224,20.7675325594055,14.7680456319560,28.2282739929505,23.0290744161892
"14",20.7058764792165,13.5392140648479,16.8455522594893,17.0629081919386,21.0359065226822
"15",26.4454159115169,12.4012672116842,10.0335264640967,10.7114595953202,20.8453525989338
"16",39.0562702263331,28.3248139662258,39.7463605899878,46.1393991583711,47.810318179633
"17",29.2830901879492,23.2176017120621,19.9513723397494,24.0922379861953,18.9741727242739
"18",29.3280845531082,21.3508462210907,18.8125358749818,19.5966338616993,19.0616373915815
"19",17.7053905873732,10.5890248962041,8.23222654334655,16.5617983239941,14.0977464725551
"20",38.2615031381688,36.64432623358,34.0834068778195,44.4948522264797,42.0486484659917
"21",29.1002430642416,17.3040834243802,15.706097691917,22.667569350873,21.1708161103147
"22",16.3523315743939,15.5887040041421,13.1480953580586,12.554582411013,28.8892114035349
"23",39.0305029785633,31.6785489880855,32.5093121598188,33.0310462139759,33.9255426062629
"24",20.3746524104761,20.1220974921885,19.8859310290355,19.2209387551990,17.5372080632738
"25",15.2603407974838,10.9790007905896,9.59954559843814,12.5245247736139,11.1810505694015
"26",25.3549217511394,16.6094692627801,17.5182560316126,10.0005172511467,24.3349387499181
"27",25.9743852748956,14.9800888151681,10.0507115786326,19.2241675856816,14.0492976222048
"28",29.7048076257090,32.5640624449783,30.2504236862744,35.4394552401342,10.4756838827164
"29",19.4368204996161,17.4291850593584,14.2555981245885,15.3113009109664,15.0952085854878
