"","tprs","mdstp","mdscr","mdstp3d","mdstpadj","soap"
"1",51.3597140391565,43.18700143433,34.6280342837331,44.1138045937305,39.6330366735632,42.5524831470032
"2",46.4676950426370,41.6716406831625,32.0980551310977,41.2173484195195,46.7731132364327,38.2431397904262
"3",50.3363592517672,48.3335841055899,55.274883407476,55.8671322663594,54.0720624804214,51.0429445288546
"4",50.7494176536267,41.3590198321467,48.2023584496814,47.1309556076379,43.6053014236362,45.3395291887546
"5",56.5217651418488,44.3578410690809,39.3051955914807,48.7156112611704,49.0601206159451,52.1049011565761
"6",49.1133226257293,39.9166823957492,33.3355575962447,43.8708545111259,39.7586375909758,43.3635965892483
"7",60.4276540453469,46.5630244474159,32.897563171087,46.6575062243553,45.6428980621862,53.7527313114791
"8",52.0578302601574,41.6507494783632,58.5603531750608,51.0645924553759,37.924066082,43.7073742460257
"9",52.8129985682733,51.8849618674459,35.1170452225792,58.5563278478468,56.2983892554049,57.408948977104
"10",53.6963637230183,53.4448383385604,38.9390489174382,58.0058190754019,58.3576520896589,56.5569251632088
"11",52.5912908008139,45.7616429177831,34.6373570360961,44.0568364095859,50.2436582578666,43.727508732852
"12",53.0798787483416,45.4525623368262,35.9037655280129,50.4553110819945,42.3363286201349,56.9188967674157
"13",46.7853425294093,46.7024403459796,42.765909450257,45.6219941032556,38.2339940575754,43.6790163111129
"14",52.9361350809022,40.7631967019968,34.0723102930319,48.2673156505716,42.79508401546,52.9106751788025
"15",50.017052177014,40.1947476858584,30.4798042523518,45.1037768899361,36.6797330750941,52.8213692592557
"16",45.3013286176106,40.8295965541906,32.2318528134965,43.8615801649847,40.6644802739509,44.4761568651109
"17",50.7951193701834,46.3024862963031,49.3309828747454,50.7931626920523,48.2074878748564,53.3610801078868
"18",52.630793516268,43.3685980845881,37.5102620003929,44.0036449864609,45.3376899796326,41.5808000995572
"19",46.5811383404791,49.4190288313471,34.7733707136106,46.8592244890859,52.3118039005754,46.9741733312109
"20",50.7396495768901,49.3973148197353,36.8141554033090,54.8676206503362,54.5170720182748,62.6013909228595
"21",55.4139906394765,46.0249036610862,36.8595868778438,49.6863649438846,50.7507346278885,42.92473002344
"22",48.2584719036563,50.3821364342049,36.214645416763,46.7720319582291,51.9189443282012,50.9636800156933
"23",47.0855334059068,46.6033196123685,37.5707973426316,46.5626927607792,43.9556605191117,48.2930011155573
"24",52.5094616366091,40.6309353712727,38.5019012156507,44.7703558077538,39.2562631305017,52.6373194410437
"25",46.5246049064445,43.0270344258217,36.5883891284506,49.6101377051918,47.1825250409327,48.5800521513544
"26",46.1042737100173,40.2413788484834,32.9367873253541,45.4287107705647,37.4399485363494,39.8313161910695
"27",55.3922787784778,46.29334606524,40.6777828224662,53.6211067909808,44.6265437552983,53.1584360990081
"28",45.7091235622416,50.0023365275067,30.8379536758994,52.2810568641283,61.1668482953853,39.082681550252
"29",47.0865412096456,39.1616313623319,31.762610212013,45.9457331567479,37.1181209406701,44.6777114055793
"30",54.1446855936146,46.7251957467858,32.0972113904457,48.4367779933351,50.5063647841393,45.3391514644706
"31",50.1985945613797,40.0284505060317,32.7607939247817,46.993094302223,35.2125871375828,43.7175802677582
"32",47.7188216371718,40.0411330761237,32.092319277053,35.4815148526369,35.9325402156833,45.378971081173
"33",50.636582976573,46.4681508579738,35.8165137824611,50.5520397319598,50.4620126999508,43.8138223545172
"34",49.0299018120509,43.8433606449637,33.687843385708,45.5447155486039,41.2499492200751,54.8960357246092
"35",47.618875800763,44.7957056197549,33.5789083191635,50.2948132840447,46.4865605977161,48.3125992704086
"36",52.7941546198085,40.9407055021099,37.173790904274,49.3412274159161,43.8027171622962,47.93888380726
"37",48.5393854279774,42.8166260546968,36.2328867592126,53.7566448150342,45.7658178613132,68.5989649951606
"38",53.9563775453557,42.4600121149491,33.4301573880934,47.1803539608230,44.72567063763,45.0582994367644
"39",52.1895506114949,43.9813639940356,33.7987692043945,44.5116754450301,41.7575505505842,49.3089985183911
"40",58.518781665005,48.8482042908691,37.9654566850299,53.4178419285929,52.3255459028635,61.2310490723991
"41",50.9316426056233,45.2281711625297,40.0796306714844,44.9574834516660,44.2755663680968,46.7557582905964
"42",54.4992219936678,43.7019367310974,32.2694507618882,52.437703050452,45.5336790911236,52.9176390638952
"43",44.230078617972,39.8615802535406,36.0081602291385,49.4040851272087,36.3352236963264,50.0821037650842
"44",52.5046024940437,45.8874498408343,35.5372516769166,47.9374120143918,51.9606383744355,43.8524542172638
"45",51.9925981849119,44.6114308061757,34.1336841277735,50.1153378730022,42.1226410338361,51.8237004803685
"46",47.9662755294843,46.5637173177918,36.5405046205885,44.4783682221657,46.2697798232592,52.2518456309551
"47",48.0305172273005,47.9999346073932,34.102913145854,48.7148854165602,50.8711553824134,60.1681328446555
"48",51.7784616754296,44.6563685959338,32.5867901337768,38.9517060138948,44.821017617116,49.0298959569926
"49",53.2655533380602,50.5752837942538,44.3528355469062,52.9833636020791,55.8316309002302,51.6127341712627
"50",50.0589440301539,50.907794393069,35.8555673979182,50.1003507634123,56.4282304358359,53.3510680859438
"51",54.1175476501676,36.4807011560668,31.5526825199905,49.3803489474357,35.6242852593724,52.9186965366395
