"","mds+tp+adj"
"1",56.5880416299447
"2",44.9582869402171
"3",51.3596604259753
"4",39.7208498861242
"5",54.4697018599167
"6",52.1553699283306
"7",50.0633002375241
"8",43.8929866136871
"9",42.5948730270559
"10",53.9594264565846
"11",52.1292044066679
"12",51.3767692953978
"13",50.5734330774123
"14",64.1108341851035
"15",63.2410497103785
"16",41.4158088684287
"17",48.5938963479002
"18",54.3806366539061
"19",49.561789977647
"20",51.7526114030333
"21",60.0907265161556
"22",45.9856180276604
"23",50.2349441416994
"24",61.1963671957761
"25",46.6474696752762
"26",45.3650225817755
"27",55.1102825059584
"28",52.8834877977153
"29",50.8024133999787
"30",59.1898209938175
"31",50.2628980243216
"32",45.4267880225567
"33",45.5064228620564
"34",48.4626204328692
"35",37.9043895143543
"36",59.6218545796259
"37",48.2595988185257
"38",51.4843431804331
"39",59.484686297126
"40",38.6528339452258
"41",47.3756428565579
"42",57.8877103094399
"43",58.0934182469062
"44",49.8072535090843
"45",43.7045573336995
"46",48.3199135197172
"47",59.3613785349892
"48",41.0221744186774
"49",43.0982171171224
"50",53.3816129989191
"51",52.2026568399781
"52",34.4763334272572
"53",47.9705363864691
"54",65.5077045500125
"55",42.5990867186148
"56",34.6673697791181
"57",53.2946743564571
"58",51.2147201340722
"59",62.9911887817393
"60",50.4348652069584
"61",64.3533668748695
"62",54.9932129090025
"63",40.7366129332489
"64",38.4755748171933
"65",40.6966313001275
"66",46.7405894289276
"67",79.0467422415669
"68",53.4644732295184
"69",40.6627843982053
"70",54.2073201238567
"71",40.3367975371011
"72",39.2721946799828
"73",54.350403810758
"74",41.5088824149516
"75",48.6932392833308
"76",48.8373007182045
"77",51.3971937012245
"78",44.1847766922788
"79",70.4671588388638
"80",58.5829302601095
"81",45.1956534511295
"82",49.5548551202282
"83",56.1655523084925
"84",54.2402103578412
"85",38.6849990244644
"86",58.1094653449916
"87",43.5978614734338
"88",43.1156952359922
"89",48.3800150253147
"90",56.7636123581588
"91",43.7225216025819
"92",67.7016444615545
"93",43.1057855930955
"94",45.6046950870109
"95",51.9386831672613
"96",46.1575823961311
"97",44.4606777505581
"98",52.8055873346354
"99",51.9035948926202
"100",51.5013434183072
"101",42.8049469728437
"102",43.671272826197
"103",41.6010715318086
"104",65.406494544799
"105",51.2781942503652
"106",55.2014551038981
"107",52.9329907778934
"108",50.3347333817192
"109",45.0945577403599
"110",39.3544056219263
"111",43.2156586019616
"112",49.2006277720055
"113",49.1666105067282
"114",56.2849249003501
"115",43.8643316539295
"116",51.1704680617111
"117",52.6473908856817
"118",54.6506920757082
"119",79.0295699875894
"120",54.3250300415858
"121",49.3684204561414
"122",47.899801502913
"123",52.8267670568928
"124",37.0008421954968
"125",51.2408842769475
"126",70.1360799862749
"127",43.6740365268966
"128",53.2486373781265
"129",42.6801286553387
"130",46.8227800517472
"131",48.248681690709
"132",57.8319082598639
"133",42.3316891519821
"134",61.7200072247158
"135",56.4967340303679
"136",57.1920733561802
"137",47.9220504145276
"138",48.29752674131
"139",76.6802547380246
"140",44.1190056796528
"141",51.0747035564771
"142",44.968980999786
"143",42.9267827878493
"144",47.2680216902038
"145",39.8875585282069
"146",48.8389737942695
"147",50.3298940677939
"148",59.2678133804872
"149",51.3579963996401
"150",59.3168707434548
"151",49.9079977976945
"152",46.3295551679269
"153",65.5372299172679
"154",41.1322886841627
"155",49.5135112361407
"156",48.9373639607071
"157",67.7241649474657
"158",32.7407652636067
"159",40.7071860122834
"160",43.5596127556331
"161",65.868830958944
"162",39.8601319461213
"163",50.8756649029675
"164",45.6446696491046
"165",49.1478247442092
"166",46.9766210556407
"167",41.7928880128729
"168",44.0388562593661
"169",46.4454138346511
"170",46.0754228931808
"171",41.903613216462
"172",44.7003403808059
"173",34.6514972129094
"174",54.5932302363928
"175",49.0947505727057
"176",64.8106089343464
"177",58.0828523554432
"178",67.0730865843351
"179",56.1281616517591
"180",48.1415436512431
"181",60.2543958522362
"182",52.9386436292195
"183",51.5943135269201
"184",49.340052838136
"185",48.0340393600778
"186",44.6662682235702
"187",57.6447305241587
"188",54.573108784473
"189",51.4605562058053
"190",51.006330910359
"191",53.7696743556944
"192",49.4900586334502
"193",55.8754682213513
"194",66.2134346119657
"195",49.0764246733162
"196",48.9769867327485
"197",43.6372599666145
"198",76.2273105569627
"199",51.3487241744071
"200",51.4743875570897
