"","mds+tp+adj"
"1",0.426604652281982
"2",0.369510715051578
"3",0.425556160273232
"4",0.4119423379328
"5",0.446131175092631
"6",0.576936020639644
"7",0.464575492472605
"8",0.65344793404143
"9",0.574252076868263
"10",0.555119920059079
"11",0.481172720651581
"12",0.433172275065488
"13",0.666422492297063
"14",0.356343827115927
"15",0.405985858288704
"16",0.430463516145022
"17",0.418290601348305
"18",0.455477188525406
"19",0.37156282964529
"20",0.504152898509217
"21",0.553126681150533
"22",0.370846823430498
"23",0.430881402049594
"24",0.432005392933998
"25",0.494633259742126
"26",0.388523543548238
"27",0.39129055209179
"28",0.568306818845317
"29",0.542710577693172
"30",0.609241983043197
"31",0.436896357281127
"32",0.397305173863116
"33",0.399186356347177
"34",0.436575324048524
"35",0.373242653372872
"36",0.385998592703717
"37",0.392995399119557
"38",0.430919032120259
"39",0.447526859667655
"40",0.533941551576883
"41",0.419543426274492
"42",0.495457248551410
"43",0.572172089300945
"44",0.430394114810637
"45",0.423792024849802
"46",0.54851164207711
"47",0.385690965354986
"48",0.604879632201987
"49",0.433099741471118
"50",0.570727491595911
"51",0.411805784450133
"52",0.425370472744533
"53",0.358999595590778
"54",0.462812591998862
"55",0.476532937649174
"56",0.534928481766033
"57",0.319769334447626
"58",0.351321253636014
"59",0.396167904786155
"60",0.429415277135328
"61",0.697579511134697
"62",0.54243714601897
"63",0.502873994847886
"64",0.488424964103582
"65",0.496448344004754
"66",0.426393360461135
"67",0.474809422905292
"68",0.439105918591511
"69",0.51097124453194
"70",0.398795113232126
"71",0.431955718124857
"72",0.496044030088683
"73",0.594465419508122
"74",0.407056418493383
"75",0.535460064677127
"76",0.464550196974510
"77",0.478735112245491
"78",0.566646586942392
"79",0.400616234871903
"80",0.454555681300813
"81",0.507867098344401
"82",0.475140828763469
"83",0.371672437695556
"84",0.454339661685263
"85",0.510533205028168
"86",0.404847751822578
"87",0.673977939790334
"88",0.401858425082448
"89",0.502775268667904
"90",0.408392759288787
"91",0.380500434853549
"92",0.438040040159289
"93",0.517714598757501
"94",0.432017905942836
"95",0.353134713267093
"96",0.539903333111899
"97",0.481996297829009
"98",0.706623036408978
"99",0.497769875803993
"100",0.736754260871727
"101",0.48960435455288
"102",0.494168897525976
"103",0.360649545854152
"104",0.523021861118634
"105",0.402923160250043
"106",0.332815084180510
"107",0.347371523250620
"108",0.521121940116781
"109",0.482511491076777
"110",0.448026769752593
"111",0.383589802271546
"112",0.755607928622162
"113",0.315968879798241
"114",0.476437784001173
"115",0.558006868619811
"116",0.504432840857891
"117",0.449280797044487
"118",0.674589582608596
"119",0.617221001319851
"120",0.619387638760773
"121",0.529950709465869
"122",0.494159822048694
"123",0.507780365688966
"124",0.420917224104987
"125",0.362465430619827
"126",0.441877867938747
"127",0.495506034940704
"128",0.392009001693385
"129",0.529403618411542
"130",0.582570213744446
"131",0.470812894910561
"132",0.422604935531157
"133",0.58700254521204
"134",0.455222776078294
"135",0.524627040514873
"136",0.440090253164837
"137",0.432968391279579
"138",0.308557347334048
"139",0.45083944272188
"140",0.529359938643676
"141",0.472573413802603
"142",0.463680422454283
"143",0.694612213225997
"144",0.306923936807412
"145",0.51674374330614
"146",0.434930357694937
"147",0.352703011980257
"148",0.501582706755022
"149",0.287471962049831
"150",0.527979202268107
"151",0.562564272402324
"152",0.470097253867725
"153",0.532541445070325
"154",0.395911120509978
"155",0.505110037492448
"156",0.589053206581859
"157",0.651427087502193
"158",0.513433387561429
"159",0.607201502545955
"160",0.466845910714178
"161",0.955739119658932
"162",0.495755225938139
"163",0.498833222996481
"164",0.573180099709922
"165",0.557674710530836
"166",0.390442403534163
"167",0.454386879957676
"168",0.358489220825958
"169",0.621307404004049
"170",0.489670713741822
"171",0.589670051623291
"172",0.477405513240955
"173",0.500607387975927
"174",0.418250443340097
"175",0.438835662631709
"176",0.621675743113023
"177",0.439155309848242
"178",0.527405181433357
"179",0.418364662829461
"180",0.329413390845377
"181",0.365571584268233
"182",0.395779713490506
"183",0.403650229661779
"184",0.454185266126267
"185",0.491823758914063
"186",0.328737530497574
"187",0.526322222182335
"188",0.505440330849371
"189",0.42143108749317
"190",0.508402446618523
"191",0.613833142602423
"192",0.393407850302269
"193",0.452167629807650
"194",0.637901561637433
"195",0.403893409287035
"196",0.417664618063676
"197",0.514867256439882
"198",0.700972007852885
"199",0.435881451624556
"200",0.471883900757444
