"","mds+tp+adj"
"1",0.225424757888219
"2",0.200343208854083
"3",0.210431028922949
"4",0.210972699043990
"5",0.256497260189225
"6",0.196186993512912
"7",0.246475490066063
"8",0.275765522729674
"9",0.370316484667810
"10",0.228129482889385
"11",0.185982282075938
"12",0.234379922970669
"13",0.316208875090189
"14",0.181907844919620
"15",0.212413747947899
"16",0.250101186855836
"17",0.212641666171174
"18",0.206314366039555
"19",0.190764552606299
"20",0.217038969359453
"21",0.238345169261910
"22",0.208470819517825
"23",0.214494568033086
"24",0.217672750135841
"25",0.249553310583931
"26",0.211101882704307
"27",0.206882550938783
"28",0.190549315357223
"29",0.289959010441664
"30",0.294022980199336
"31",0.183406080867287
"32",0.217344024203340
"33",0.189365583446607
"34",0.189403055820989
"35",0.247649741385523
"36",0.190058275406585
"37",0.195242051653599
"38",0.236207121530867
"39",0.214301388199559
"40",0.313764832225725
"41",0.230603113883418
"42",0.276726599908248
"43",0.278796630250048
"44",0.233057237956245
"45",0.218485226340679
"46",0.25092069311109
"47",0.209506256681098
"48",0.260296400085612
"49",0.22576537275139
"50",0.174983806260182
"51",0.19014325328395
"52",0.259129557284582
"53",0.198627734322693
"54",0.258212367237909
"55",0.233406519531460
"56",0.331969167491557
"57",0.163472672377919
"58",0.218602962198732
"59",0.194489861307059
"60",0.220269781801030
"61",0.318884019626947
"62",0.345758390030233
"63",0.25630517856611
"64",0.277427441442053
"65",0.253554224609943
"66",0.222568508724278
"67",0.228391964653990
"68",0.291783099522506
"69",0.279703099243025
"70",0.206513628862797
"71",0.257700965717505
"72",0.266020025383718
"73",0.183726845703316
"74",0.235400218861374
"75",0.250207745320511
"76",0.205169535360374
"77",0.256786486615573
"78",0.309016847674474
"79",0.236200961576342
"80",0.199878644653267
"81",0.209992055046303
"82",0.212552204395669
"83",0.206796566590912
"84",0.250819032248873
"85",0.278204891686982
"86",0.219982346634286
"87",0.309398398090597
"88",0.209428111744249
"89",0.245763871873289
"90",0.218646786430567
"91",0.213103127082756
"92",0.224856325830130
"93",0.233653767120531
"94",0.235102048748184
"95",0.203466942787947
"96",0.326409589130896
"97",0.255275172116576
"98",0.321638210108033
"99",0.252635012699972
"100",0.343822266560455
"101",0.265310018354515
"102",0.266073228999240
"103",0.224098810272328
"104",0.279106084350488
"105",0.224667480342211
"106",0.199936470203028
"107",0.209216000610387
"108",0.268403595369722
"109",0.268923060399536
"110",0.206693764229706
"111",0.189878549901444
"112",0.185400069389815
"113",0.163477059056570
"114",0.250108977869734
"115",0.224615930588738
"116",0.251560462892878
"117",0.233696030750621
"118",0.228426275476693
"119",0.256731143163887
"120",0.301893013895684
"121",0.231839936894030
"122",0.254495067043357
"123",0.272421093273551
"124",0.261029956730138
"125",0.208054507587325
"126",0.235061482950990
"127",0.24343835375973
"128",0.234542526853006
"129",0.305952531632671
"130",0.2755283544928
"131",0.255828082722523
"132",0.219585025672282
"133",0.225028076678849
"134",0.222907082612524
"135",0.266355252037171
"136",0.239946748460934
"137",0.233971166730696
"138",0.155430461183118
"139",0.26327317488266
"140",0.302100316533734
"141",0.247834051492212
"142",0.275735780311676
"143",0.221776624458363
"144",0.184993407621353
"145",0.251189058317274
"146",0.265078015444773
"147",0.203092772670714
"148",0.240213262375412
"149",0.180147448405728
"150",0.262502683734297
"151",0.260011891729240
"152",0.254621052528299
"153",0.213509399645016
"154",0.228194948822886
"155",0.255987233592768
"156",0.307894727076431
"157",0.301796790241965
"158",0.320278863859273
"159",0.331169603766917
"160",0.235829237334697
"161",0.442460414269198
"162",0.295153414345371
"163",0.234942437650273
"164",0.329510272424255
"165",0.319880237362332
"166",0.224851554085376
"167",0.249094448098942
"168",0.219516507237553
"169",0.228487155399732
"170",0.264493348554470
"171",0.311422707243004
"172",0.254866766046917
"173",0.283982088698446
"174",0.204872250251824
"175",0.223760907885550
"176",0.182942798837070
"177",0.221726352702295
"178",0.182725504501967
"179",0.233705591312289
"180",0.169991533571060
"181",0.193295970874962
"182",0.203429864792257
"183",0.204002108000078
"184",0.186586545046896
"185",0.233937956761766
"186",0.197070241038903
"187",0.285321615081497
"188",0.246452236786177
"189",0.198220667781808
"190",0.271520638469631
"191",0.306856203055985
"192",0.221241743215001
"193",0.212619071006831
"194",0.296762038931337
"195",0.198079895708835
"196",0.223492146298932
"197",0.271095430374618
"198",0.292517558178262
"199",0.215789898744047
"200",0.242678631185344
