"","mds+tp+adj"
"1",40.726549633233
"2",30.1386660400962
"3",26.8363302043814
"4",21.0660982649106
"5",32.0217828752037
"6",9.36474238336559
"7",34.3744709852075
"8",8.89929415460725
"9",26.7245934503388
"10",21.2811185868460
"11",20.7998318585506
"12",34.6797102190672
"13",38.0336789817196
"14",32.7363455122526
"15",31.7090387506382
"16",20.3602110335809
"17",32.7428220656493
"18",45.8802003117833
"19",34.6104374935764
"20",24.0453776467869
"21",33.7238169497525
"22",32.6737685062885
"23",38.2434044724205
"24",37.5486353069204
"25",35.7413183925357
"26",28.2738307474397
"27",40.1421644455084
"28",14.4966069966880
"29",36.0195212538164
"30",49.1582713915318
"31",22.0058854365046
"32",30.8557066500469
"33",32.3929479943202
"34",22.1315152989426
"35",28.5196413160509
"36",36.4868288327039
"37",28.4458025697349
"38",39.5647084087757
"39",30.4129133762542
"40",24.3108656461686
"41",37.01955875362
"42",31.3611417682582
"43",45.7314491989871
"44",39.3841861306973
"45",33.3734706110647
"46",30.6764478688429
"47",39.2023944288221
"48",22.7185308523905
"49",29.3477966144906
"50",10.3920666245131
"51",37.7404365598188
"52",20.9134533406131
"53",33.789689939062
"54",40.7342018352327
"55",26.0836494914671
"56",24.7557114239972
"57",36.3613162655642
"58",31.3070501920959
"59",55.2319869732395
"60",27.7588149445492
"61",55.650290372254
"62",39.979305208202
"63",25.2978520910378
"64",25.983689871602
"65",24.0510820548699
"66",36.7764314517428
"67",31.0751359287742
"68",26.3488459594507
"69",29.6960688476926
"70",41.0561427852740
"71",27.3873816216982
"72",20.8608990449241
"73",9.20423102281315
"74",32.5028394863743
"75",21.8859375804602
"76",29.4215551239592
"77",35.8238059019557
"78",33.7370816094852
"79",41.4135127189027
"80",31.4299704902035
"81",21.0014452400141
"82",22.1270126643304
"83",39.8362467339502
"84",37.1191467121382
"85",22.1296737647068
"86",47.8757841394261
"87",15.0766762049295
"88",27.2788649877508
"89",37.9307158395971
"90",34.1067896073247
"91",28.0440968758715
"92",49.9182079114184
"93",17.2988376176083
"94",34.4341367171307
"95",32.9980459548305
"96",25.8866410582785
"97",30.7481761737589
"98",41.269414944182
"99",40.9637605911383
"100",22.9392728630687
"101",32.8769396847632
"102",34.2705930168635
"103",29.4102259566937
"104",46.4169089427599
"105",33.6082480292525
"106",41.4860756424293
"107",38.3894992931276
"108",32.7075639925017
"109",33.347818934283
"110",21.7273331332957
"111",31.6881016439226
"112",3.51791343050701
"113",30.8701027293498
"114",46.738478507807
"115",9.9326424308159
"116",36.930886817069
"117",23.4313362888415
"118",5.26635539545822
"119",73.7756027263226
"120",39.4989355788165
"121",26.4307036201483
"122",36.1921036335988
"123",41.078008570046
"124",27.8364452594152
"125",35.5974827813496
"126",39.4895273748922
"127",30.1095700819607
"128",36.1057996276004
"129",26.7566432547697
"130",29.8284928128947
"131",37.8091692330750
"132",39.439287612215
"133",9.47462698636214
"134",53.7976089290557
"135",44.83159295743
"136",25.9195898963555
"137",34.6523407084436
"138",34.9669874712112
"139",26.1614350367198
"140",30.0572571565157
"141",37.0194202515894
"142",24.1989395789606
"143",3.9295143917504
"144",37.0881613668878
"145",17.8665150656568
"146",32.5533147415009
"147",40.5811906070976
"148",49.3515728036682
"149",41.1567543033225
"150",41.6297114232141
"151",23.7502169841213
"152",37.7688970955607
"153",20.1820243224599
"154",27.7920872213524
"155",37.8112237670204
"156",31.5522748933476
"157",59.8049003559064
"158",14.4130001644477
"159",13.0426071821571
"160",27.3628097699828
"161",48.4986404856259
"162",29.8750182504310
"163",23.2583339620067
"164",27.0882583587535
"165",28.6889939051515
"166",32.961212941764
"167",27.9377368017767
"168",28.6604859029562
"169",10.7796233504884
"170",31.4474398964493
"171",11.2840954891237
"172",34.4749242036239
"173",15.551921416874
"174",29.4969895263971
"175",33.2474998792011
"176",8.30195725410778
"177",42.8570667542200
"178",18.4041066683518
"179",41.4344727052377
"180",34.4329925538931
"181",40.1709236697294
"182",36.0300999531116
"183",35.0483655696322
"184",24.7437762716363
"185",31.4357290477907
"186",32.6709602627254
"187",26.0861508412622
"188",29.1932463934765
"189",21.7855709930519
"190",37.2923995786943
"191",35.2441099349411
"192",35.2452307051085
"193",45.3023451082141
"194",23.5509855997424
"195",33.0619331485106
"196",38.5175589080989
"197",24.1165182020824
"198",71.3950984493752
"199",35.9751107148976
"200",24.6600125788462
