"x","y","z","inside"
-3,-3,1.68344706986677e-26,0
-2.86734693877551,-3,7.86263786418629e-26,1
-2.73469387755102,-3,2.01026318955881e-23,1
-2.60204081632653,-3,5.788546486159e-21,1
-2.46938775510204,-3,1.16437072831182e-18,1
-2.33673469387755,-3,1.63278461534338e-16,1
-2.20408163265306,-3,1.59404383024364e-14,1
-2.07142857142857,-3,1.08243516336394e-12,1
-1.93877551020408,-3,5.11044228399821e-11,1
-1.80612244897959,-3,1.67793207762465e-09,1
-1.67346938775510,-3,3.8352589399148e-08,1
-1.54081632653061,-3,6.11479342583827e-07,1
-1.40816326530612,-3,0,1
-1.27551020408163,-3,0,1
-1.14285714285714,-3,0,1
-1.01020408163265,-3,0,1
-0.877551020408163,-3,0,1
-0.744897959183673,-3,0,1
-0.612244897959183,-3,0,1
-0.479591836734694,-3,0.0149007820760066,1
-0.346938775510204,-3,0.0173142948343343,1
-0.214285714285714,-3,0.0198297510668532,1
-0.0816326530612241,-3,0.0237841474840313,1
0.0510204081632657,-3,0.0304265989446571,1
0.183673469387755,-3,0.0409682860781316,1
0.316326530612245,-3,0.0558478507025505,1
0.448979591836735,-3,0.0749975076242271,1
0.581632653061225,-3,0.0987016538968568,1
0.714285714285714,-3,0.127267177090198,1
0.846938775510204,-3,0.161128740641491,1
0.979591836734694,-3,0.199783840333688,1
1.11224489795918,-3,0.237781270767810,1
1.24489795918367,-3,0.267715779476852,1
1.37755102040816,-3,0.292915539256441,1
1.51020408163265,-3,0.327375547845032,1
1.64285714285714,-3,0.375909250162935,1
1.77551020408163,-3,0.424124538053309,1
1.90816326530612,-3,0.452285665122378,1
2.04081632653061,-3,0.452402118674893,1
2.17346938775510,-3,0.432191693673186,1
2.30612244897959,-3,0.408142226774585,1
2.43877551020408,-3,0.395298084889434,1
2.57142857142857,-3,0.398025950404041,1
2.70408163265306,-3,0.405373049460492,1
2.83673469387755,-3,0.400273384269861,1
2.96938775510204,-3,0.376851748360416,1
3.10204081632653,-3,0.341852895639873,1
3.23469387755102,-3,0.301360861639051,1
3.36734693877551,-3,0.256918703323378,0
3.5,-3,0.212232242382971,0
-3,-2.87755102040816,3.2512209509835e-21,0
-2.86734693877551,-2.87755102040816,5.79031725449694e-21,1
-2.73469387755102,-2.87755102040816,1.7073369752378e-21,1
-2.60204081632653,-2.87755102040816,1.38222651555663e-20,1
-2.46938775510204,-2.87755102040816,2.56424779937468e-18,1
-2.33673469387755,-2.87755102040816,3.36479612329634e-16,1
-2.20408163265306,-2.87755102040816,3.0991530118078e-14,1
-2.07142857142857,-2.87755102040816,2.00115585645384e-12,1
-1.93877551020408,-2.87755102040816,9.04743781576552e-11,1
-1.80612244897959,-2.87755102040816,2.8609778458788e-09,1
-1.67346938775510,-2.87755102040816,6.32390452474629e-08,1
-1.54081632653061,-2.87755102040816,9.77219306275313e-07,1
-1.40816326530612,-2.87755102040816,0,1
-1.27551020408163,-2.87755102040816,0,1
-1.14285714285714,-2.87755102040816,0,1
-1.01020408163265,-2.87755102040816,0,1
-0.877551020408163,-2.87755102040816,0,1
-0.744897959183673,-2.87755102040816,0,1
-0.612244897959183,-2.87755102040816,0,1
-0.479591836734694,-2.87755102040816,0.0177375241390660,1
-0.346938775510204,-2.87755102040816,0.0219095898131089,1
-0.214285714285714,-2.87755102040816,0.0278131578715796,1
-0.0816326530612241,-2.87755102040816,0.0356070966754654,1
0.0510204081632657,-2.87755102040816,0.0449879681010285,1
0.183673469387755,-2.87755102040816,0.0565652178017076,1
0.316326530612245,-2.87755102040816,0.0705565757261755,1
0.448979591836735,-2.87755102040816,0.086403492789551,1
0.581632653061225,-2.87755102040816,0.104227273700075,1
0.714285714285714,-2.87755102040816,0.125435657548965,1
0.846938775510204,-2.87755102040816,0.153788026505460,1
0.979591836734694,-2.87755102040816,0.193635344004062,1
1.11224489795918,-2.87755102040816,0.241679318505415,1
1.24489795918367,-2.87755102040816,0.286565284930131,1
1.37755102040816,-2.87755102040816,0.324780661366641,1
1.51020408163265,-2.87755102040816,0.368072033388035,1
1.64285714285714,-2.87755102040816,0.425952024007923,1
1.77551020408163,-2.87755102040816,0.48769087417368,1
1.90816326530612,-2.87755102040816,0.52837600092115,1
2.04081632653061,-2.87755102040816,0.532334883950677,1
2.17346938775510,-2.87755102040816,0.508548732044385,1
2.30612244897959,-2.87755102040816,0.480086415674827,1
2.43877551020408,-2.87755102040816,0.462582418278727,1
2.57142857142857,-2.87755102040816,0.457757583042877,1
2.70408163265306,-2.87755102040816,0.457922320080364,1
2.83673469387755,-2.87755102040816,0.451542323491466,1
2.96938775510204,-2.87755102040816,0.431477242482085,1
3.10204081632653,-2.87755102040816,0.397637771163726,1
3.23469387755102,-2.87755102040816,0.352203416103527,1
3.36734693877551,-2.87755102040816,0.298844272082841,0
3.5,-2.87755102040816,0.245126735611632,0
