0.065624,5.8333e-009,7.8626e-026
0.088975,5.8096e-009,2.0103e-023
0.11285,5.8112e-009,5.7885e-021
0.13736,5.8403e-009,1.1644e-018
0.16262,5.8599e-009,1.6328e-016
0.18872,5.8952e-009,1.594e-014
0.21571,5.9618e-009,1.0824e-012
0.24364,5.9679e-009,5.1104e-011
0.27251,6.2842e-009,1.6779e-009
0.30227,6.0134e-009,3.8353e-008
0.33285,5.9547e-009,6.1148e-007
0.36411,7.0396e-009,0
0.39589,5.8597e-009,0
0.42798,5.6302e-009,0
0.46016,5.4655e-009,0
0.49219,6.0354e-009,0
0.52382,4.7468e-009,0
0.55483,4.6882e-009,0
0.58499,4.4152e-009,0.014901
0.61413,-1.8218e-010,0.017314
0.64211,2.1726e-009,0.01983
0.6688,3.9278e-009,0.023784
0.69416,3.2434e-009,0.030427
0.71813,2.7864e-009,0.040968
0.74071,2.5731e-009,0.055848
0.76191,2.3279e-009,0.074998
0.78177,2.0113e-009,0.098702
0.80034,1.8385e-009,0.12727
0.81768,1.9396e-009,0.16113
0.83386,6.9123e-010,0.19978
0.84893,-2.1469e-010,0.23778
0.86298,1.1061e-009,0.26772
0.87608,9.3803e-010,0.29292
0.8883,8.4017e-010,0.32738
0.89972,1.5655e-009,0.37591
0.91041,6.2577e-010,0.42412
0.92045,5.5404e-010,0.45229
0.9299,6.1066e-010,0.4524
0.93884,3.8986e-010,0.43219
0.94733,3.4746e-010,0.40814
0.95543,2.702e-010,0.3953
0.96321,2.2551e-010,0.39803
0.97072,1.719e-010,0.40537
0.97803,1.2792e-010,0.40027
0.98517,8.6675e-011,0.37685
0.99221,4.7088e-011,0.34185
0.9971,-0.00013188,0.30136
0.065456,0.021335,5.7903e-021
0.088752,0.021759,1.7073e-021
0.11257,0.022299,1.3822e-020
0.13704,0.022944,2.5642e-018
0.16226,0.023681,3.3648e-016
0.18833,0.024489,3.0992e-014
0.21531,0.025346,2.0012e-012
0.24324,0.026221,9.0474e-011
0.27213,0.027078,2.861e-009
0.30193,0.027878,6.3239e-008
0.33256,0.028582,9.7722e-007
0.36389,0.029148,0
0.39575,0.029541,0
