"","mse","labs"
"1",0.000443920449614715,"soap"
"2",0.000384910726456926,"soap"
"3",0.000369460974579653,"soap"
"4",0.00048903621669523,"soap"
"5",0.000760394822966944,"soap"
"6",0.000468574508679934,"soap"
"7",0.000455023740160895,"soap"
"8",0.000374536380603395,"soap"
"9",0.00110571682134825,"soap"
"10",0.000430151110521125,"soap"
"11",0.000397375716898582,"soap"
"12",0.000490552028927886,"soap"
"13",0.000580685314253038,"soap"
"14",0.00038696087933424,"soap"
"15",0.00161544354545309,"soap"
"16",0.000492963065675595,"soap"
"17",0.000509891235799465,"soap"
"18",0.00354434332017499,"soap"
"19",0.000450761892454505,"soap"
"20",0.00315479889824613,"soap"
"21",0.000669675192804662,"soap"
"22",0.000414023591335903,"soap"
"23",0.000435589136116731,"soap"
"24",0.000431388856261728,"soap"
"25",0.000526078825971299,"soap"
"26",0.00438322293211284,"soap"
"27",0.00413642332685667,"soap"
"28",0.000412763934037814,"soap"
"29",0.000406263682899307,"soap"
"30",0.00699726201668009,"soap"
"31",0.000423316648083757,"soap"
"32",0.00055033751004146,"soap"
"33",0.00039574983952725,"soap"
"34",0.00232113916966617,"soap"
"35",0.000600037233699178,"soap"
"36",0.0006137679962747,"soap"
"37",0.000556249250663588,"soap"
"38",0.000435482797450314,"soap"
"39",0.000451143075784210,"soap"
"40",0.000415922720259062,"soap"
"41",0.000874048768389996,"soap"
"42",0.000436125231325684,"soap"
"43",0.000417192363210784,"soap"
"44",0.000731741058355125,"soap"
"45",0.000805435436613714,"soap"
"46",0.000446792612913483,"soap"
"47",0.000485633153741648,"soap"
"48",0.000457414338524797,"soap"
"49",0.0009326666543513,"soap"
"50",0.000609811207566724,"soap"
"51",0.000392925772417302,"soap"
"52",0.000569809592307286,"soap"
"53",0.000532185553704007,"soap"
"54",0.000406672748299011,"soap"
"55",0.0169889420668852,"soap"
"56",0.000471984759104279,"soap"
"57",0.000386009603356052,"soap"
"58",0.000425830259258368,"soap"
"59",0.000407971257333131,"soap"
"60",0.000729094548648938,"soap"
"61",0.00199124295376289,"soap"
"62",0.000417573377302057,"soap"
"63",0.000599486389027039,"soap"
"64",0.000387202070983262,"soap"
"65",0.000606202110323609,"soap"
"66",0.000412094040976475,"soap"
"67",0.000448826864174267,"soap"
"68",0.00151303353574827,"soap"
"69",0.000398457978337577,"soap"
"70",0.000412730777789941,"soap"
"71",0.000493595219898424,"soap"
"72",0.000436640630273865,"soap"
"73",0.000883757339321846,"soap"
"74",0.000392749743959449,"soap"
"75",0.000448534360002251,"soap"
"76",0.000584508613359627,"soap"
"77",0.000731831657397732,"soap"
"78",0.000529185081498197,"soap"
"79",0.000505302558207267,"soap"
"80",0.000433747987292285,"soap"
"81",0.000542575216871916,"soap"
"82",0.000931804759585846,"soap"
"83",0.00112906302090472,"soap"
"84",0.000534864713381657,"soap"
"85",0.000470373080065667,"soap"
"86",0.000395715709349889,"soap"
"87",0.000972684701876395,"soap"
"88",0.00052034149335848,"soap"
"89",0.00104833069562830,"soap"
"90",0.00069314392671379,"soap"
"91",0.00124205468423473,"soap"
"92",0.000910169905592392,"soap"
"93",0.000394305200945275,"soap"
"94",0.000449340076869712,"soap"
"95",0.000435718352651235,"soap"
"96",0.000382970867160755,"soap"
"97",0.000374459267615303,"soap"
"98",0.000401300420850472,"soap"
"99",0.000654835193429658,"soap"
"100",0.00047227507176483,"soap"
"101",0.00066337916580937,"soap"
"102",0.00042009746305821,"soap"
"103",0.000393130583425683,"soap"
"104",0.000523513651663005,"soap"
"105",0.000452472980058094,"soap"
"106",0.00038892342287675,"soap"
"107",0.00202104276787092,"soap"
"108",0.000760127177317593,"soap"
"109",0.000369986017569542,"soap"
"110",0.000568303655413225,"soap"
"111",0.00132636717853501,"soap"
"112",0.000466039468646256,"soap"
"113",0.000392380832482383,"soap"
"114",0.000522584508109915,"soap"
"115",0.000369568071157506,"soap"
"116",0.000440980412864642,"soap"
"117",0.000962617532257657,"soap"
"118",0.000418227153638701,"soap"
"119",0.000447839720305268,"soap"
"120",0.000744721114373168,"soap"
"121",0.000440129932907821,"soap"
"122",0.000389567600364315,"soap"
"123",0.000432162821834774,"soap"
"124",0.000461429506716466,"soap"
