0.99898,-0.0056269,0.0023745
0.99992,0.00038269,0.0017407
0.89471,-0.43823,0.010648
0.92294,-0.34907,0.0092287
0.94163,-0.27262,0.0080362
0.95398,-0.2077,0.0071325
0.96223,-0.1531,0.0064069
0.96804,-0.10768,0.0057681
0.97259,-0.070501,0.0051095
0.97682,-0.040822,0.004335
0.98152,-0.01814,0.0034822
0.98753,-0.0021846,0.0026976
0.99598,0.0071884,0.0020883
-0.32452,-0.92251,0.011423
-0.095761,-0.94675,0.012158
0.1196,-0.92152,0.01272
0.30801,-0.85884,0.013185
0.46365,-0.77292,0.013606
0.58685,-0.67628,0.013902
0.68147,-0.57812,0.013837
0.75273,-0.48427,0.013155
0.80579,-0.39792,0.011867
0.84515,-0.32046,0.010352
0.87447,-0.25221,0.0090183
0.89661,-0.19289,0.0079538
0.91376,-0.14195,0.0070493
0.92763,-0.098743,0.0062256
0.93952,-0.062653,0.0054197
0.95054,-0.033135,0.0045816
0.96162,-0.0097417,0.0037567
0.97374,0.0078979,0.0030502
0.98792,0.020179,0.002505
-0.96309,0.26028,0.0041326
-0.97006,0.17919,0.0049196
-0.96759,0.08055,0.0060319
-0.95007,-0.034549,0.0073508
-0.91109,-0.16311,0.0085658
-0.84444,-0.29931,0.0094518
-0.74567,-0.43417,0.010085
-0.61412,-0.55623,0.010719
-0.45439,-0.65375,0.01148
-0.27617,-0.71769,0.012307
-0.092199,-0.74421,0.013117
0.085018,-0.73533,0.013868
0.24593,-0.69756,0.014502
0.38521,-0.63947,0.014938
0.50137,-0.5695,0.015098
0.59571,-0.49461,0.014875
0.67097,-0.41986,0.014121
0.73042,-0.34853,0.012821
0.77728,-0.28254,0.011275
0.81438,-0.22282,0.0098678
0.84414,-0.16968,0.0086849
0.86852,-0.12306,0.0076011
0.88914,-0.082703,0.0065488
0.90732,-0.048252,0.0055378
0.92418,-0.019338,0.0046036
0.94072,0.0044104,0.0038123
0.9579,0.023374,0.00321
0.97667,0.037991,0.0027564
0.99796,0.048802,0.0023509
-0.91325,0.39603,0.0027402
-0.9018,0.36508,0.003448
-0.89748,0.31902,0.0040467
-0.89325,0.25843,0.0045798
-0.88468,0.18409,0.0052644
-0.86758,0.096881,0.0062823
-0.83757,-0.0015383,0.0075799
-0.79022,-0.10813,0.0089015
-0.72176,-0.21807,0.010001
-0.62996,-0.32479,0.010817
-0.51516,-0.42061,0.011463
-0.38087,-0.49803,0.012087
-0.23353,-0.55133,0.012789
-0.081332,-0.57785,0.013603
0.067488,-0.57837,0.014468
0.20617,-0.55654,0.015218
0.33032,-0.51764,0.015664
0.43797,-0.46731,0.015703
0.5291,-0.41067,0.015347
0.60499,-0.35179,0.014582
0.66759,-0.29365,0.013366
0.71908,-0.23825,0.011874
0.76157,-0.1868,0.010434
0.79698,-0.13993,0.0091628
0.827,-0.09791,0.0079484
0.85306,-0.06075,0.0067222
0.87641,-0.028314,0.0055402
0.89812,-0.00037437,0.0045072
0.91918,0.023355,0.0037163
0.94048,0.043218,0.0031791
0.9629,0.059628,0.0027952
0.98726,0.073088,0.0024355
-0.88142,0.4183,0.0030459
-0.86031,0.37776,0.0038438
-0.84394,0.32893,0.0044264
-0.82774,0.27035,0.0048232
-0.80778,0.202,0.0052943
-0.78048,0.12466,0.0061025
