"x","y","z"
2.87287287287287,-7.17717717717718,0.00556274784298879
2.09209209209209,5.67567567567568,0.0412874885855617
4.59459459459459,2.83283283283283,0.0507026764417972
3.93393393393393,-5.03503503503504,0.00603929767901005
-5.05505505505506,0.67067067067067,0.0209526718312109
3.39339339339339,-0.19019019019019,0.0288978882335469
4.79479479479479,-3.07307307307307,0.0088548524326172
-2.31231231231231,6.83683683683684,0.00785675504128227
1.15115115115115,0.250250250250250,0.0277833243168838
3.53353353353353,-6.87687687687688,0.004224432525526
6.8968968968969,0.77077077077077,0.0279078223732662
3.51351351351351,-6.27627627627628,0.00467047080068077
-0.09009009009009,-5.95595595595596,0.0243547792940926
5.67567567567568,-2.71271271271271,0.00837472225434495
2.71271271271271,4.33433433433433,0.0488887048127995
0.550550550550551,-0.930930930930931,0.0257105662330909
-5.03503503503504,-5.43543543543544,0.0384311282305527
-2.17217217217217,4.01401401401401,0.0181671734018288
-5.97597597597598,-5.05505505505506,0.0411501982949274
-6.95695695695696,-0.73073073073073,0.0208695774008096
7.17717717717718,-3.13313313313313,0.00394814981994356
4.17417417417417,-2.87287287287287,0.0107097450434428
2.51251251251251,-6.27627627627628,0.00789737994301465
3.25325325325325,5.67567567567568,0.0464149043292273
1.37137137137137,-2.33233233233233,0.0198910598141066
3.27327327327327,6.85685685685686,0.037442598610591
-6.31631631631632,-2.01201201201201,0.0321301373212634
1.33133133133133,3.61361361361361,0.0417939160883824
-1.43143143143143,4.59459459459459,0.0190685767824749
6.13613613613614,5.53553553553554,0.0357865426692322
5.57557557557558,0.130130130130130,0.0270837123517615
2.67267267267267,-2.37237237237237,0.0169839800054779
-1.89189189189189,-2.33233233233233,0.04049684034623
0.71071071071071,3.59359359359359,0.0381964704354815
-0.77077077077077,2.75275275275275,0.024686288902414
-1.13113113113113,-0.310310310310310,0.0285154037975721
0.33033033033033,6.61661661661662,0.0235953663097488
-3.71371371371371,-1.85185185185185,0.0444200942974598
-5.13513513513514,-1.67167167167167,0.0393817436244267
-5.33533533533534,1.99199199199199,0.0126090574854595
-0.09009009009009,-4.23423423423423,0.0258771290459939
5.73573573573574,-1.29129129129129,0.0153130939502634
-0.290290290290290,-1.45145145145145,0.0281380294262959
-2.19219219219219,-6.1961961961962,0.0367965649154558
7.997997997998,0.99099099099099,0.0171464151699138
-1.89189189189189,2.75275275275275,0.0205088979308454
-0.910910910910911,-3.95395395395395,0.0319584211081953
-3.03303303303303,-3.67367367367367,0.0554273135653908
3.31331331331331,0.810810810810811,0.0326577370846029
3.37337337337337,-4.07407407407407,0.00945350430153974
4.85485485485485,-5.85585585585586,0.00241569364023364
-5.31531531531532,-0.73073073073073,0.0308570963291709
0.870870870870871,-6.05605605605606,0.0174998644684514
-0.75075075075075,-3.71371371371371,0.0305078656079048
6.1961961961962,-2.41241241241241,0.00782486478079545
-4.75475475475475,-0.790790790790791,0.0350784653078273
-2.33233233233233,-1.03103103103103,0.0348924944112268
-6.35635635635636,-2.85285285285285,0.0374485495192885
-7.83783783783784,-1.67167167167167,0.0218665648716189
2.05205205205205,-0.230230230230230,0.028792558738694
-4.51451451451451,-2.73273273273273,0.0495690612037769
-3.11311311311311,6.7967967967968,0.00469885613075146
4.55455455455455,-6.05605605605606,0.00268915740791055
3.65365365365365,-6.01601601601602,0.0046582020905133
4.27427427427427,1.37137137137137,0.0387958504743626
7.65765765765766,-0.150150150150150,0.0154259675767638
-2.23223223223223,-2.87287287287287,0.0468240426538718
2.49249249249249,0.63063063063063,0.0315687041050760
-3.93393393393393,-3.69369369369369,0.0520097356698197
-1.11111111111111,0.850850850850851,0.0271936556639387
-7.87787787787788,-1.07107107107107,0.0187170118860531
3.71371371371371,3.39339339339339,0.0511348981141593
2.93293293293293,-1.55155155155155,0.0213587081117099
5.95595595595596,-1.71171171171171,0.0115340837566521
-4.01401401401401,-0.270270270270270,0.0331145519789728
-0.210210210210210,4.33433433433433,0.0310689731328309
3.69369369369369,6.15615615615616,0.0450460680561682
0.67067067067067,-2.39239239239239,0.0230984258725129
-2.71271271271271,-2.85285285285285,0.0508414779262099
0.65065065065065,5.43543543543544,0.033537455510593
-0.890890890890891,-1.23123123123123,0.0302519347977096
3.07307307307307,4.47447447447447,0.0504447856724407
-2.89289289289289,1.61161161161161,0.019104010693863
0.47047047047047,5.8958958958959,0.0289618392576079
-2.67267267267267,-3.43343343343343,0.0536826241771784
-0.75075075075075,1.89189189189189,0.0241573429724267
-6.13613613613614,-1.57157157157157,0.0296146544813364
6.37637637637638,-5.33533533533534,0.00174981973988920
2.97297297297297,-1.95195195195195,0.0185657225067662
6.87687687687688,-3.03303303303303,0.00489909973984834
-0.35035035035035,3.65365365365365,0.0296221792973171
3.29329329329329,6.71671671671672,0.0392405655253629
-3.73373373373373,-6.25625625625626,0.0371573594770370
3.45345345345345,-1.79179179179179,0.0185270952817838
-3.97397397397397,0.67067067067067,0.0235602172787583
2.81281281281281,4.79479479479479,0.0475596601543468
-6.75675675675676,-3.21321321321321,0.0373762917627518
6.31631631631632,-4.41441441441441,0.00301201211719549
1.61161161161161,-3.15315315315315,0.0177685223482889
-0.75075075075075,3.41341341341341,0.0259919876108012
