0.99998,-0.0045655,0.0030082
0.99988,-0.0036894,0.0029568
0.99981,-0.002895,0.0029059
0.99975,-0.0021844,0.0028553
0.99972,-0.0015603,0.002805
0.99971,-0.0010258,0.0027549
0.99972,-0.0005853,0.002705
0.99977,-0.00024429,0.0026553
0.99985,-1.0003e-05,0.0026056
0.99999,0.00011167,0.0025559
0.99978,-0.014539,0.0034907
0.99964,-0.013041,0.0034312
0.99951,-0.011615,0.0033728
0.99939,-0.010263,0.0033155
0.99929,-0.0089854,0.003259
0.9992,-0.007782,0.0032034
0.99913,-0.006654,0.0031487
0.99908,-0.0056023,0.0030946
0.99905,-0.0046282,0.0030412
0.99904,-0.003733,0.0029883
0.99904,-0.0029183,0.002936
0.99907,-0.0021859,0.0028841
0.99913,-0.0015381,0.0028326
0.99921,-0.00097754,0.0027813
0.99932,-0.0005072,0.0027303
0.99946,-0.00013051,0.0026795
0.99965,0.00014956,0.0026288
0.99989,0.00033273,0.0025782
0.99948,-0.031482,0.0041485
0.9993,-0.029328,0.0040743
0.99912,-0.027244,0.0040018
0.99896,-0.025232,0.0039308
0.99881,-0.023291,0.0038614
0.99867,-0.021422,0.0037935
0.99855,-0.019623,0.003727
0.99843,-0.017896,0.0036618
0.99833,-0.01624,0.003598
0.99824,-0.014656,0.0035354
0.99817,-0.013143,0.003474
0.99811,-0.011703,0.0034137
0.99807,-0.010336,0.0033545
0.99804,-0.0090417,0.0032962
0.99803,-0.0078215,0.0032389
0.99803,-0.0066759,0.0031825
0.99806,-0.0056058,0.0031268
0.99811,-0.0046122,0.0030719
0.99817,-0.0036962,0.0030176
0.99826,-0.0028593,0.0029638
0.99837,-0.002103,0.0029106
0.99851,-0.0014289,0.0028578
0.99868,-0.00083907,0.0028054
0.99887,-0.00033543,0.0027533
0.99911,8.0264e-05,0.0027014
0.99939,0.00040712,0.0026497
0.99972,0.00064616,0.0025982
0.99848,-0.051534,0.0048841
0.99831,-0.048793,0.0047937
0.99814,-0.046125,0.0047051
0.99798,-0.043529,0.0046183
0.99782,-0.041007,0.0045333
0.99768,-0.038556,0.0044501
0.99754,-0.036177,0.0043686
0.99741,-0.03387,0.0042889
0.99728,-0.031635,0.0042108
0.99717,-0.02947,0.0041344
0.99707,-0.027376,0.0040597
0.99698,-0.025353,0.0039865
0.9969,-0.023401,0.0039149
0.99683,-0.021519,0.0038447
0.99678,-0.019708,0.0037761
0.99673,-0.017968,0.0037088
0.9967,-0.016299,0.0036428
0.99669,-0.014701,0.0035782
0.99669,-0.013174,0.0035147
0.9967,-0.011718,0.0034525
0.99673,-0.010335,0.0033914
0.99677,-0.0090242,0.0033313
0.99684,-0.0077864,0.0032722
0.99692,-0.0066224,0.0032141
0.99702,-0.0055327,0.0031568
0.99714,-0.0045184,0.0031002
0.99728,-0.0035804,0.0030445
0.99745,-0.0027198,0.0029893
0.99764,-0.0019377,0.0029347
0.99786,-0.0012355,0.0028807
0.99811,-0.00061439,0.0028271
0.9984,-7.5576e-05,0.0027738
0.99872,0.0003802,0.0027209
0.99908,0.00075299,0.0026683
0.9995,0.0010441,0.0026158
0.99996,0.0012563,0.0025636
0.99679,-0.07977,0.0058684
0.99666,-0.076342,0.0057618
0.99653,-0.072992,0.0056564
0.9964,-0.069719,0.0055525
0.99628,-0.066524,0.0054501
0.99616,-0.063404,0.0053492
0.99604,-0.06036,0.00525
0.99592,-0.057391,0.0051524
0.99581,-0.054496,0.0050566
0.9957,-0.051676,0.0049624
0.9956,-0.048928,0.00487
0.9955,-0.046254,0.0047794
0.99541,-0.043652,0.0046905
0.99533,-0.041122,0.0046033
0.99526,-0.038663,0.0045179
0.99519,-0.036276,0.0044342
0.99513,-0.033961,0.0043522
0.99508,-0.031716,0.0042718
0.99504,-0.029541,0.0041931
0.99501,-0.027437,0.0041161
0.99499,-0.025403,0.0040406
0.99498,-0.02344,0.0039667
0.99498,-0.021546,0.0038942
0.99499,-0.019723,0.0038233
0.99502,-0.01797,0.0037538
0.99506,-0.016287,0.0036857
0.99512,-0.014674,0.0036189
0.99519,-0.013132,0.0035534
0.99527,-0.011661,0.0034892
0.99537,-0.010262,0.0034261
0.99549,-0.0089336,0.0033642
0.99563,-0.0076777,0.0033033
0.99578,-0.0064944,0.0032434
0.99596,-0.0053844,0.0031844
0.99615,-0.0043484,0.0031263
0.99637,-0.0033872,0.003069
0.99662,-0.0025017,0.0030124
0.99689,-0.0016926,0.0029565
0.99718,-0.00096089,0.0029012
0.99751,-0.00030736,0.0028464
0.99788,0.00026744,0.0027921
0.99828,0.00076334,0.0027381
0.99873,0.0011808,0.0026845
0.99922,0.0015211,0.0026312
0.99976,0.0017866,0.0025781
0.99365,-0.11017,0.0068475
0.99362,-0.1061,0.0067356
