"","soap","mapped"
"1",0.0212309911186924,0.0460129571461102
"2",0.0584776363520428,0.0339776825706606
"3",0.0226079674532491,0.0390711170878734
"4",0.0574562502490008,0.084038464273178
"5",0.0171027843960568,0.0299892975781998
"6",0.0623609394886745,0.128909549985370
"7",0.0528574638709275,0.0559911313914411
"8",0.0333420856391203,0.0492875850083372
"9",0.0180463707215473,0.0394668843364738
"10",0.0285440632801479,0.0459865121508862
"11",0.0227343877877033,0.0228786536180706
"12",0.0183376207086423,0.0273230028709944
"13",0.0137215323137312,0.0255241998760766
"14",0.0497317569726441,0.155445239044148
"15",0.0150271890688961,0.00863185933932578
"16",0.0521137109125104,0.0626667810314583
"17",0.0480010155715327,0.0415067336911448
"18",0.0466064854231665,0.134143845427188
"19",0.0142878848214864,0.0943515651905338
"20",0.0186139485444611,0.0635131395975147
"21",0.0364993542796139,0.0659261027883009
"22",0.0250849162805330,0.0422772313692502
"23",0.0468160367430624,0.0854523364659885
"24",0.0225468459684803,0.0324152994406714
"25",0.083414164578422,0.106389199257096
"26",0.0469824829776905,0.067464513839885
"27",0.0139945865171371,0.0141071225459883
"28",0.0441412156018955,0.200702213739888
"29",0.101609670705765,0.0464309848809329
"30",0.0152029736836230,0.0344343917673922
"31",0.051002325841804,0.115005243739313
"32",0.0165225720637466,0.0138083510479326
"33",0.0266734879118074,0.0393767056248031
"34",0.016465838819173,0.0444876084233869
"35",0.0645920361601256,0.0710412074788852
"36",0.0461637677764219,0.0472132693732101
"37",0.0488878979982263,0.0174859044003605
"38",0.0167769355406061,0.0213781597419028
"39",0.0262470187262017,0.0660327445471917
"40",0.0711708623391343,0.0500840613038666
"41",0.14877564100818,0.102817544289961
"42",0.0240362200665088,0.0240749573864753
"43",0.0359416748334232,0.0629693457939763
"44",0.0425646903914626,0.0539230996964219
"45",0.0187784478526777,0.0242136367707446
"46",0.226491617332879,0.0551059467355345
"47",0.0136769915454374,0.0140116073900058
"48",0.0165200244909658,0.0316284969643547
"49",0.0349591459006785,0.0539358077355419
"50",0.0315774127521742,0.0589388544227357
"51",0.0293277557555704,0.0241690537949694
"52",0.0152186359471553,0.0215049745560243
"53",0.0239411320610502,0.0197078995717155
"54",0.0134909436932899,0.0446700870326862
"55",0.0349618321171034,0.0401932594772565
"56",0.0155974387503463,0.0339588532814255
"57",0.0231911756004772,0.0429743416751926
"58",0.0160359850886888,0.073908210238171
"59",0.0149612039013620,0.0236894083908684
"60",0.0204145486151356,0.0482540623288187
"61",0.0195728351332994,0.0357216250055646
"62",0.0884007123711516,0.0815949671702143
"63",0.0360001802136314,0.0243240275930958
"64",0.0150411509933469,0.0341553733561724
"65",0.0497814122827067,0.174157985105166
"66",0.113714815226668,0.130120867107177
"67",0.0137237379771792,0.0355764766453508
"68",0.0219140808745977,0.0266424304983613
"69",0.0455628617288812,0.0526908949421051
"70",0.0169740401938936,0.0226296926561319
"71",0.0239364180042787,0.141788138257670
"72",0.0323159134226106,0.073687273305249
"73",0.0182451185313336,0.0140113875825705
"74",0.0134926297755500,0.0374110333013476
"75",0.0349734642676812,0.0317740261713155
"76",0.0392621447752604,0.0498742664680378
"77",0.0143063846703857,0.0116932909566913
"78",0.0137635254965729,0.0255438081204628
"79",0.082768042561168,0.173417426234748
"80",0.0789398834696133,0.0591764047999258
"81",0.0265453307829147,0.0378711993896185
"82",0.0186569953066589,0.166839180960796
"83",0.0388388329453326,0.191930516699965
"84",0.0225784503890752,0.0400630716919058
"85",0.0297688505833666,0.0644400401175619
"86",0.0247112854632649,0.0268456610025721
"87",0.0698285248551137,0.164848141266542
"88",0.0357582188280922,0.068636184467756
"89",0.0200924663368650,0.0346078776238292
"90",0.0305054078252057,0.0491020720832654
"91",0.0178167990645541,0.0277854700167436
"92",0.0144023368982575,0.0161153903026798
"93",0.0283772014697103,0.146334730412331
"94",0.0133142810908886,0.0143940113186633
"95",0.0262530431266009,0.0292059087515341
"96",0.0166093110389346,0.0789633129419372
"97",0.0462937877296732,0.0294299816594910
"98",0.0459947201532138,0.04836853250925
"99",0.030912433899158,0.0455702608005788
"100",0.0408020758888566,0.0518927007898948
"101",0.0353190926420828,0.051669503402163
"102",0.0381928518589416,0.149297162046489
"103",0.0246166055285841,0.0357143054204574
"104",0.0401388121773352,0.0723128155413473
"105",0.0267442527609044,0.0368563368943783
"106",0.0557981258756012,0.0812948753941753
"107",0.0142276907260290,0.0167051547046556
"108",0.0272280102766776,0.0413063585076955
"109",0.0184497400210573,0.0557303050425294
"110",0.378415166818643,0.0418480153099847
"111",0.0707213348974398,0.0987782800152488
"112",0.158006414007431,0.298855255204468
"113",0.0255114644614049,0.0130325114268711
"114",0.0319110903108823,0.117783880020884
"115",0.0155403408514057,0.112671298011654
"116",0.0264035558445494,0.0400951075213175
"117",0.0203337318225834,0.070024153781529
"118",0.0362306478570841,0.0461060436721017
"119",0.0248004795326767,0.0471136715822656
"120",0.0156071826915023,0.0169132440074770
"121",0.0222093094663423,0.0250811155620838
"122",0.098727492694117,0.0788258393167205
"123",0.0235975242074466,0.0899964502918337
"124",0.094054773684504,0.123870496085471
"125",0.0680930691657464,0.0688576400161995
"126",0.0178016757941080,0.0323817991250002
"127",0.0199496248302596,0.0201026137468259
"128",0.118932788169761,0.149694896613244
"129",0.0613517863190444,0.0229469282618637
"130",0.0164678721733384,0.0293628072918576
"131",0.0280120365035052,0.00777936130751215
"132",0.0196044458735956,0.0417927121714428
"133",0.0393795212852630,0.0229690823365956
"134",0.0253811609348866,0.0377505578149113
"135",0.0425939962774772,0.220436361398102
"136",0.0453717842194609,0.105813746431481
"137",0.0151049584522069,0.0404938845710214
"138",0.0441653330770035,0.0494517207164418
"139",0.0137127042627907,0.0137126981713545
"140",0.0347293235259123,0.0442074215259869
"141",0.0176384858655421,0.0761290181426859
"142",0.0671246442119973,0.132394592250126
"143",0.0320345983888852,0.0366802968356444
"144",0.070422969174646,0.0638902847733373
"145",0.132158380589537,0.0254895571465752
"146",0.0179926225362121,0.0367877997938615
"147",0.0211959445307418,0.0717324310694116
"148",0.0166886565450701,0.0622167851660353
"149",0.0165759280929367,0.0890306261065166
"150",0.0252303655652846,0.0361642717215072
"151",0.0404120225482054,0.0696434428094587
"152",0.0292562222728537,0.0432317007218257
"153",0.0286937769430635,0.064842121520618
"154",0.0136853431846814,0.0194366212477127
"155",0.0154061700609296,0.128736853671634
"156",0.0636708795440813,0.0181818703945657
"157",0.0170624759041562,0.181138059108394
"158",0.0194941750255912,0.0859880128401264
"159",0.0449423756049386,0.0674526296461959
"160",0.0168611688295129,0.124898598992481
"161",0.0830664428493908,0.108421707106473
"162",0.0184850466686203,0.0735449322404372
"163",0.0218992871464240,0.0160935842285994
"164",0.0356253036513432,0.0406699032307952
"165",0.0390565247058044,0.0583962414591689
"166",0.0158521441040329,0.0236777704525829
"167",0.0140122651735027,0.0391941085323640
"168",0.0189510869108198,0.0714856844969572
"169",0.0652795214265141,0.0751880730297665
"170",0.216079043164967,0.0527172221541553
"171",0.0308664462630723,0.0574749443100384
"172",0.0139630015308044,0.0808862784344189
"173",0.038430544208137,0.172786493479555
"174",0.0566568737495966,0.065058974276365
"175",0.0287025082872438,0.0919732557725224
"176",0.0248348288872378,0.0524288729349354
"177",0.0409360235869963,0.0738210014335751
"178",0.0624063295181988,0.116392411960654
"179",0.0148666368337519,0.0558816124771195
"180",0.0145052252604279,0.00905864337748038
"181",0.0364960927537550,0.130861065003158
"182",0.0288306157671425,0.0728446762585818
"183",0.0367576086543638,0.061953674024299
"184",0.0136815658991494,0.0176312377993165
"185",0.046701436532356,0.0322576042172917
"186",0.155838160839672,0.154480661731363
"187",0.0138212436751217,0.0193298810036551
"188",0.0558749224071571,0.0617568898312119
"189",0.0432723414863345,0.0677304007725827
"190",0.0160528959068871,0.0593287329486494
"191",0.036667233482255,0.0465187639342405
"192",0.0645293021115788,0.128469455793701
"193",0.0156927504931788,0.0132213204084349
"194",0.0139884304723128,0.0940713834818478
"195",0.0371688597753975,0.0605997907090104
"196",0.0924723530510505,0.096174863021415
"197",0.0145527703375826,0.00711751575775271
"198",0.0426348831585187,0.0507740768057331
"199",0.0318237252861342,0.0445370662403514
"200",0.0203712647837326,0.0631388684176954
"201",0.0985730645893423,0.109090405189677
"202",0.0188812369959993,0.131669158919289
"203",0.0243232358849740,0.0173659822282603
"204",0.125384190560115,0.165703637471341
"205",0.0140445591944372,0.0140443436252927
"206",0.0405091486347097,0.0187341990408445
"207",0.0168426701780169,0.0249557774289387
"208",0.0143099067378329,0.0212477318818537
"209",0.0140127443629747,0.0571497723906956
"210",0.0152872323785418,0.0166353370444250
"211",0.0756163867759646,0.0541152973640533
"212",0.0141418589732406,0.0502365921192869
"213",0.0418466766871799,0.0577438750943395
"214",0.0196671822100023,0.0269736675079779
"215",0.0139175475124947,0.051123429980123
"216",0.0266302027492363,0.065222130813706
"217",0.0796288068357803,0.0678796572452773
"218",0.0149663488278452,0.022587519768407
"219",0.0429123483130602,0.0560895540836694
"220",0.0172052924196790,0.0244303457665573
"221",0.0178868649630102,0.0776938635471522
"222",0.0165079853150626,0.0373451965957854
"223",0.0140614840679070,0.0487095416459791
"224",0.153409550325442,0.0407142382023042
"225",0.024063005608982,0.0506014644301262
"226",0.0200860335203660,0.0206630737641255
"227",0.0267307972125325,0.0262787279455662
"228",0.129097633008387,0.0632256372547157
"229",0.0208194109770930,0.0339666568820275
"230",0.0184382367784154,0.0330747797928294
"231",0.0181215776134083,0.0137010348718203
"232",0.0357105663618452,0.0690160507378506
"233",0.0137346879322107,0.0709756089732587
"234",0.0198939144543864,0.0148839311573889
"235",0.0298979732275963,0.0701333046028482
"236",0.0313827080279755,0.0496825400309099
"237",0.0362401093463830,0.0292743798514171
"238",0.0144504575238927,0.0311840708252527
"239",0.0249587207963295,0.0410998507213688
"240",0.0469839176277853,0.0480178823492388
"241",0.0234048360165801,0.120273017056729
"242",0.0157740860520807,0.0306165111323379
"243",0.0754029066324298,0.0486391911315779
"244",0.0805026070113387,0.0218885411886257
"245",0.0346705050302982,0.0714171589541003
"246",0.0176109319548411,0.0404376582931723
"247",0.0159093507157574,0.0229961189835984
"248",0.0428799726730967,0.031144123945858
"249",0.0160735252536888,0.0218327250756840
"250",0.0148512016183972,0.00778041707222613
"251",0.0227683281641377,0.0310026403117799
"252",0.0510472051259503,0.0639540443608007
"253",0.0168295444504951,0.118071163210249
"254",0.0293919076189619,0.0336468709831366
"255",0.0294822940025939,0.0912251071222722
"256",0.0146794187449576,0.0347718084405109
"257",0.0162537109444684,0.0565609038965235
"258",0.0237574923495329,0.114875186627366
"259",0.0162041691121575,0.0254656171855585
"260",0.0306326255238002,0.0708109033218204
"261",0.0242911527287372,0.0215537037185558
"262",0.0347950340139898,0.061984458393283
"263",0.0530085758224721,0.0742629022585715
"264",0.0351975416145606,0.0500963754742827
"265",0.0388528572320989,0.0192176322189779
"266",0.0277541057923093,0.0452644539962826
"267",0.018589657223174,0.0242838365866145
"268",0.0370044940477771,0.0550784472827436
"269",0.0223067737173006,0.0537769757445938
"270",0.0184071419013136,0.0189275032520250
"271",0.0234693543458594,0.0540411717388384
"272",0.139022657104787,0.0457413586058322
"273",0.104584231839039,0.213383690862422
"274",0.0920719800294532,0.0597729677668526
"275",0.0137299989461993,0.128492580736248
"276",0.0601858208165083,0.0965275322786073
"277",0.0161357889393460,0.0501001212745357
"278",0.0377825148162973,0.0986777212803357
"279",0.0151190840890513,0.0296442790928335
"280",0.0270421567867181,0.0328546787166808
"281",0.0199548050226761,0.0424011159520175
"282",0.017262553832736,0.0270265078236236
"283",0.0286131805150911,0.0440836555816808
"284",0.0143406594462470,0.0837084409798749
"285",0.0148099353779304,0.0518319219087626
"286",0.0321487710801907,0.0528371143765647
"287",0.0184847341350775,0.0618150025425184
"288",0.0181033600919019,0.0316844607500874
"289",0.0137581149631269,0.025016075121653
"290",0.0251423380356325,0.0405047119295723
"291",0.0355773916431996,0.0610560191256613
"292",0.029465879135814,0.0358890411774781
"293",0.174543924853380,0.242805560085771
"294",0.0865304656375889,0.212004756057993
"295",0.0136350432330953,0.0316813782454302
"296",0.0381335123935521,0.0659883597112108
"297",0.0238784730499929,0.0364702479427414
"298",0.0140537917559233,0.0206287502049847
"299",0.034932110626035,0.0798548469283129
"300",0.265460852417329,0.0411638560605068
"301",0.0142710269288238,0.0256325595446645
"302",0.0219829591643019,0.0820915442305733
"303",0.0573315494096164,0.0873870021970152
"304",0.0151588963737487,0.0193027742624642
"305",0.0155194839281045,0.0109477700915923
"306",0.0425144640068982,0.0616718445760122
"307",0.0618825234484724,0.0642193198689156
"308",0.0467381998857886,0.055638353569355
"309",0.0652186017895325,0.118869323017875
"310",0.0149563424638822,0.0610723184472594
"311",0.0143810556983807,0.0370581177118427
"312",0.0547887592505689,0.0650817035011004
"313",0.0175617704420453,0.0115516022766863
"314",0.0199431652915074,0.154930326868049
"315",0.0567058593999258,0.0981669897451704
"316",0.0154211128669789,0.023175874325921
"317",0.0227101902411145,0.0267042945840359
"318",0.0143243163704960,0.0403778975604821
"319",0.0137032305698644,0.0204734037988362
"320",0.0293090354970169,0.123839647679272
"321",0.0149088996674393,0.0109001134385032
"322",0.0136670563981309,0.0149748488424575
"323",0.0265136585106282,0.0446843666475793
"324",0.0143167568906674,0.0406529789276982
"325",0.126494697236078,0.0690430623661922
"326",0.0261402285126864,0.0436194781701566
"327",0.0133733779581136,0.0377575503314269
"328",0.156521526138425,0.0584210696483155
"329",0.065209004133259,0.103619878519693
"330",0.0920995861725023,0.192070603261181
"331",0.0353133011955267,0.103405019594005
"332",0.0409342640145981,0.0678981621309044
"333",0.037935516163058,0.0791205294404642
"334",0.0495872189884489,0.0742761174676488
"335",0.515923109669739,0.216130793277398
"336",0.0448142108558772,0.0328926612832133
"337",0.0893438273654188,0.106018780578404
"338",0.01450918100184,0.0178806975168631
"339",0.0299136480847977,0.0253842983119277
"340",0.0160634469307808,0.085129200073131
"341",0.0989012843955728,0.154517710804887
"342",0.015238251661298,0.042362056277743
"343",0.0238634992921596,0.0400222742781726
"344",0.0136423063291735,0.0278227132669066
"345",0.0813595714758755,0.199490230929504
"346",0.0840678028713884,0.0810615848076964
"347",0.0382812542729731,0.0394221202616600
